OA11CD,ActualWardName,ActualWard,LSOA11CD,AssignedWardName,AssignedWard,CorrectAssignment,PopEst2020
E00016464,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,303
E00016465,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,211
E00016462,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,347
E00016463,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,613
E00016460,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,415
E00016468,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,251
E00016469,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,401
E00016456,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,306
E00016457,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,315
E00016454,Forest Hill,E05013722,E01003254,Forest Hill,E05013722,True,259
E00016455,Forest Hill,E05013722,E01003254,Forest Hill,E05013722,True,255
E00016452,Forest Hill,E05013722,E01003254,Forest Hill,E05013722,True,313
E00016453,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,207
E00016450,Forest Hill,E05013722,E01003262,Forest Hill,E05013722,True,243
E00016451,Forest Hill,E05013722,E01003262,Forest Hill,E05013722,True,319
E00016458,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,306
E00016459,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,273
E00016487,Forest Hill,E05013722,E01003261,Forest Hill,E05013722,True,267
E00016486,Forest Hill,E05013722,E01003261,Forest Hill,E05013722,True,434
E00016485,Forest Hill,E05013722,E01003260,Forest Hill,E05013722,True,356
E00016484,Forest Hill,E05013722,E01003260,Forest Hill,E05013722,True,428
E00016482,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,278
E00016481,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,423
E00016480,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,257
E00016489,Forest Hill,E05013722,E01003260,Forest Hill,E05013722,True,400
E00016488,Forest Hill,E05013722,E01003260,Forest Hill,E05013722,True,406
E00173944,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,315
E00016446,Forest Hill,E05013722,E01003255,Forest Hill,E05013722,True,410
E00016444,Forest Hill,E05013722,E01003260,Forest Hill,E05013722,True,390
E00016445,Forest Hill,E05013722,E01003254,Forest Hill,E05013722,True,330
E00016443,Forest Hill,E05013722,E01003261,Forest Hill,E05013722,True,334
E00016448,Forest Hill,E05013722,E01003254,Forest Hill,E05013722,True,371
E00016449,Forest Hill,E05013722,E01003262,Forest Hill,E05013722,True,298
E00016476,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,322
E00016477,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,270
E00016474,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,266
E00016475,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,205
E00016472,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,390
E00016473,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,377
E00016470,Forest Hill,E05013722,E01003259,Forest Hill,E05013722,True,264
E00016471,Forest Hill,E05013722,E01003256,Forest Hill,E05013722,True,376
E00016478,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,199
E00016479,Forest Hill,E05013722,E01003258,Forest Hill,E05013722,True,232
E00016492,Forest Hill,E05013722,E01003262,Forest Hill,E05013722,True,299
E00016491,Forest Hill,E05013722,E01003261,Forest Hill,E05013722,True,220
E00016490,Forest Hill,E05013722,E01003262,Forest Hill,E05013722,True,386
E00016483,Forest Hill,E05013722,E01003261,Forest Hill,E05013722,True,243
E00016447,Forest Hill,E05013722,E01003257,Forest Hill,E05013722,True,297
E00173951,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,218
E00016879,Telegraph Hill,E05013732,E01003341,Telegraph Hill,E05013732,True,416
E00016897,Telegraph Hill,E05013732,E01003345,Telegraph Hill,E05013732,True,529
E00016896,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,281
E00016895,Telegraph Hill,E05013732,E01003343,Telegraph Hill,E05013732,True,323
E00016894,Telegraph Hill,E05013732,E01003344,Telegraph Hill,E05013732,True,318
E00016893,Telegraph Hill,E05013732,E01003341,Telegraph Hill,E05013732,True,325
E00016892,Telegraph Hill,E05013732,E01003344,Telegraph Hill,E05013732,True,324
E00016891,Telegraph Hill,E05013732,E01003344,Telegraph Hill,E05013732,True,429
E00016890,Telegraph Hill,E05013732,E01003343,Telegraph Hill,E05013732,True,312
E00016899,Telegraph Hill,E05013732,E01003345,Telegraph Hill,E05013732,True,251
E00016898,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,288
E00016926,Telegraph Hill,E05013732,E01003339,Telegraph Hill,E05013732,True,346
E00016924,Telegraph Hill,E05013732,E01003340,Telegraph Hill,E05013732,True,401
E00016923,Telegraph Hill,E05013732,E01003339,Telegraph Hill,E05013732,True,372
E00016920,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,293
E00016921,Telegraph Hill,E05013732,E01003339,Telegraph Hill,E05013732,True,288
E00016916,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,394
E00016917,Telegraph Hill,E05013732,E01003340,Telegraph Hill,E05013732,True,500
E00016914,Telegraph Hill,E05013732,E01003337,Telegraph Hill,E05013732,True,319
E00016915,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,316
E00016912,Telegraph Hill,E05013732,E01003336,Telegraph Hill,E05013732,True,273
E00016913,Telegraph Hill,E05013732,E01003337,Telegraph Hill,E05013732,True,486
E00016910,Telegraph Hill,E05013732,E01003336,Telegraph Hill,E05013732,True,385
E00016911,Telegraph Hill,E05013732,E01003337,Telegraph Hill,E05013732,True,372
E00016918,Telegraph Hill,E05013732,E01003340,Telegraph Hill,E05013732,True,393
E00016919,Telegraph Hill,E05013732,E01003340,Telegraph Hill,E05013732,True,318
E00173950,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,488
E00016887,Telegraph Hill,E05013732,E01003343,Telegraph Hill,E05013732,True,251
E00016886,Telegraph Hill,E05013732,E01003341,Telegraph Hill,E05013732,True,385
E00016885,Telegraph Hill,E05013732,E01003343,Telegraph Hill,E05013732,True,311
E00016884,Telegraph Hill,E05013732,E01003341,Telegraph Hill,E05013732,True,344
E00016883,Telegraph Hill,E05013732,E01003344,Telegraph Hill,E05013732,True,393
E00016881,Telegraph Hill,E05013732,E01003338,Telegraph Hill,E05013732,True,377
E00016880,Telegraph Hill,E05013732,E01003345,Telegraph Hill,E05013732,True,559
E00016889,Telegraph Hill,E05013732,E01003343,Telegraph Hill,E05013732,True,331
E00016888,Telegraph Hill,E05013732,E01003344,Telegraph Hill,E05013732,True,342
E00016906,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,310
E00016907,Telegraph Hill,E05013732,E01003336,Telegraph Hill,E05013732,True,334
E00016904,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,277
E00016905,Telegraph Hill,E05013732,E01003336,Telegraph Hill,E05013732,True,281
E00016902,Telegraph Hill,E05013732,E01003345,Telegraph Hill,E05013732,True,353
E00016903,Telegraph Hill,E05013732,E01003345,Telegraph Hill,E05013732,True,402
E00016900,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,357
E00016901,Telegraph Hill,E05013732,E01003342,Telegraph Hill,E05013732,True,222
E00016908,Telegraph Hill,E05013732,E01003336,Telegraph Hill,E05013732,True,193
E00016909,Telegraph Hill,E05013732,E01003337,Telegraph Hill,E05013732,True,440
E00016927,Telegraph Hill,E05013732,E01003340,Telegraph Hill,E05013732,True,309
E00016925,Telegraph Hill,E05013732,E01003339,Telegraph Hill,E05013732,True,430
E00016922,Telegraph Hill,E05013732,E01003339,Telegraph Hill,E05013732,True,312
E00173700,Ladywell,E05013725,E01003273,Ladywell,E05013725,True,233
E00016644,Ladywell,E05013725,E01033341,Lewisham Central,E05013727,False,625
E00016637,Ladywell,E05013725,E01033327,Lewisham Central,E05013727,False,750
E00016566,Ladywell,E05013725,E01003277,Brockley,E05013716,False,333
E00016567,Ladywell,E05013725,E01003273,Ladywell,E05013725,True,271
E00016564,Ladywell,E05013725,E01003273,Ladywell,E05013725,True,465
E00016565,Ladywell,E05013725,E01003278,Ladywell,E05013725,True,297
E00016562,Ladywell,E05013725,E01003278,Ladywell,E05013725,True,313
E00016563,Ladywell,E05013725,E01003278,Ladywell,E05013725,True,439
E00016560,Ladywell,E05013725,E01003278,Ladywell,E05013725,True,315
E00016561,Ladywell,E05013725,E01003277,Brockley,E05013716,False,295
E00016568,Ladywell,E05013725,E01003277,Brockley,E05013716,False,355
E00016569,Ladywell,E05013725,E01003273,Ladywell,E05013725,True,421
E00016557,Ladywell,E05013725,E01003278,Ladywell,E05013725,True,215
E00016554,Ladywell,E05013725,E01003275,Ladywell,E05013725,True,277
E00016555,Ladywell,E05013725,E01003275,Ladywell,E05013725,True,340
