OA11CD,English is main language,Can speak English well or very well,Cannot speak English well or at all
E00016511,86.60714285714286,12.797619047619047,0.5952380952380952
E00016504,92.33226837060703,5.7507987220447285,1.9169329073482428
E00016506,86.60714285714286,12.5,0.8928571428571429
E00016509,83.20413436692506,13.178294573643411,3.6175710594315245
E00016510,94.48818897637796,4.330708661417323,1.1811023622047245
E00016512,86.52037617554859,10.65830721003135,2.8213166144200628
E00016750,88.88888888888889,8.812260536398467,2.2988505747126435
E00016752,88.4272997032641,8.6053412462908,2.9673590504451037
E00016753,92.88537549407114,6.719367588932807,0.3952569169960474
E00016758,92.8082191780822,6.8493150684931505,0.3424657534246575
E00016763,92.76315789473684,6.578947368421053,0.6578947368421053
E00016738,82.52427184466019,16.504854368932037,0.970873786407767
E00016739,94.13793103448276,4.827586206896552,1.0344827586206897
E00016740,80.4733727810651,17.455621301775146,2.0710059171597632
E00016749,89.03654485049834,8.970099667774086,1.9933554817275747
E00016755,79.74683544303798,15.443037974683545,4.810126582278482
E00016745,85.22427440633246,12.401055408970976,2.37467018469657
E00016746,92.16867469879519,6.325301204819278,1.5060240963855422
E00016751,87.67123287671232,11.986301369863014,0.3424657534246575
E00016754,86.47686832740213,11.743772241992882,1.7793594306049823
E00016757,91.25,7.916666666666667,0.8333333333333334
E00016732,81.51515151515152,15.757575757575758,2.727272727272727
E00016735,84.91124260355029,13.31360946745562,1.775147928994083
E00016741,91.08527131782945,6.976744186046512,1.9379844961240311
E00016742,87.41496598639456,11.224489795918366,1.3605442176870748
E00016733,89.8360655737705,8.524590163934427,1.639344262295082
E00016734,89.53488372093024,8.914728682170542,1.550387596899225
E00016743,89.28571428571429,9.285714285714286,1.4285714285714286
E00016744,89.28571428571429,9.523809523809524,1.1904761904761905
E00016747,89.9581589958159,8.368200836820083,1.6736401673640167
E00016261,82.68156424581005,14.804469273743017,2.513966480446927
E00016282,87.57396449704142,10.946745562130177,1.4792899408284024
E00016288,81.5347721822542,12.949640287769785,5.5155875299760195
E00016289,84.52380952380952,13.095238095238095,2.380952380952381
E00016294,88.65671641791045,9.552238805970148,1.7910447761194028
E00016260,90.64327485380117,8.187134502923977,1.1695906432748537
E00016262,85.7707509881423,13.043478260869566,1.1857707509881423
E00016266,86.85714285714286,11.142857142857142,2.0
E00016267,79.182156133829,16.356877323420072,4.4609665427509295
E00016271,85.97402597402598,12.207792207792208,1.8181818181818181
E00016257,88.44339622641509,10.141509433962263,1.4150943396226414
E00016263,91.89189189189189,5.405405405405405,2.7027027027027026
E00016265,82.0754716981132,14.38679245283019,3.5377358490566033
E00016268,80.35714285714286,14.732142857142858,4.910714285714286
E00016291,85.87896253602305,10.951008645533141,3.170028818443804
E00016264,84.87972508591065,12.714776632302407,2.4054982817869415
E00016269,90.26548672566372,7.669616519174041,2.064896755162242
E00016270,84.48275862068965,13.103448275862068,2.413793103448276
E00016272,79.17888563049853,15.249266862170089,5.571847507331379
E00016273,86.68341708542714,11.809045226130653,1.5075376884422111
E00016930,84.76702508960574,11.469534050179211,3.7634408602150535
E00016946,89.51406649616368,9.207161125319693,1.278772378516624
E00016952,86.14232209737828,10.861423220973784,2.9962546816479403
