OA11CD,UK language,European Language (EU),European Language (non EU),European Language (non-national),West/Central Asian Language,South Asian Language,East Asian Language,Oceanic/Australian language (any),North/South American language (any),Caribbean Creole,African Language,Other Languages,Sign Language
E00016408,71.32867132867133,20.27972027972028,0.0,0.0,0.6993006993006993,4.895104895104895,1.3986013986013985,0.0,0.0,0.0,1.3986013986013985,0.0,0.0
E00016410,71.11801242236025,16.770186335403725,0.0,0.0,3.7267080745341614,1.8633540372670807,5.900621118012422,0.0,0.0,0.0,0.6211180124223602,0.0,0.0
E00016438,49.78540772532189,27.038626609442062,0.8583690987124464,0.0,7.296137339055794,4.291845493562231,9.012875536480687,0.0,0.0,0.0,1.7167381974248928,0.0,0.0
E00016398,84.33734939759036,4.8192771084337345,0.0,0.0,2.4096385542168677,0.40160642570281124,4.417670682730924,0.0,0.0,0.0,3.6144578313253013,0.0,0.0
E00016431,80.68669527896996,12.446351931330474,0.8583690987124464,0.0,2.1459227467811157,0.0,2.1459227467811157,0.0,0.0,0.0,0.8583690987124464,0.8583690987124464,0.0
E00016432,75.44378698224853,9.467455621301776,0.591715976331361,0.0,4.1420118343195265,1.183431952662722,7.100591715976332,0.0,0.0,0.0,2.0710059171597632,0.0,0.0
E00016434,74.23469387755102,8.16326530612245,1.2755102040816326,0.0,1.2755102040816326,2.0408163265306123,7.3979591836734695,0.0,0.0,0.0,5.612244897959184,0.0,0.0
E00173943,79.93827160493827,8.333333333333334,1.2345679012345678,0.0,4.320987654320987,0.30864197530864196,1.8518518518518519,0.0,0.0,0.0,4.012345679012346,0.0,0.0
E00173946,63.75,19.0625,0.0,0.0,5.625,0.9375,9.375,0.0,0.0,0.0,1.25,0.0,0.0
E00016397,67.31182795698925,14.623655913978492,0.6451612903225806,0.0,1.7204301075268817,0.6451612903225806,7.741935483870968,0.0,0.0,0.0,6.666666666666666,0.6451612903225806,0.0
E00016433,78.57142857142857,12.244897959183675,0.6802721088435374,0.0,1.3605442176870748,1.7006802721088436,3.061224489795918,0.0,0.0,0.0,2.380952380952381,0.0,0.0
E00016436,74.61139896373057,17.616580310880828,1.0362694300518134,0.5181347150259067,0.5181347150259067,0.0,2.0725388601036268,0.0,0.0,0.0,3.6269430051813467,0.0,0.0
E00016440,75.87301587301587,7.6190476190476195,0.6349206349206349,0.0,0.6349206349206349,2.857142857142857,3.174603174603174,0.0,0.0,0.31746031746031744,8.88888888888889,0.0,0.0
E00016441,79.09738717339667,10.926365795724465,0.7125890736342043,0.0,1.4251781472684084,0.2375296912114014,3.0878859857482186,0.0,0.0,0.0,4.275534441805226,0.2375296912114014,0.0
E00016412,72.7810650887574,12.130177514792901,0.2958579881656805,0.0,3.550295857988166,0.591715976331361,7.692307692307692,0.0,0.0,0.0,2.9585798816568047,0.0,0.0
E00016414,75.0,7.317073170731707,0.9146341463414634,0.0,6.097560975609756,2.7439024390243905,4.2682926829268295,0.0,0.0,0.0,3.6585365853658534,0.0,0.0
E00016418,81.23393316195373,7.197943444730078,0.5141388174807198,0.0,1.2853470437017993,3.0848329048843186,4.370179948586118,0.0,0.0,0.0,1.799485861182519,0.2570694087403599,0.2570694087403599
E00016422,78.37837837837837,3.303303303303303,1.2012012012012012,0.0,4.2042042042042045,1.5015015015015014,7.5075075075075075,0.0,0.0,0.0,3.603603603603603,0.3003003003003003,0.0
E00016402,72.47386759581882,6.968641114982578,0.0,0.0,3.4843205574912894,0.6968641114982579,6.62020905923345,0.0,0.0,0.0,9.05923344947735,0.6968641114982579,0.0
E00016407,68.57142857142857,18.77551020408163,0.0,0.0,3.673469387755102,2.0408163265306123,2.857142857142857,0.0,0.0,0.0,3.2653061224489797,0.8163265306122449,0.0
E00016409,72.14484679665738,8.635097493036213,0.8356545961002786,0.0,3.621169916434541,0.2785515320334262,9.47075208913649,0.0,0.0,0.0,5.013927576601671,0.0,0.0
E00016411,73.01136363636364,9.943181818181818,1.1363636363636365,0.0,2.556818181818182,4.545454545454546,5.113636363636364,0.0,0.0,0.0,3.125,0.2840909090909091,0.2840909090909091
E00016413,76.10921501706484,9.556313993174061,2.0477815699658706,0.0,3.7542662116040955,1.7064846416382253,4.77815699658703,0.0,0.0,0.0,1.7064846416382253,0.0,0.3412969283276451
E00016415,77.98165137614679,7.339449541284402,0.9174311926605504,0.0,4.587155963302752,0.3058103975535168,3.058103975535168,0.0,0.0,0.0,5.810397553516819,0.0,0.0
E00016416,74.59677419354838,9.67741935483871,0.8064516129032258,0.0,2.016129032258064,0.8064516129032258,7.661290322580644,0.0,0.0,0.0,4.435483870967742,0.0,0.0
E00016419,78.22349570200574,5.730659025787966,0.0,0.0,2.292263610315186,2.8653295128939824,5.444126074498568,0.0,0.0,0.0,5.444126074498567,0.0,0.0
E00016420,74.22360248447205,5.590062111801243,1.8633540372670807,0.0,1.8633540372670807,0.0,9.937888198757765,0.0,0.0,0.0,6.521739130434784,0.0,0.0
E00173947,72.97297297297297,11.148648648648651,1.689189189189189,0.0,3.716216216216216,1.3513513513513513,6.081081081081081,0.0,0.0,0.0,2.027027027027027,1.0135135135135136,0.0
E00173948,58.38150289017341,14.739884393063587,0.5780346820809249,0.0,16.184971098265898,2.601156069364162,5.780346820809249,0.0,0.0,0.0,1.4450867052023122,0.28901734104046245,0.0
E00016417,76.99115044247787,6.48967551622419,1.1799410029498525,0.0,1.4749262536873156,0.2949852507374631,11.2094395280236,0.0,0.0,0.0,2.064896755162242,0.2949852507374631,0.0
E00016421,65.48042704626334,4.270462633451957,2.491103202846975,0.0,6.761565836298932,3.2028469750889683,8.896797153024911,0.0,0.0,0.0,8.89679715302491,0.0,0.0
E00016423,70.67448680351906,6.451612903225807,0.0,0.0,1.1730205278592376,3.5190615835777126,10.263929618768328,0.0,0.0,0.0,6.744868035190615,1.1730205278592376,0.0
E00016424,78.81944444444444,1.3888888888888888,1.0416666666666667,0.0,3.4722222222222223,2.7777777777777777,10.069444444444443,0.0,0.0,0.0,2.083333333333333,0.3472222222222222,0.0
E00016427,73.87387387387388,9.00900900900901,2.7027027027027026,0.0,2.2522522522522523,0.0,6.306306306306306,0.0,0.0,0.0,5.405405405405405,0.45045045045045046,0.0
E00016396,84.765625,3.125,0.0,0.0,2.34375,1.5625,5.078125,0.0,0.0,0.0,3.125,0.0,0.0
E00016426,70.94594594594595,10.135135135135135,1.0135135135135136,0.0,3.716216216216216,4.054054054054054,3.3783783783783785,0.0,0.0,0.0,5.743243243243243,0.0,1.0135135135135136
E00016428,70.06172839506173,15.4320987654321,0.6172839506172839,0.0,3.3950617283950617,1.2345679012345678,6.1728395061728385,0.0,0.0,0.0,2.7777777777777777,0.30864197530864196,0.0
E00016429,89.91935483870968,2.4193548387096775,0.4032258064516129,0.0,0.0,2.419354838709677,4.032258064516129,0.0,0.0,0.0,0.8064516129032258,0.0,0.0
E00016430,76.953125,3.90625,0.0,0.0,1.171875,2.34375,9.375,0.0,0.0,0.0,5.859375,0.0,0.390625
E00016680,64.70588235294117,19.11764705882353,0.9803921568627451,0.0,4.901960784313725,4.411764705882352,3.9215686274509807,0.0,0.0,0.0,1.4705882352941175,0.49019607843137253,0.0
E00016716,69.6113074204947,19.08127208480565,0.7067137809187279,0.0,4.593639575971731,0.35335689045936397,1.76678445229682,0.0,0.0,0.0,3.5335689045936394,0.35335689045936397,0.0
E00016717,62.35294117647059,24.117647058823533,1.7647058823529411,0.0,2.9411764705882355,2.9411764705882355,2.9411764705882355,0.0,0.0,0.0,2.9411764705882355,0.0,0.0
E00016719,84.81012658227849,4.641350210970465,0.0,0.0,1.2658227848101267,0.0,4.641350210970464,0.0,0.0,0.0,3.3755274261603376,1.2658227848101267,0.0
E00016720,67.9054054054054,18.918918918918926,1.3513513513513513,0.0,3.716216216216216,0.33783783783783783,2.027027027027027,0.0,0.0,0.0,5.743243243243243,0.0,0.0
E00016725,60.55045871559633,20.183486238532115,0.45871559633027525,0.0,1.834862385321101,0.0,2.7522935779816513,0.0,0.0,0.0,14.220183486238533,0.0,0.0
E00016706,71.42857142857143,8.658008658008658,0.4329004329004329,0.0,0.0,1.7316017316017316,0.8658008658008658,0.0,0.0,0.4329004329004329,16.450216450216452,0.0,0.0
E00016708,80.8955223880597,11.343283582089553,0.29850746268656714,0.0,0.8955223880597014,0.0,2.6865671641791042,0.0,0.0,0.0,3.283582089552239,0.0,0.5970149253731343
E00016709,79.3010752688172,10.483870967741936,0.26881720430107525,0.0,3.4946236559139785,1.3440860215053763,3.494623655913978,0.0,0.0,0.0,1.6129032258064515,0.0,0.0
E00016714,74.20494699646643,13.074204946996467,1.76678445229682,0.0,1.4134275618374559,0.35335689045936397,5.6537102473498235,0.0,0.0,0.0,3.5335689045936394,0.0,0.0
E00016715,86.52037617554859,7.210031347962383,0.31347962382445144,0.0,0.6269592476489029,1.567398119122257,2.1943573667711602,0.0,0.0,0.0,1.5673981191222572,0.0,0.0
E00016675,59.174311926605505,27.981651376146793,0.9174311926605505,0.0,4.587155963302752,1.834862385321101,3.2110091743119265,0.0,0.0,0.0,1.834862385321101,0.45871559633027525,0.0
E00016677,69.47791164658635,13.654618473895583,1.2048192771084336,0.0,3.4136546184738954,1.2048192771084338,10.843373493975903,0.0,0.0,0.0,0.20080321285140562,0.0,0.0
E00016683,69.55017301038062,17.99307958477509,2.0761245674740483,0.0,3.1141868512110724,1.3840830449826989,2.7681660899653977,0.0,0.0,0.0,3.1141868512110724,0.0,0.0
E00016697,78.73563218390805,7.471264367816092,1.1494252873563218,0.0,2.2988505747126435,3.735632183908046,3.4482758620689657,0.0,0.0,0.0,3.1609195402298846,0.0,0.0
E00173940,86.47058823529412,4.705882352941177,0.0,0.0,1.1764705882352942,3.5294117647058822,2.0588235294117645,0.0,0.0,0.0,1.1764705882352942,0.8823529411764706,0.0
E00173949,69.25133689839572,17.914438502673793,1.3368983957219251,0.0,1.8716577540106951,0.5347593582887701,7.486631016042781,0.0,0.0,0.0,1.3368983957219251,0.26737967914438504,0.0
E00016684,69.54545454545455,17.272727272727273,0.45454545454545453,0.0,2.2727272727272725,0.9090909090909091,7.727272727272727,0.0,0.0,0.0,1.3636363636363635,0.45454545454545453,0.0
E00016687,75.29411764705883,11.764705882352938,0.5882352941176471,0.0,5.294117647058823,0.0,5.88235294117647,0.0,0.0,0.0,1.1764705882352942,0.0,0.0
E00016694,75.47169811320755,8.176100628930818,0.6289308176100629,0.0,1.8867924528301887,2.830188679245283,5.9748427672955975,0.0,0.0,0.0,4.716981132075472,0.31446540880503143,0.0
E00016718,79.67479674796748,4.878048780487805,0.0,0.0,3.252032520325203,3.658536585365854,4.471544715447155,0.0,0.0,0.0,3.6585365853658534,0.4065040650406504,0.0
E00016721,78.87931034482759,8.189655172413794,2.1551724137931036,0.0,1.7241379310344827,0.8620689655172413,3.4482758620689653,0.0,0.0,0.0,4.741379310344827,0.0,0.0
E00016723,75.29411764705883,9.803921568627452,0.39215686274509803,0.0,2.7450980392156863,2.3529411764705883,4.313725490196078,0.0,0.0,0.0,5.098039215686275,0.0,0.0
E00016679,88.06451612903226,2.580645161290323,0.0,0.0,0.967741935483871,0.6451612903225806,1.6129032258064515,0.0,0.0,2.5806451612903225,2.258064516129032,0.6451612903225806,0.6451612903225806
E00016689,91.08527131782945,3.4883720930232562,0.3875968992248062,0.0,1.550387596899225,0.0,1.550387596899225,0.0,0.0,0.0,1.9379844961240311,0.0,0.0
E00016693,81.36094674556213,7.988165680473373,0.2958579881656805,0.0,2.0710059171597632,2.366863905325444,3.8461538461538467,0.0,0.0,0.0,2.0710059171597632,0.0,0.0
E00016701,82.3529411764706,11.764705882352942,0.0,0.0,1.3574660633484164,0.0,1.8099547511312217,0.0,0.0,0.0,2.7149321266968327,0.0,0.0
E00173939,84.31372549019608,8.823529411764705,2.450980392156863,0.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,3.4313725490196076,0.0,0.0
E00016210,78.18181818181819,9.393939393939394,0.0,0.0,1.5151515151515151,1.5151515151515151,4.242424242424242,0.0,0.0,0.0,4.545454545454546,0.6060606060606061,0.0
E00016239,77.56410256410257,13.461538461538462,0.0,0.0,4.487179487179487,0.32051282051282054,2.243589743589744,0.0,0.0,0.0,1.6025641025641026,0.32051282051282054,0.0
E00016240,84.33734939759036,8.433734939759038,0.6024096385542169,0.0,0.6024096385542169,2.4096385542168677,0.6024096385542169,0.0,0.0,0.0,3.0120481927710845,0.0,0.0
E00016241,81.72043010752688,6.093189964157706,0.0,0.0,1.4336917562724014,2.5089605734767026,6.451612903225806,0.0,0.0,0.0,1.7921146953405018,0.0,0.0
E00016245,75.47892720306514,8.045977011494253,0.0,0.0,1.9157088122605366,2.2988505747126435,8.42911877394636,0.0,0.0,0.0,3.8314176245210736,0.0,0.0
E00016211,84.9802371541502,9.090909090909092,0.0,0.0,1.5810276679841897,1.5810276679841897,0.7905138339920948,0.0,0.0,0.0,1.976284584980237,0.0,0.0
E00016213,80.74712643678161,9.195402298850574,0.28735632183908044,0.0,3.4482758620689653,0.5747126436781609,3.4482758620689657,0.0,0.0,0.0,2.2988505747126435,0.0,0.0
E00016244,84.70254957507082,11.04815864022663,0.0,0.0,0.0,0.8498583569405099,1.6997167138810199,0.0,0.0,0.0,1.6997167138810199,0.0,0.0
E00016250,88.12260536398468,9.578544061302681,0.0,0.0,1.5325670498084292,0.0,0.0,0.0,0.0,0.0,0.7662835249042146,0.0,0.0
E00174011,59.40594059405941,12.871287128712872,0.0,0.0,11.881188118811881,10.89108910891089,3.9603960396039604,0.0,0.0,0.0,0.9900990099009901,0.0,0.0
E00174032,83.16221765913758,13.96303901437372,0.2053388090349076,0.0,0.0,0.0,1.6427104722792605,0.0,0.0,0.0,1.0266940451745379,0.0,0.0
E00174033,91.66666666666666,6.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0
E00016216,85.84905660377359,8.80503144654088,0.31446540880503143,0.0,0.31446540880503143,1.2578616352201257,0.9433962264150944,0.0,0.0,0.0,2.20125786163522,0.0,0.31446540880503143
E00016236,68.25842696629213,21.348314606741575,0.2808988764044944,0.0,2.808988764044944,3.9325842696629216,0.5617977528089888,0.0,0.0,0.0,1.9662921348314608,0.0,0.8426966292134831
E00016246,80.48780487804878,6.097560975609755,0.6097560975609756,0.0,3.658536585365854,3.048780487804878,2.7439024390243905,0.0,0.0,0.0,3.3536585365853657,0.0,0.0
E00016248,83.55263157894737,10.197368421052632,0.0,0.0,0.986842105263158,0.0,4.276315789473684,0.0,0.0,0.0,0.986842105263158,0.0,0.0
E00016252,87.25212464589235,5.09915014164306,0.0,0.0,5.09915014164306,0.0,0.56657223796034,0.0,0.0,0.0,1.6997167138810199,0.28328611898017,0.0
E00016214,84.55284552845528,10.027100271002707,0.27100271002710025,0.0,1.6260162601626016,1.084010840108401,1.8970189701897018,0.0,0.0,0.0,0.0,0.5420054200542005,0.0
E00016215,87.54208754208754,8.080808080808081,1.0101010101010102,0.0,0.3367003367003367,1.0101010101010102,0.6734006734006734,0.0,0.0,0.0,1.3468013468013469,0.0,0.0
E00016217,91.02564102564102,3.333333333333333,0.5128205128205128,0.0,3.0769230769230766,0.2564102564102564,1.0256410256410255,0.0,0.0,0.0,0.7692307692307692,0.0,0.0
E00016237,83.74558303886926,6.360424028268551,2.1201413427561837,0.0,4.240282685512367,1.0600706713780919,1.4134275618374559,0.0,0.0,0.0,1.0600706713780919,0.0,0.0
E00016247,91.76029962546816,5.992509363295881,0.0,0.0,0.7490636704119851,0.0,0.37453183520599254,0.0,0.0,0.0,1.1235955056179776,0.0,0.0
E00016253,81.93979933110369,11.371237458193985,0.6688963210702341,0.0,2.0066889632107023,0.0,3.678929765886288,0.0,0.0,0.0,0.33444816053511706,0.0,0.0
E00016209,82.01970443349754,8.620689655172413,0.0,0.0,1.7241379310344827,1.7241379310344827,3.940886699507389,0.0,0.0,0.0,1.7241379310344827,0.24630541871921183,0.0
E00016235,77.28937728937728,12.454212454212456,2.1978021978021975,0.0,1.8315018315018312,0.7326007326007326,4.395604395604395,0.0,0.0,0.0,1.0989010989010988,0.0,0.0
E00016238,82.58575197889182,8.970976253298153,0.2638522427440633,0.0,1.5831134564643798,2.9023746701846966,2.9023746701846966,0.0,0.0,0.0,0.79155672823219,0.0,0.0
E00173941,77.9385171790235,7.956600361663653,1.8083182640144666,0.0,1.4466546112115732,1.0849909584086799,9.222423146473778,0.0,0.0,0.0,0.5424954792043399,0.0,0.0
E00173942,57.142857142857146,15.873015873015873,0.7936507936507936,0.0,5.555555555555556,0.0,19.444444444444443,0.0,0.0,0.0,1.1904761904761905,0.0,0.0
E00016881,73.6842105263158,9.649122807017545,0.8771929824561403,0.0,3.0701754385964914,4.824561403508772,6.140350877192983,0.0,0.0,0.0,1.7543859649122808,0.0,0.0
E00016915,72.51908396946565,15.64885496183206,0.0,0.0,4.580152671755726,0.7633587786259542,2.290076335877863,0.0,0.0,0.0,4.198473282442748,0.0,0.0
E00016916,79.94011976047904,8.682634730538922,0.5988023952095808,0.0,0.8982035928143712,0.0,3.8922155688622753,0.0,0.0,0.0,5.988023952095809,0.0,0.0
E00016920,79.07692307692308,7.999999999999999,0.9230769230769231,0.0,2.153846153846154,0.3076923076923077,4.9230769230769225,0.0,0.0,0.0,4.3076923076923075,0.3076923076923077,0.0
E00173950,67.19367588932806,15.810276679841897,0.3952569169960474,0.0,3.557312252964427,1.5810276679841897,9.881422924901186,0.0,0.0,0.0,1.1857707509881423,0.0,0.3952569169960474
E00173951,79.86798679867987,3.3003300330033003,0.9900990099009901,0.0,4.29042904290429,3.9603960396039604,3.9603960396039604,0.0,0.0,0.0,3.3003300330033003,0.0,0.33003300330033003
E00016921,75.17241379310344,14.137931034482762,0.0,0.0,4.482758620689656,0.6896551724137931,2.0689655172413794,0.0,0.0,0.0,3.448275862068966,0.0,0.0
E00016922,80.1980198019802,11.551155115511548,0.33003300330033003,0.0,2.31023102310231,0.0,2.6402640264026402,0.0,0.0,0.0,2.6402640264026402,0.0,0.33003300330033003
E00016923,77.8082191780822,10.13698630136986,0.547945205479452,0.0,4.931506849315069,0.0,1.643835616438356,0.0,0.0,0.0,4.10958904109589,0.821917808219178,0.0
E00016925,80.76923076923077,15.624999999999998,0.0,0.0,0.2403846153846154,0.2403846153846154,1.923076923076923,0.4807692307692308,0.0,0.0,0.7211538461538461,0.0,0.0
E00016926,86.62420382165605,8.280254777070065,0.0,0.0,0.0,0.0,2.547770700636943,0.0,0.0,0.0,2.229299363057325,0.0,0.3184713375796178
E00016917,72.64957264957265,23.290598290598286,0.0,0.0,1.7094017094017093,0.42735042735042733,1.7094017094017093,0.0,0.0,0.0,0.21367521367521367,0.0,0.0
E00016918,78.67036011080333,13.850415512465375,0.0,0.0,2.4930747922437675,0.554016620498615,1.10803324099723,0.0,0.0,0.0,3.3240997229916895,0.0,0.0
E00016919,87.26708074534162,9.006211180124225,0.3105590062111801,0.0,0.9316770186335404,0.6211180124223602,1.5527950310559004,0.0,0.0,0.0,0.3105590062111801,0.0,0.0
E00016924,82.03883495145631,9.223300970873787,0.24271844660194175,0.0,2.4271844660194173,0.24271844660194175,4.126213592233009,0.0,0.0,0.24271844660194175,1.4563106796116503,0.0,0.0
E00016927,84.82758620689656,8.96551724137931,0.6896551724137931,0.0,1.0344827586206897,0.6896551724137931,1.7241379310344829,0.0,0.0,0.0,2.0689655172413794,0.0,0.0
E00016879,84.72222222222223,5.787037037037037,0.0,0.0,3.009259259259259,3.935185185185185,1.6203703703703702,0.0,0.0,0.0,0.6944444444444444,0.0,0.23148148148148148
E00016884,88.855421686747,8.433734939759036,0.6024096385542169,0.0,0.6024096385542169,0.0,0.30120481927710846,0.0,0.0,0.0,0.0,1.2048192771084338,0.0
E00016886,86.70694864048339,9.365558912386707,0.0,0.0,0.6042296072507553,0.3021148036253776,3.0211480362537766,0.0,0.0,0.0,0.0,0.0,0.0
E00016893,90.08498583569406,5.94900849858357,0.0,0.0,2.54957507082153,0.0,0.8498583569405099,0.0,0.0,0.0,0.56657223796034,0.0,0.0
E00016885,88.84758364312268,5.20446096654275,1.1152416356877324,0.0,2.6022304832713754,0.0,1.1152416356877324,0.0,0.0,0.0,0.7434944237918215,0.37174721189591076,0.0
E00016887,88.73239436619718,5.164319248826291,0.0,0.0,1.8779342723004695,0.4694835680751174,3.2863849765258215,0.0,0.0,0.0,0.4694835680751174,0.0,0.0
E00016889,85.8695652173913,5.434782608695651,0.7246376811594203,0.0,0.7246376811594203,2.898550724637681,0.7246376811594203,0.0,0.0,0.0,3.623188405797101,0.0,0.0
E00016890,73.99267399267399,13.91941391941392,0.0,0.0,4.395604395604396,0.0,3.2967032967032965,0.0,0.0,0.0,4.395604395604396,0.0,0.0
E00016895,89.96282527881041,5.576208178438661,0.0,0.0,3.7174721189591073,0.0,0.37174721189591076,0.0,0.0,0.0,0.0,0.0,0.37174721189591076
E00016159,89.96138996138995,2.3166023166023164,3.088803088803089,0.0,2.316602316602317,0.7722007722007722,1.1583011583011582,0.0,0.0,0.0,0.3861003861003861,0.0,0.0
E00016173,91.66666666666667,4.166666666666667,0.6944444444444444,0.0,1.7361111111111112,0.3472222222222222,0.6944444444444444,0.0,0.0,0.0,0.6944444444444444,0.0,0.0
E00016176,88.85017421602788,6.968641114982579,0.34843205574912894,0.0,2.090592334494773,0.0,0.6968641114982579,0.0,0.0,0.0,1.0452961672473868,0.0,0.0
E00016184,80.50847457627118,9.745762711864405,0.0,0.0,4.23728813559322,2.11864406779661,2.542372881355932,0.0,0.0,0.0,0.847457627118644,0.0,0.0
E00016186,83.61774744027304,7.508532423208191,1.0238907849829353,0.0,2.3890784982935154,3.071672354948806,1.7064846416382253,0.0,0.0,0.0,0.6825938566552902,0.0,0.0
E00016188,90.29850746268657,6.343283582089553,0.0,0.0,1.492537313432836,1.119402985074627,0.373134328358209,0.0,0.0,0.0,0.373134328358209,0.0,0.0
E00016164,86.6096866096866,7.122507122507123,0.5698005698005698,0.0,1.4245014245014245,1.1396011396011396,1.1396011396011396,0.0,0.0,0.0,1.7094017094017093,0.2849002849002849,0.0
E00016170,74.17218543046357,6.95364238410596,3.3112582781456954,0.0,2.6490066225165565,2.3178807947019866,7.615894039735099,0.0,0.0,0.0,2.649006622516556,0.0,0.33112582781456956
E00016175,87.45874587458746,6.270627062706271,1.3201320132013201,0.0,0.6600660066006601,0.0,2.6402640264026402,0.0,0.0,0.0,1.3201320132013201,0.0,0.33003300330033003
E00016181,89.0282131661442,6.269592476489028,0.31347962382445144,0.0,1.5673981191222572,1.2539184952978057,0.31347962382445144,0.0,0.0,0.0,1.2539184952978057,0.0,0.0
E00016182,92.40506329113924,5.696202531645569,0.0,0.0,0.949367088607595,0.0,0.31645569620253167,0.0,0.0,0.0,0.6329113924050633,0.0,0.0
E00016162,92.33870967741936,4.838709677419355,0.0,0.0,0.4032258064516129,1.2096774193548387,1.2096774193548385,0.0,0.0,0.0,0.0,0.0,0.0
E00016198,77.09923664122137,8.396946564885496,2.2900763358778624,0.0,3.8167938931297707,1.9083969465648853,1.9083969465648856,0.0,0.0,0.0,4.580152671755726,0.0,0.0
E00016202,83.62369337979094,3.1358885017421603,1.7421602787456445,0.0,4.181184668989547,3.484320557491289,1.7421602787456447,0.0,0.0,0.0,2.0905923344947737,0.0,0.0
E00016205,93.25396825396825,5.555555555555555,0.0,0.0,0.3968253968253968,0.0,0.7936507936507936,0.0,0.0,0.0,0.0,0.0,0.0
E00016208,84.64419475655431,11.235955056179776,2.6217228464419478,0.0,0.0,0.0,1.1235955056179776,0.0,0.0,0.0,0.37453183520599254,0.0,0.0
E00016199,80.82191780821918,7.534246575342467,0.0,0.0,2.397260273972603,3.7671232876712333,2.3972602739726026,0.0,0.0,0.0,3.0821917808219177,0.0,0.0
E00016200,70.8994708994709,5.82010582010582,0.5291005291005291,0.0,1.0582010582010581,3.1746031746031744,7.407407407407407,0.0,0.0,0.0,11.11111111111111,0.0,0.0
E00016201,68.9873417721519,6.329113924050633,1.2658227848101267,0.0,6.962025316455697,6.329113924050633,2.5316455696202533,0.0,0.0,0.0,7.594936708860759,0.0,0.0
E00016203,83.8487972508591,3.7800687285223367,0.0,0.0,0.6872852233676976,2.0618556701030926,6.185567010309278,0.0,0.0,0.0,3.436426116838488,0.0,0.0
E00016207,86.96883852691218,3.39943342776204,1.4164305949008498,0.0,1.6997167138810199,2.26628895184136,1.9830028328611897,0.0,0.0,0.0,1.9830028328611897,0.28328611898017,0.0
E00016163,82.6086956521739,6.354515050167224,3.6789297658862874,0.0,0.33444816053511706,2.6755852842809364,3.0100334448160533,0.0,0.0,0.0,1.3377926421404682,0.0,0.0
E00016165,81.08108108108108,15.057915057915059,0.7722007722007722,0.0,1.1583011583011582,0.7722007722007722,1.1583011583011582,0.0,0.0,0.0,0.0,0.0,0.0
E00016168,91.2280701754386,8.187134502923975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847953216374269,0.0,0.0
E00016169,88.12949640287769,5.755395683453236,0.7194244604316546,0.0,1.7985611510791366,2.5179856115107913,0.7194244604316546,0.0,0.0,0.0,0.3597122302158273,0.0,0.0
E00016172,71.05263157894737,9.649122807017545,1.7543859649122806,0.0,2.1929824561403506,12.280701754385966,2.631578947368421,0.0,0.0,0.0,0.0,0.43859649122807015,0.0
E00016177,88.75,7.499999999999999,0.8333333333333334,0.0,0.0,1.6666666666666667,1.25,0.0,0.0,0.0,0.0,0.0,0.0
E00016219,88.84462151394422,7.968127490039841,0.0,0.0,1.195219123505976,0.398406374501992,0.796812749003984,0.0,0.0,0.0,0.796812749003984,0.0,0.0
