OA11CD,Total,English,Welsh/Cymraeg (in England only),Other UK language: Total,Other UK language: Gaelic (Irish),Other UK language: Gaelic (Scottish),Other UK language: Manx Gaelic,Other UK language: Gaelic (Not otherwise specified),Other UK language: Cornish,Other UK language: Scots,Other UK language: Gypsy/Traveller languages,French,Portuguese,Spanish,Other European Language (EU): Total,Other European Language (EU): Italian,Other European Language (EU): German,Other European Language (EU): Polish,Other European Language (EU): Slovak,Other European Language (EU): Czech,Other European Language (EU): Romanian,Other European Language (EU): Lithuanian,Other European Language (EU): Latvian,Other European Language (EU): Hungarian,Other European Language (EU): Bulgarian,Other European Language (EU): Greek,Other European Language (EU): Dutch,Other European Language (EU): Swedish,Other European Language (EU): Danish,Other European Language (EU): Finnish,Other European Language (EU): Estonian,Other European Language (EU): Slovenian,Other European Language (EU): Maltese,Other European Language (EU): Any other European Language (EU),Other European Language (non EU): Total,Other European Language (non EU): Albanian,Other European Language (non EU): Serbian/Croatian/Bosnian,Other European Language (non EU): Ukrainian,Other European Language (non EU): Any other Eastern European Language (non EU),Other European Language (non EU): Northern European Language (non EU),Other European Language (non-national): Total,Other European Language (non-national): Romani language (any),Other European Language (non-national): Yiddish,Russian,Turkish,Arabic,West/Central Asian Language: Total,West/Central Asian Language: Hebrew,West/Central Asian Language: Kurdish,West/Central Asian Language: Persian/Farsi,West/Central Asian Language: Pashto,West/Central Asian Language: West/Central Asian Language (all other),South Asian Language: Total,South Asian Language: Urdu,South Asian Language: Hindi,South Asian Language: Panjabi,South Asian Language: Pakistani Pahari (with Mirpuri and Potwari),South Asian Language: Bengali (with Sylheti and Chatgaya),South Asian Language: Gujarati,South Asian Language: Marathi,South Asian Language: Telugu,South Asian Language: Tamil,South Asian Language: Malayalam,South Asian Language: Sinhala,South Asian Language: Nepalese,South Asian Language: South Asian Language (all other),East Asian Language: Total,East Asian Language: Mandarin Chinese,East Asian Language: Cantonese Chinese,East Asian Language: All other Chinese,East Asian Language: Japanese,East Asian Language: Korean,East Asian Language: Vietnamese,East Asian Language: Thai,East Asian Language: Malay,East Asian Language: Tagalog/Filipino,East Asian Language: East Asian Language (all other),Oceanic/Australian language (any),North/South American language (any),Caribbean Creole: Total,Caribbean Creole: Caribbean Creole (English-based),Caribbean Creole: Caribbean Creole (all other),African Language: Total,African Language: Amharic,African Language: Tigrinya,African Language: Somali,African Language: Krio,African Language: Akan,African Language: Yoruba,African Language: Igbo,African Language: Swahili/Kiswahili,African Language: Luganda,African Language: Lingala,African Language: Shona,African Language: Afrikaans,African Language: Any other Nigerian language,African Language: West African language (all other),African Language: African language (all other),Other Languages: Total,Other Languages: All other languages,Sign Language: Total,Sign Language: British sign language,Sign Language: Sign Language (all other),Sign Language: Any Sign Communication System
E00016403,333,235,0,0,0,0,0,0,0,0,0,10,9,5,20,1,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,4,0,0,2,0,0,0,5,0,0,0,0,11,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,24,0,0,6,0,7,3,0,0,0,0,3,0,0,4,1,1,1,0,0,0,0
E00016437,507,393,0,0,0,0,0,0,0,0,0,13,0,9,11,1,0,2,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,1,7,0,0,0,38,0,2,17,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,1,0,3,0,4,0,0,2,1,0,0,0,3,0,0,0,0,0,0
E00016439,346,258,0,0,0,0,0,0,0,0,0,21,12,7,16,3,1,0,0,5,0,4,0,0,1,0,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,2,0,6,0,0,6,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,4,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
E00016442,326,256,0,0,0,0,0,0,0,0,0,12,5,6,12,4,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8,0,1,0,0,2,0,0,0,5,0,0,0,0,14,0,1,2,0,0,9,0,2,0,0,0,0,0,0,0,11,0,0,1,1,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E00016399,444,358,0,0,0,0,0,0,0,0,0,3,2,8,11,4,0,2,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,3,2,9,0,1,7,1,0,7,4,0,2,0,0,0,0,0,0,0,0,0,1,19,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,6,0,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
E00016401,316,224,0,0,0,0,0,0,0,0,0,15,0,7,17,9,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,3,1,6,0,6,0,0,0,5,1,0,0,0,0,0,0,0,3,0,0,0,1,23,4,1,13,2,0,3,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
E00016406,320,275,0,0,0,0,0,0,0,0,0,6,1,1,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,4,1,0,6,0,0,0,0,0,0,0,0,0,10,1,1,4,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016435,396,304,0,0,0,0,0,0,0,0,0,1,10,7,12,0,0,4,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,3,1,3,4,0,2,2,0,0,7,1,0,0,0,2,1,0,0,3,0,0,0,0,31,2,4,7,3,0,12,1,0,0,2,0,0,0,0,0,8,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0
E00016395,280,215,0,0,0,0,0,0,0,0,0,12,3,3,23,7,2,1,0,0,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,2,0,1,0,3,0,1,0,0,0,0,0,0,8,0,0,1,0,1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
E00016404,358,228,0,0,0,0,0,0,0,0,0,11,10,7,36,20,2,8,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,6,5,0,0,0,1,0,0,0,6,3,0,13,0,0,1,12,0,13,0,1,0,0,9,2,0,0,0,0,0,0,1,22,1,7,8,0,1,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016405,298,181,0,0,0,0,0,0,0,0,0,6,7,13,42,11,1,9,3,0,1,2,2,2,6,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,5,7,1,0,1,0,0,0,5,0,1,0,0,2,0,2,0,0,0,0,0,0,21,1,4,9,1,2,3,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0
E00016408,143,102,0,0,0,0,0,0,0,0,0,6,6,3,14,0,0,6,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
E00016410,322,229,0,0,0,0,0,0,0,0,0,6,11,4,33,11,2,6,2,0,3,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,1,6,0,0,0,0,3,3,0,0,0,0,0,0,0,19,0,3,4,0,7,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
E00016438,233,116,0,0,0,0,0,0,0,0,0,9,21,9,24,2,1,13,1,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,12,1,1,3,0,0,0,0,3,10,1,0,0,0,1,1,0,2,3,0,1,0,1,21,2,4,7,0,2,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
E00016398,249,210,0,0,0,0,0,0,0,0,0,3,1,2,6,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,2,0,3,5,0,1,0,0,0,0,0,0,0,9,0,0,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016431,233,188,0,0,0,0,0,0,0,0,0,6,4,10,9,1,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
E00016432,338,255,0,0,0,0,0,0,0,0,0,6,3,5,18,5,3,5,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,1,24,0,1,11,0,2,9,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
E00016434,392,291,0,0,0,0,0,0,0,0,0,8,6,7,11,2,0,2,0,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,1,0,0,0,6,0,0,0,1,0,0,0,0,29,0,7,11,0,0,7,0,0,4,0,0,0,0,0,0,22,0,3,6,0,6,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0
E00173943,324,259,0,0,0,0,0,0,0,0,0,3,0,7,17,1,2,3,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,6,1,0,7,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,3,2,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
E00173946,320,204,0,0,0,0,0,0,0,0,0,10,10,4,37,3,6,11,0,0,4,0,0,0,2,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,0,1,6,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,30,4,0,19,1,2,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
E00016397,465,313,0,0,0,0,0,0,0,0,0,9,9,10,40,2,10,15,0,0,4,1,0,0,1,3,0,0,0,0,4,0,0,0,3,2,0,0,0,1,0,0,0,4,0,2,2,1,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,36,3,7,16,2,4,3,0,1,0,0,0,0,0,0,0,31,0,0,13,0,2,3,0,1,0,0,1,6,5,0,0,3,3,0,0,0,0
E00016433,294,231,0,0,0,0,0,0,0,0,0,12,2,3,19,8,0,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,2,0,0,0,0,9,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
E00016436,193,144,0,0,0,0,0,0,0,0,0,13,1,9,11,1,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
E00016440,315,239,0,0,0,0,0,0,0,0,0,14,4,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,2,3,0,0,4,0,0,1,0,0,0,1,1,0,28,0,0,6,1,3,11,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0
E00016441,421,333,0,0,0,0,0,0,0,0,0,7,8,4,27,6,1,10,0,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,18,1,1,3,0,3,6,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0
E00016412,338,246,0,0,0,0,0,0,0,0,0,12,2,8,19,3,1,7,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,26,0,7,11,0,0,8,0,0,0,0,0,0,0,0,0,10,1,0,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
E00016414,328,246,0,0,0,0,0,0,0,0,0,5,7,1,11,0,1,5,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,9,1,8,0,1,0,7,0,9,3,0,0,0,0,0,0,0,0,0,6,0,0,14,0,2,10,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,2,0,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
E00016418,389,316,0,0,0,0,0,0,0,0,0,4,1,3,20,3,0,9,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,3,0,3,0,0,0,12,0,0,0,0,3,5,1,0,0,0,0,3,0,17,1,4,6,0,0,5,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,1,1,0,0
E00016422,333,261,0,0,0,0,0,0,0,0,0,7,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,1,5,0,8,0,3,0,5,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,25,0,6,13,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,3,0,5,0,0,0,0,1,0,0,1,1,0,0,0,0
E00016402,287,208,0,0,0,0,0,0,0,0,0,5,4,2,9,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,3,0,0,9,0,0,3,0,0,0,0,0,0,26,0,1,3,0,0,14,5,0,0,0,0,0,2,1,0,2,2,0,0,0,0
E00016407,245,168,0,0,0,0,0,0,0,0,0,4,7,5,30,1,2,22,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,3,0,2,5,0,0,0,0,2,0,0,0,3,0,0,0,0,7,0,1,2,0,0,1,1,0,2,0,0,0,0,0,0,8,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0
E00016409,359,259,0,0,0,0,0,0,0,0,0,5,5,2,19,2,0,10,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,3,0,2,8,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1,3,7,2,1,16,0,0,4,0,0,0,0,0,0,18,0,1,5,0,5,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
E00016411,352,256,1,0,0,0,0,0,0,0,0,9,4,1,21,5,2,3,3,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,2,0,4,3,0,0,2,0,1,16,0,4,0,0,2,4,0,0,4,0,2,0,0,18,3,0,9,2,3,0,0,0,1,0,0,0,0,0,0,11,0,0,3,0,0,1,0,0,0,0,0,6,1,0,0,1,1,1,1,0,0
E00016413,293,223,0,0,0,0,0,0,0,0,0,3,2,3,20,3,1,5,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,1,3,0,7,0,0,6,1,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,14,1,3,2,0,1,6,1,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
E00016415,327,255,0,0,0,0,0,0,0,0,0,4,2,3,15,4,1,2,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,3,4,3,5,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,3,0,0,6,0,0,0,0,0,0,0,0,0,19,0,0,8,1,3,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0
E00016416,248,185,0,0,0,0,0,0,0,0,0,8,7,3,6,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,5,3,1,0,5,0,0,0,5,0,0,0,0,0,11,0,0,1,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
E00016419,349,273,0,0,0,0,0,0,0,0,0,15,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,10,0,0,0,0,0,1,0,0,8,0,0,0,1,19,0,2,7,0,1,8,0,0,0,1,0,0,0,0,0,19,0,0,7,0,5,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0
E00016420,322,239,0,0,0,0,0,0,0,0,0,4,4,7,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,6,0,0,22,2,0,0,0,0,0,0,0,0,21,0,0,11,0,4,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
E00173947,296,216,0,0,0,0,0,0,0,0,0,9,4,8,12,0,0,7,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,3,2,0,6,0,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,1,4,5,0,0,8,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
E00173948,346,202,0,0,0,0,0,0,0,0,0,10,4,4,33,5,1,5,2,0,3,13,0,1,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,47,3,0,2,1,0,0,9,0,1,0,0,7,0,0,0,0,0,0,1,0,20,3,1,13,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
E00016417,339,261,0,0,0,0,0,0,0,0,0,4,9,2,7,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38,4,4,19,0,0,10,0,0,1,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016421,281,184,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,2,2,0,15,0,0,11,4,0,9,0,0,2,0,5,1,0,0,1,0,0,0,0,25,0,2,9,0,0,14,0,0,0,0,0,0,0,0,0,25,0,1,10,0,3,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
E00016423,341,241,0,0,0,0,0,0,0,0,0,9,1,4,8,2,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,2,0,0,0,1,0,0,0,9,0,0,0,0,35,0,11,13,0,0,11,0,0,0,0,0,0,0,0,0,23,0,0,6,0,5,4,4,0,1,0,0,0,0,3,0,4,4,0,0,0,0
E00016424,288,227,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,1,5,2,0,2,0,0,0,8,1,0,0,0,0,0,0,0,7,0,0,0,0,29,3,6,10,1,0,8,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
E00016427,222,164,0,0,0,0,0,0,0,0,0,6,2,4,8,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,1,0,6,0,0,2,1,0,0,0,0,0,12,1,0,3,0,0,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016396,256,217,0,0,0,0,0,0,0,0,0,2,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,13,4,1,7,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E00016426,296,210,0,0,0,0,0,0,0,0,0,11,2,5,12,2,2,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,6,0,4,1,0,0,2,1,12,0,0,0,0,0,0,0,0,10,0,1,1,0,10,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,17,2,0,4,4,0,4,0,1,0,0,0,0,2,0,0,0,0,3,3,0,0
E00016428,324,227,0,0,0,0,0,0,0,0,0,19,4,5,22,3,0,6,4,0,0,4,2,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,20,4,0,10,0,0,5,1,0,0,0,0,0,0,0,0,9,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
E00016429,248,223,0,0,0,0,0,0,0,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,2,0,0,0,0,10,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E00016430,256,197,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,6,1,0,0,0,0,0,0,0,1,0,0,4,0,24,2,1,12,0,0,9,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
E00016680,204,132,0,0,0,0,0,0,0,0,0,5,7,3,24,1,1,10,3,2,0,0,2,1,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,2,1,3,0,0,0,2,1,9,2,0,0,0,0,2,0,2,1,0,0,2,0,8,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0
E00016716,283,197,0,0,0,0,0,0,0,0,0,10,2,5,37,7,1,7,5,2,2,10,1,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,10,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
E00016717,170,106,0,0,0,0,0,0,0,0,0,4,6,7,24,4,0,6,0,0,1,4,0,4,1,0,0,3,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,2,0,2,1,0,0,1,0,0,5,0,2,0,0,1,0,0,0,2,0,0,0,0,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
E00016719,237,201,0,0,0,0,0,0,0,0,0,3,3,1,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,2,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0
E00016720,296,201,0,0,0,0,0,0,0,0,0,12,7,6,31,0,0,5,3,1,5,3,2,8,0,1,1,0,0,1,0,0,0,1,4,3,1,0,0,0,0,0,0,2,0,1,8,0,0,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,9,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0
E00016725,218,132,0,0,0,0,0,0,0,0,0,6,3,2,33,6,1,11,2,1,0,5,0,2,0,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,31,0,0,3,0,22,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
E00016706,231,165,0,0,0,0,0,0,0,0,0,5,2,5,8,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,38,0,0,29,1,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
E00016708,335,271,0,0,0,0,0,0,0,0,0,6,0,22,10,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,11,0,0,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0
E00016709,372,295,0,0,0,0,0,0,0,0,0,9,2,7,21,3,3,9,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,8,0,0,6,2,0,5,1,0,1,0,0,1,0,0,0,1,0,0,1,13,0,2,6,1,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
