OA11CD,United Kingdom,Europe,Africa,Middle East and Asia,The Americas and the Caribbean,Antarctica and Oceania,Other
E00016523,65.96638655462185,10.504201680672267,7.142857142857143,11.344537815126051,4.201680672268908,0.8403361344537815,1.4210854715202004e-14
E00016524,73.55623100303951,9.118541033434651,6.686930091185411,6.990881458966565,3.0395136778115504,0.60790273556231,-1.4210854715202004e-14
E00016525,75.0,11.507936507936508,4.365079365079365,5.9523809523809526,2.7777777777777777,0.3968253968253968,1.4210854715202004e-14
E00016497,62.77372262773723,15.328467153284672,13.138686131386862,2.18978102189781,5.839416058394161,0.7299270072992701,-1.4210854715202004e-14
E00016527,57.142857142857146,17.551020408163264,19.591836734693878,0.40816326530612246,4.8979591836734695,0.40816326530612246,0.0
E00016528,64.54545454545455,18.18181818181818,8.636363636363637,3.1818181818181817,5.0,0.45454545454545453,0.0
E00016531,72.07207207207207,10.51051051051051,10.21021021021021,1.8018018018018018,5.105105105105105,0.3003003003003003,-1.4210854715202004e-14
E00016532,61.111111111111114,10.185185185185185,14.814814814814815,5.555555555555555,7.87037037037037,0.46296296296296297,0.0
E00016535,66.66666666666667,10.2880658436214,9.053497942386832,9.465020576131687,4.11522633744856,0.411522633744856,0.0
E00016520,78.78787878787878,9.46969696969697,5.303030303030303,1.1363636363636365,3.409090909090909,1.893939393939394,1.4210854715202004e-14
E00016522,72.5,7.142857142857142,13.214285714285714,2.5,4.642857142857143,0.0,1.4210854715202004e-14
E00016526,64.38356164383562,5.136986301369863,18.835616438356166,7.876712328767123,3.767123287671233,0.0,-1.4210854715202004e-14
E00016529,71.48148148148148,8.148148148148149,10.74074074074074,2.5925925925925926,7.037037037037037,0.0,-1.4210854715202004e-14
E00016530,72.22222222222223,10.457516339869281,8.49673202614379,3.2679738562091503,4.901960784313726,0.0,0.6535947712418135
E00016533,70.89783281733746,6.191950464396285,13.312693498452012,5.882352941176471,3.4055727554179565,0.0,0.30959752321982137
E00016534,73.75415282392026,9.634551495016613,7.973421926910299,4.651162790697675,3.9867109634551494,0.0,0.0
E00016536,74.52229299363057,7.961783439490445,7.643312101910828,5.414012738853503,4.45859872611465,0.0,1.4210854715202004e-14
E00016537,79.38144329896907,7.903780068728523,6.185567010309279,1.3745704467353952,5.154639175257732,0.0,0.0
E00016538,81.76470588235294,6.470588235294118,4.705882352941177,3.5294117647058822,3.5294117647058822,0.0,0.0
E00016539,78.57142857142857,7.453416149068323,5.279503105590062,5.590062111801243,3.1055900621118013,0.0,0.0
