OA11CD,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016431,3.511705685618729,2.3411371237458196,1.0033444816053512,2.508361204013378,7.8595317725752505,14.882943143812708,18.729096989966557,14.214046822742475,11.538461538461538,4.682274247491639,5.351170568561873,4.013377926421405,3.177257525083612,2.508361204013378,2.842809364548495,0.5016722408026756,0.0,0.33444816053511706
E00016432,4.422604422604422,3.194103194103194,2.9484029484029484,3.43980343980344,7.125307125307125,15.47911547911548,16.953316953316953,11.056511056511056,9.090909090909092,6.6339066339066335,2.7027027027027026,8.108108108108109,3.194103194103194,1.2285012285012284,1.4742014742014742,0.7371007371007371,1.4742014742014742,0.7371007371007371
E00016434,4.12621359223301,6.796116504854369,6.796116504854369,9.466019417475728,10.194174757281553,9.951456310679612,7.524271844660194,6.310679611650485,6.310679611650485,8.737864077669903,7.766990291262136,6.796116504854369,2.4271844660194173,2.912621359223301,2.4271844660194173,1.2135922330097086,0.24271844660194175,0.0
E00173943,4.838709677419355,4.838709677419355,7.526881720430108,6.989247311827957,6.720430107526882,6.989247311827957,8.870967741935484,12.634408602150538,9.946236559139784,9.946236559139784,6.720430107526882,4.301075268817204,2.6881720430107525,1.6129032258064515,2.956989247311828,0.8064516129032258,0.5376344086021505,1.075268817204301
E00173946,0.0,3.8461538461538463,0.0,0.0,1.9230769230769231,11.538461538461538,15.384615384615385,21.153846153846153,9.615384615384615,9.615384615384615,7.6923076923076925,5.769230769230769,1.9230769230769231,0.0,1.9230769230769231,3.8461538461538463,1.9230769230769231,3.8461538461538463
E00016397,6.091370558375634,3.843364757070341,2.030456852791878,1.6678752719361856,9.644670050761421,18.85424220449601,22.84263959390863,15.08339376359681,9.354604786076868,3.2632342277012327,2.3930384336475705,2.102973168963017,0.8701957940536621,0.5076142131979695,0.9427121102248006,0.145032632342277,0.0725163161711385,0.290065264684554
E00016433,6.527590847913863,1.9515477792732168,2.489905787348587,1.8169582772543742,9.825033647375506,19.448183041722746,20.121130551816957,13.526244952893673,5.518169582772543,2.7590847913862717,4.037685060565276,3.028263795423957,2.489905787348587,1.9515477792732168,1.547779273216689,1.3458950201884252,0.8075370121130552,0.8075370121130552
E00016436,6.994818652849741,6.476683937823834,8.549222797927461,5.699481865284974,8.549222797927461,12.435233160621761,14.248704663212436,9.844559585492227,5.181347150259067,4.1450777202072535,5.181347150259067,4.922279792746114,2.33160621761658,1.8134715025906736,1.5544041450777202,0.5181347150259067,0.7772020725388601,0.7772020725388601
E00016440,3.713527851458886,7.6923076923076925,7.161803713527852,7.427055702917772,13.793103448275861,11.671087533156498,6.63129973474801,6.896551724137931,7.427055702917772,7.6923076923076925,7.161803713527852,7.6923076923076925,3.183023872679045,0.26525198938992045,0.26525198938992045,0.26525198938992045,0.7957559681697612,0.26525198938992045
E00016441,3.5353535353535355,4.797979797979798,5.555555555555555,5.05050505050505,10.858585858585858,10.353535353535353,9.090909090909092,9.090909090909092,7.575757575757576,7.575757575757576,4.797979797979798,7.070707070707071,4.292929292929293,4.797979797979798,2.7777777777777777,1.2626262626262625,0.7575757575757576,0.7575757575757576
E00016415,4.428904428904429,9.79020979020979,7.226107226107226,6.993006993006993,7.6923076923076925,13.286713286713287,12.121212121212121,7.6923076923076925,4.428904428904429,6.75990675990676,4.662004662004662,4.662004662004662,3.0303030303030303,2.797202797202797,2.331002331002331,0.6993006993006993,0.6993006993006993,0.6993006993006993
E00016416,6.8119891008174385,5.177111716621253,6.267029972752043,5.994550408719346,7.901907356948229,13.896457765667575,11.989100817438691,5.722070844686648,5.994550408719346,4.632152588555858,5.994550408719346,8.446866485013624,3.8147138964577656,1.9073569482288828,1.9073569482288828,1.9073569482288828,0.5449591280653951,1.0899182561307903
E00016419,4.988662131519274,8.616780045351474,8.843537414965986,9.523809523809524,6.575963718820861,14.512471655328799,8.843537414965986,6.575963718820861,5.442176870748299,5.215419501133787,4.988662131519274,5.442176870748299,4.081632653061225,1.5873015873015872,2.494331065759637,1.3605442176870748,0.45351473922902497,0.45351473922902497
E00016420,9.610983981693364,15.102974828375286,10.297482837528603,7.093821510297483,2.9748283752860414,10.297482837528603,8.924485125858123,8.237986270022883,5.491990846681922,4.805491990846682,3.6613272311212817,4.805491990846682,3.8901601830663615,0.9153318077803204,0.9153318077803204,0.2288329519450801,1.3729977116704806,1.3729977116704806
E00173947,7.331378299120234,6.158357771260997,7.038123167155425,5.865102639296188,5.571847507331379,13.489736070381232,11.436950146627566,4.105571847507331,6.158357771260997,7.038123167155425,8.211143695014663,6.744868035190616,6.158357771260997,1.7595307917888563,2.0527859237536656,0.8797653958944281,0.0,0.0
E00173948,4.30622009569378,5.741626794258373,3.827751196172249,5.2631578947368425,7.655502392344498,20.095693779904305,23.923444976076556,12.91866028708134,4.30622009569378,5.2631578947368425,1.9138755980861244,1.4354066985645932,1.9138755980861244,0.9569377990430622,0.4784688995215311,0.0,0.0,0.0
E00016417,3.3333333333333335,6.96969696969697,11.818181818181818,5.454545454545454,6.0606060606060606,7.2727272727272725,4.848484848484849,9.090909090909092,6.96969696969697,6.363636363636363,6.0606060606060606,7.575757575757576,6.96969696969697,2.727272727272727,3.0303030303030303,2.121212121212121,1.8181818181818181,1.5151515151515151
E00016421,9.090909090909092,7.070707070707071,9.764309764309765,4.377104377104377,3.7037037037037037,7.407407407407407,4.377104377104377,9.764309764309765,7.744107744107744,8.417508417508417,6.0606060606060606,10.1010101010101,4.713804713804714,2.356902356902357,1.0101010101010102,2.356902356902357,0.3367003367003367,1.3468013468013469
E00016423,6.129032258064516,8.064516129032258,12.903225806451612,7.741935483870968,5.806451612903226,7.741935483870968,7.741935483870968,6.129032258064516,8.387096774193548,4.838709677419355,9.67741935483871,6.451612903225806,2.903225806451613,2.2580645161290325,1.2903225806451613,0.6451612903225806,0.967741935483871,0.3225806451612903
E00016424,10.410094637223974,11.041009463722398,10.725552050473187,6.624605678233438,3.7854889589905363,5.678233438485805,8.832807570977918,6.94006309148265,7.886435331230284,5.993690851735016,6.94006309148265,6.94006309148265,3.7854889589905363,1.5772870662460567,0.9463722397476341,0.31545741324921134,0.31545741324921134,1.2618296529968454
E00016427,5.381165919282512,9.417040358744394,9.865470852017937,7.174887892376682,4.0358744394618835,3.587443946188341,6.278026905829597,8.52017937219731,6.726457399103139,7.174887892376682,10.762331838565023,7.623318385650224,5.829596412556054,2.690582959641256,1.345291479820628,1.345291479820628,1.345291479820628,0.8968609865470852
E00016396,5.217391304347826,4.782608695652174,3.0434782608695654,3.0434782608695654,6.956521739130435,12.173913043478262,17.82608695652174,8.26086956521739,4.3478260869565215,4.3478260869565215,3.4782608695652173,8.26086956521739,3.9130434782608696,7.826086956521739,2.1739130434782608,2.608695652173913,1.7391304347826086,0.0
E00016426,5.423728813559322,7.4576271186440675,8.813559322033898,3.389830508474576,6.101694915254237,5.423728813559322,9.830508474576272,9.152542372881356,8.474576271186441,10.169491525423728,7.796610169491525,4.745762711864407,2.3728813559322033,3.389830508474576,3.0508474576271185,1.0169491525423728,1.3559322033898304,2.0338983050847457
E00016428,4.516129032258065,4.946236559139785,4.086021505376344,2.150537634408602,8.387096774193548,12.903225806451612,15.053763440860216,11.182795698924732,8.387096774193548,6.881720430107527,7.741935483870968,6.021505376344086,1.5053763440860215,3.010752688172043,0.43010752688172044,0.6451612903225806,0.21505376344086022,1.935483870967742
E00016429,5.147058823529412,3.676470588235294,2.9411764705882355,0.36764705882352944,4.411764705882353,9.926470588235293,11.397058823529411,7.720588235294118,7.720588235294118,5.147058823529412,5.147058823529412,4.779411764705882,4.411764705882353,7.720588235294118,3.3088235294117645,6.985294117647059,3.676470588235294,5.514705882352941
E00016430,5.054151624548736,7.2202166064981945,7.9422382671480145,3.9711191335740073,7.581227436823105,5.776173285198556,9.025270758122744,7.9422382671480145,6.137184115523466,5.776173285198556,10.108303249097473,6.859205776173285,3.6101083032490973,5.776173285198556,1.444043321299639,0.36101083032490977,2.1660649819494586,3.2490974729241877
E00016445,7.2727272727272725,7.2727272727272725,4.242424242424242,3.9393939393939394,3.6363636363636362,8.181818181818182,10.0,12.424242424242424,9.090909090909092,9.696969696969697,6.0606060606060606,5.151515151515151,3.0303030303030303,3.3333333333333335,3.0303030303030303,2.121212121212121,0.6060606060606061,0.9090909090909091
E00016448,6.199460916442049,11.05121293800539,6.199460916442049,1.6172506738544474,3.7735849056603774,5.929919137466308,7.277628032345014,8.086253369272237,8.625336927223719,7.547169811320755,4.8517520215633425,5.121293800539084,7.008086253369272,5.660377358490566,5.390835579514825,4.3126684636118595,1.0781671159029649,0.2695417789757412
E00016452,3.8338658146964857,10.223642172523961,6.0702875399361025,3.5143769968051117,3.5143769968051117,4.472843450479234,6.0702875399361025,5.7507987220447285,8.626198083067093,7.348242811501597,6.389776357827476,7.667731629392971,5.7507987220447285,5.111821086261981,6.7092651757188495,7.0287539936102235,0.3194888178913738,1.597444089456869
E00016454,9.652509652509652,4.633204633204633,7.722007722007722,3.861003861003861,0.7722007722007722,6.177606177606178,5.7915057915057915,13.8996138996139,8.88030888030888,8.88030888030888,8.108108108108109,7.722007722007722,2.3166023166023164,5.7915057915057915,1.9305019305019304,1.9305019305019304,1.1583011583011582,0.7722007722007722
E00016455,8.627450980392156,8.235294117647058,5.490196078431373,4.705882352941177,1.5686274509803921,5.882352941176471,10.980392156862745,12.549019607843137,8.235294117647058,8.235294117647058,6.666666666666667,4.705882352941177,3.5294117647058822,3.1372549019607843,2.3529411764705883,3.5294117647058822,0.7843137254901961,0.7843137254901961
E00016446,5.121951219512195,4.390243902439025,2.926829268292683,3.4146341463414633,4.146341463414634,11.21951219512195,14.878048780487806,10.24390243902439,9.512195121951219,7.560975609756097,9.268292682926829,5.365853658536586,3.1707317073170733,4.146341463414634,2.1951219512195124,1.7073170731707317,0.0,0.7317073170731707
E00016453,2.4154589371980677,4.830917874396135,5.314009661835748,3.3816425120772946,3.3816425120772946,10.628019323671497,13.043478260869565,7.246376811594203,8.21256038647343,8.21256038647343,6.763285024154589,4.830917874396135,7.246376811594203,5.797101449275362,4.830917874396135,1.4492753623188406,1.4492753623188406,0.966183574879227
E00016456,6.862745098039215,6.209150326797386,4.57516339869281,5.882352941176471,3.2679738562091503,6.5359477124183005,10.130718954248366,16.013071895424837,8.169934640522875,7.516339869281046,7.8431372549019605,5.555555555555555,4.57516339869281,2.9411764705882355,1.9607843137254901,0.9803921568627451,0.6535947712418301,0.32679738562091504
E00016457,4.444444444444445,5.396825396825397,3.8095238095238093,2.857142857142857,2.5396825396825395,18.095238095238095,20.952380952380953,11.746031746031745,8.253968253968255,6.984126984126984,5.714285714285714,2.2222222222222223,4.444444444444445,1.5873015873015872,0.31746031746031744,0.31746031746031744,0.0,0.31746031746031744
E00016462,6.340057636887608,4.899135446685879,5.475504322766571,2.881844380403458,1.440922190201729,9.221902017291066,10.086455331412104,19.30835734870317,8.645533141210375,8.645533141210375,7.204610951008646,3.7463976945244957,4.899135446685879,2.0172910662824206,2.3054755043227666,0.5763688760806917,1.440922190201729,0.8645533141210374
E00173944,4.126984126984127,4.444444444444445,2.857142857142857,3.8095238095238093,2.857142857142857,13.65079365079365,23.49206349206349,13.333333333333334,9.206349206349206,5.396825396825397,6.349206349206349,3.8095238095238093,1.2698412698412698,2.857142857142857,0.9523809523809523,0.0,0.0,1.5873015873015872
E00173945,5.423728813559322,2.3728813559322033,2.711864406779661,4.067796610169491,3.389830508474576,16.271186440677965,24.06779661016949,13.220338983050848,7.11864406779661,6.779661016949152,4.745762711864407,3.7288135593220337,2.0338983050847457,1.3559322033898304,1.694915254237288,0.6779661016949152,0.0,0.3389830508474576
E00016460,9.879518072289157,8.674698795180722,6.265060240963855,3.1325301204819276,5.0602409638554215,6.9879518072289155,10.120481927710843,11.325301204819278,9.879518072289157,6.9879518072289155,7.469879518072289,3.3734939759036147,3.855421686746988,2.6506024096385543,1.6867469879518073,0.7228915662650602,0.4819277108433735,1.4457831325301205
E00016463,5.709624796084829,5.709624796084829,7.993474714518761,3.7520391517128875,6.362153344208809,12.724306688417618,13.376835236541599,12.561174551386623,9.298531810766722,5.709624796084829,5.709624796084829,4.078303425774878,3.2626427406199023,1.9575856443719413,0.8156606851549756,0.0,0.6525285481239804,0.3262642740619902
E00016467,4.733727810650888,4.437869822485207,6.21301775147929,4.733727810650888,2.366863905325444,12.1301775147929,4.733727810650888,10.355029585798816,6.804733727810651,7.6923076923076925,7.100591715976331,4.1420118343195265,5.9171597633136095,7.396449704142012,6.804733727810651,2.0710059171597632,0.0,2.366863905325444
E00016469,6.483790523690773,6.733167082294265,5.985037406483791,2.2443890274314215,6.982543640897756,9.975062344139651,14.463840399002494,7.73067331670823,13.216957605985037,6.733167082294265,4.239401496259352,3.2418952618453867,5.236907730673317,1.9950124688279303,1.9950124688279303,1.2468827930174564,0.7481296758104738,0.7481296758104738
