OA11CD,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016428,465,21,23,19,10,39,60,70,52,39,32,36,28,7,14,2,3,1,9
E00016429,272,14,10,8,1,12,27,31,21,21,14,14,13,12,21,9,19,10,15
E00016430,277,14,20,22,11,21,16,25,22,17,16,28,19,10,16,4,1,6,9
E00016445,330,24,24,14,13,12,27,33,41,30,32,20,17,10,11,10,7,2,3
E00016448,371,23,41,23,6,14,22,27,30,32,28,18,19,26,21,20,16,4,1
E00016452,313,12,32,19,11,11,14,19,18,27,23,20,24,18,16,21,22,1,5
E00016454,259,25,12,20,10,2,16,15,36,23,23,21,20,6,15,5,5,3,2
E00016455,255,22,21,14,12,4,15,28,32,21,21,17,12,9,8,6,9,2,2
E00016446,410,21,18,12,14,17,46,61,42,39,31,38,22,13,17,9,7,0,3
E00016453,207,5,10,11,7,7,22,27,15,17,17,14,10,15,12,10,3,3,2
E00016456,306,21,19,14,18,10,20,31,49,25,23,24,17,14,9,6,3,2,1
E00016457,315,14,17,12,9,8,57,66,37,26,22,18,7,14,5,1,1,0,1
E00016462,347,22,17,19,10,5,32,35,67,30,30,25,13,17,7,8,2,5,3
E00173944,315,13,14,9,12,9,43,74,42,29,17,20,12,4,9,3,0,0,5
E00173945,295,16,7,8,12,10,48,71,39,21,20,14,11,6,4,5,2,0,1
E00016460,415,41,36,26,13,21,29,42,47,41,29,31,14,16,11,7,3,2,6
E00016463,613,35,35,49,23,39,78,82,77,57,35,35,25,20,12,5,0,4,2
E00016467,338,16,15,21,16,8,41,16,35,23,26,24,14,20,25,23,7,0,8
E00016469,401,26,27,24,9,28,40,58,31,53,27,17,13,21,8,8,5,3,3
E00016471,376,46,48,28,16,21,36,40,35,29,19,17,13,10,4,10,1,1,2
E00016472,390,16,13,12,10,28,44,51,30,28,31,16,19,28,25,10,11,12,6
E00016447,297,21,17,11,17,7,22,46,36,26,22,20,13,14,6,6,4,2,7
E00016458,306,19,27,22,7,13,22,42,25,18,31,27,21,8,10,5,2,6,1
E00016459,273,10,21,37,15,5,11,14,15,23,34,17,17,7,13,14,10,7,3
E00016464,303,16,22,22,19,16,32,35,25,20,15,28,20,12,8,5,4,3,1
E00016465,211,19,19,14,4,7,13,10,13,13,8,10,16,6,7,9,13,4,26
E00016466,301,19,19,25,13,7,13,23,20,29,26,14,21,12,24,16,8,4,8
E00016475,205,18,18,20,16,16,10,19,10,4,25,14,13,12,4,0,1,2,3
E00016476,322,20,19,22,42,20,29,28,23,22,31,15,20,13,6,5,3,4,0
E00016478,199,13,16,7,6,11,18,17,27,22,21,7,11,6,3,4,1,3,6
E00016479,232,19,22,23,12,14,24,15,16,18,21,17,7,10,3,4,4,3,0
E00016480,257,13,22,23,20,31,17,25,23,10,15,16,19,13,2,6,0,2,0
E00016482,278,25,26,23,22,23,19,23,19,14,28,16,16,13,5,3,2,1,0
E00016468,251,21,18,15,6,6,12,16,22,25,23,17,19,17,6,11,5,8,4
E00016470,264,23,16,17,11,9,15,21,22,31,28,24,15,12,7,5,5,1,2
E00016473,377,38,25,33,18,17,25,37,31,37,23,20,28,15,10,9,5,3,3
E00016474,266,23,15,15,8,7,21,26,35,32,20,11,22,8,2,11,2,7,1
E00016477,270,13,12,15,4,6,12,32,35,36,19,18,29,12,9,8,4,4,2
E00016481,423,33,22,33,14,18,54,56,53,41,22,30,26,9,6,2,3,1,0
E00016444,390,25,28,33,17,13,35,47,25,29,30,25,27,18,16,3,5,12,2
E00016484,428,49,54,32,14,5,26,44,40,34,24,13,27,16,15,12,11,3,9
E00016485,356,49,40,24,4,14,28,37,32,26,14,31,11,14,6,3,3,15,5
E00016488,406,29,47,49,23,10,12,19,17,31,35,32,31,11,9,19,10,12,10
E00016489,400,49,51,41,8,11,15,41,32,26,31,24,21,9,12,12,9,5,3
E00016443,334,26,28,31,11,10,17,20,23,29,29,20,21,15,18,10,10,11,5
E00016483,243,21,12,8,15,7,20,21,24,24,24,19,11,10,12,6,3,2,4
E00016486,434,37,27,26,24,19,32,39,46,47,30,22,27,16,14,9,4,7,8
E00016487,267,16,33,22,8,10,15,12,21,27,18,21,15,11,10,15,6,3,4
E00016491,220,16,10,13,11,5,20,24,25,9,18,16,18,7,11,9,5,1,2
E00016449,298,24,31,20,11,9,20,37,32,36,20,12,14,9,9,7,3,2,2
E00016450,243,13,24,8,5,9,24,44,32,20,14,18,7,11,4,2,6,1,1
E00016451,319,28,31,24,10,15,13,34,37,27,28,16,17,20,6,5,3,4,1
E00016490,386,37,41,23,10,15,28,54,45,27,31,27,12,15,8,7,5,0,1
E00016492,299,23,22,23,10,23,23,33,26,27,21,17,16,11,7,6,2,3,6
E00016513,339,27,32,25,16,16,25,22,28,18,38,29,21,19,7,5,6,5,0
E00016514,230,19,19,15,6,9,9,11,27,21,16,11,16,14,11,10,6,5,5
E00016515,359,27,22,28,18,12,10,21,35,24,37,24,20,16,15,10,8,13,19
E00016516,329,33,24,26,26,21,22,23,28,26,28,22,13,16,7,2,5,6,1
E00016519,264,20,10,14,11,8,16,18,41,20,19,24,18,23,6,8,7,1,0
E00016521,274,25,19,18,11,14,20,20,33,20,14,21,15,17,2,6,8,5,6
E00016496,261,32,18,13,10,8,17,24,32,27,19,13,14,10,6,4,5,6,3
E00016517,207,18,19,3,14,10,18,19,17,10,5,17,24,13,6,4,6,0,4
E00016518,292,27,24,13,4,9,25,26,38,22,12,20,15,12,13,7,9,5,11
E00016523,242,17,15,12,9,7,17,18,17,27,19,17,17,14,10,11,5,7,3
E00016524,337,24,30,13,14,17,24,34,37,29,15,23,22,16,9,10,7,7,6
E00016525,213,7,8,0,9,4,22,16,17,10,10,15,11,18,8,6,15,10,27
E00016497,272,32,26,17,17,9,26,24,22,27,14,16,12,15,5,3,2,3,2
E00016527,235,30,24,14,8,8,28,23,32,22,10,11,9,2,6,4,3,1,0
E00016528,223,29,20,9,7,10,27,33,25,15,14,10,10,8,2,2,0,1,1
E00016531,382,27,29,27,27,25,28,22,27,32,18,30,24,29,10,9,6,10,2
E00016532,234,20,10,10,11,20,18,28,19,20,17,18,12,15,4,2,3,4,3
E00016535,267,20,21,20,15,17,17,33,17,26,16,20,20,7,5,7,2,1,3
E00016520,317,18,21,28,20,20,12,16,23,25,19,24,19,26,14,10,6,12,4
E00016522,298,22,23,21,12,13,15,24,26,28,17,20,20,13,12,13,7,6,6
E00016526,279,17,21,14,16,20,12,19,13,27,14,18,21,15,15,15,7,8,7
E00016529,241,18,13,16,11,18,16,16,15,28,8,18,13,15,16,8,7,1,4
E00016530,318,21,32,27,24,12,14,21,28,29,19,21,12,21,9,9,5,8,6
E00016533,333,19,18,24,15,15,12,21,30,36,18,22,28,26,18,19,8,4,0
E00016534,267,9,20,16,15,16,16,21,12,16,28,22,10,23,10,12,9,6,6
E00016536,308,23,13,18,24,18,15,14,25,22,25,27,16,25,10,6,19,5,3
E00016537,294,15,19,28,33,10,11,28,14,22,27,26,19,18,7,7,6,2,2
E00016538,321,23,21,14,22,17,25,17,26,26,29,18,25,27,9,10,7,4,1
E00016539,344,26,30,31,19,11,14,28,22,36,21,15,20,21,10,5,11,12,12
E00016493,355,26,25,30,28,19,32,24,37,22,19,23,21,15,15,6,2,6,5
E00016499,487,29,43,35,41,23,31,43,57,38,34,20,26,18,17,13,11,4,4
E00016502,276,20,10,9,19,12,18,43,23,29,19,22,20,8,3,11,3,2,5
E00016503,221,8,15,8,6,9,22,34,23,19,17,16,15,11,8,7,1,2,0
E00016507,261,22,11,12,23,13,12,22,35,33,26,14,12,5,8,6,3,2,2
E00016540,328,18,24,23,26,10,28,18,27,25,30,19,19,20,12,7,7,5,10
E00016498,615,50,26,29,26,27,37,45,52,57,65,34,39,47,31,26,11,8,5
E00016500,327,30,31,21,20,17,20,23,34,24,22,22,13,12,12,14,8,1,3
E00016505,364,38,28,26,8,12,24,28,48,26,34,16,23,16,9,8,5,4,11
E00016541,354,22,9,17,14,16,31,19,30,23,30,30,21,24,22,15,8,14,9
E00016494,338,20,28,15,15,14,32,30,36,29,23,24,20,15,11,11,4,1,10
E00016495,201,11,11,9,5,9,19,29,24,24,17,8,12,9,8,5,1,0,0
E00016501,481,20,27,24,22,29,32,42,40,37,26,31,44,21,31,25,9,10,11
E00016508,360,22,22,17,16,16,18,23,44,25,19,19,36,19,19,20,10,7,8
E00016511,390,17,29,17,20,16,31,30,44,31,31,25,33,27,12,14,6,3,4
E00016504,302,5,16,19,21,17,15,17,12,13,13,34,32,18,13,20,12,12,13
E00016506,360,17,34,24,10,13,14,16,38,38,32,30,22,13,23,16,10,5,5
E00016509,444,22,27,25,17,20,16,29,37,42,24,23,33,37,28,24,17,11,12
E00016510,264,27,17,12,9,4,7,28,31,20,18,17,16,16,5,17,10,5,5
E00016512,318,22,7,19,14,10,23,28,28,30,21,19,25,17,17,15,9,7,7
E00016573,344,24,16,15,17,31,36,33,34,28,30,20,18,5,17,6,4,3,7
E00016579,276,12,7,10,13,25,32,47,34,22,20,14,7,11,8,8,2,2,2
E00016580,416,34,18,10,7,52,45,41,45,31,35,17,16,14,12,12,7,7,13
E00016581,523,33,28,28,23,64,55,65,46,42,37,31,29,13,12,8,4,3,2
E00016582,507,41,19,8,9,74,71,55,41,36,32,27,19,24,13,12,4,6,16
E00016564,465,21,14,20,30,65,66,33,32,24,29,33,24,24,19,7,12,4,8
E00016567,271,12,23,17,18,18,44,28,17,33,10,16,17,8,3,2,2,0,3
E00016569,421,17,24,20,22,26,62,42,32,52,21,32,19,16,14,4,6,11,1
E00016571,387,16,20,13,11,44,65,33,10,34,11,17,25,30,31,10,8,5,4
E00173700,233,15,10,6,5,29,37,23,18,29,13,12,6,9,9,4,3,1,4
E00173702,210,11,3,10,12,22,17,23,15,25,9,11,17,15,11,3,3,1,2
E00016546,363,27,21,19,12,23,49,27,59,38,26,18,12,7,4,4,9,4,4
E00016547,364,19,21,17,8,25,37,38,39,33,21,27,28,14,12,5,8,1,11
E00016548,360,15,20,17,19,20,40,31,32,28,22,30,26,16,18,9,9,4,4
E00016550,375,38,19,14,15,23,50,37,40,35,23,19,22,10,15,2,9,3,1
E00016583,269,11,12,15,12,21,27,22,17,23,19,22,15,13,19,4,9,3,5
E00016542,353,21,27,20,20,27,22,25,32,25,25,31,24,16,7,11,11,5,4
E00016552,332,13,21,23,16,27,18,21,31,22,17,25,33,20,11,12,8,7,7
E00016554,277,22,22,20,8,11,12,17,39,23,24,12,22,18,8,8,3,5,3
E00016555,340,22,25,14,18,21,17,16,23,22,23,19,26,8,15,5,16,19,31
E00016556,357,21,20,17,25,30,23,18,32,31,30,25,25,16,16,4,4,11,9
E00016543,337,22,15,19,8,9,35,56,29,27,32,22,23,13,11,8,2,3,3
E00016545,375,48,27,27,17,29,23,31,29,25,34,25,27,7,7,6,7,4,2
E00016549,369,42,31,18,16,19,18,9,25,30,31,41,23,25,7,14,13,5,2
E00016551,450,41,35,30,22,13,35,25,23,41,41,38,30,17,15,12,18,13,1
E00016553,370,41,28,24,14,17,23,27,34,39,36,31,25,4,9,6,2,7,3
E00016558,246,16,12,7,10,13,20,36,35,26,16,22,14,6,5,3,3,2,0
E00016561,295,12,9,11,13,24,37,43,31,30,22,17,13,7,7,9,6,2,2
E00016566,333,18,14,16,8,22,34,39,32,33,32,19,19,8,8,9,11,3,8
E00016568,355,21,25,16,16,16,32,42,38,39,25,26,14,12,14,9,7,1,2
E00016572,295,13,20,7,12,24,21,34,27,38,26,17,24,9,6,9,4,3,1
E00016575,238,13,7,7,13,9,14,37,25,26,24,25,19,6,9,2,1,1,0
E00016557,215,13,20,13,11,12,26,20,26,17,13,8,11,7,6,11,0,1,0
E00016559,384,24,17,12,10,30,57,54,40,36,20,22,24,12,3,13,4,4,2
E00016560,315,13,21,8,9,18,48,37,37,29,25,19,16,10,10,6,6,2,1
E00016562,313,17,18,15,14,26,34,25,20,30,21,29,12,14,7,12,3,7,9
E00016563,439,32,31,27,20,31,52,52,38,31,22,34,22,9,3,17,9,7,2
E00016565,297,14,9,14,11,23,36,37,36,16,18,22,17,16,10,6,6,4,2
E00016544,380,15,18,24,15,52,20,26,39,21,24,24,22,15,17,17,16,10,5
E00016574,296,25,10,15,6,25,18,23,33,26,21,21,18,15,19,8,8,4,1
E00016576,332,19,18,19,9,24,30,24,35,25,30,20,19,27,10,16,2,3,2
E00016577,387,24,31,21,18,31,17,28,34,37,28,20,33,23,15,17,2,7,1
E00016578,271,19,13,15,8,21,16,29,23,17,25,12,25,11,14,9,8,2,4
E00016613,422,29,40,20,20,13,18,35,43,43,20,22,30,31,13,20,13,5,7
E00016614,433,29,39,34,27,26,25,40,33,34,28,28,27,21,10,10,10,3,9
E00016615,349,30,32,22,8,10,16,41,39,41,15,18,20,12,12,14,6,3,10
E00016618,300,20,27,32,11,20,17,32,18,19,18,20,19,14,11,6,6,5,5
E00016621,272,24,26,25,13,9,12,23,25,32,11,20,19,13,5,4,2,2,7
E00016609,274,16,18,19,9,5,15,16,28,28,26,18,15,15,13,10,9,7,7
E00016617,381,34,22,26,19,13,16,17,44,40,37,25,21,15,15,8,8,7,14
E00016619,310,13,17,26,16,5,8,12,14,23,39,25,23,22,29,23,4,9,2
E00016620,326,15,17,22,32,16,11,17,25,34,29,18,24,14,17,8,9,12,6
E00016622,275,21,23,11,12,10,23,31,27,20,17,12,22,20,15,3,1,0,7
E00016584,691,51,27,27,46,63,98,77,78,47,32,47,32,24,10,9,7,13,3
E00016596,386,29,35,22,20,25,40,36,38,48,19,23,18,14,4,3,7,3,2
E00016598,556,31,27,23,13,42,84,52,50,57,32,32,27,20,20,23,11,6,6
E00016623,412,32,11,11,5,29,70,59,51,47,27,22,21,15,3,6,2,1,0
E00174036,238,10,2,6,14,18,33,37,18,27,16,11,12,10,8,9,2,5,0
E00174038,391,12,23,18,13,25,68,37,39,41,29,17,20,14,11,8,8,8,0
E00016585,378,27,17,19,7,18,28,49,54,36,25,22,20,16,12,6,8,10,4
E00016593,472,41,45,33,14,17,17,20,58,52,45,17,36,23,17,11,9,10,7
E00016600,402,25,37,35,19,10,14,13,40,33,37,34,28,21,25,13,7,6,5
E00016602,322,26,29,29,13,4,10,16,20,33,32,16,33,20,13,9,4,7,8
E00016624,283,14,9,13,10,20,19,37,38,36,22,17,13,12,11,7,3,1,1
E00016625,366,30,17,8,12,18,22,28,46,39,28,24,23,17,9,12,8,10,15
E00016587,464,22,32,22,26,18,34,47,55,29,38,35,30,17,22,15,13,4,5
E00016594,343,19,26,13,16,13,34,30,32,41,38,20,22,9,8,7,7,5,3
E00016605,547,48,34,23,16,23,45,52,74,72,34,37,25,23,16,11,6,2,6
E00016608,208,16,26,5,6,3,10,14,36,23,21,8,13,7,4,8,3,1,4
E00016626,373,19,26,28,20,14,31,13,30,44,24,27,27,15,15,17,9,9,5
E00016588,421,24,23,24,29,18,34,38,46,37,30,29,20,16,17,12,7,10,7
E00016592,531,33,42,41,22,11,22,48,51,50,52,29,30,25,22,19,12,14,8
E00016604,308,12,19,23,20,8,12,22,28,25,29,24,24,13,14,10,9,8,8
E00016611,244,17,14,6,8,10,26,32,38,14,11,27,16,8,1,6,6,2,2
E00016612,181,9,13,18,10,8,4,10,12,16,12,18,11,7,10,9,6,5,3
E00016616,354,27,19,17,12,20,28,62,50,38,26,23,9,7,3,4,4,3,2
E00016589,326,14,27,18,13,16,15,21,21,30,24,33,22,14,5,25,9,3,16
E00016595,370,19,38,42,34,16,19,33,27,29,21,33,20,16,10,6,2,4,1
E00016597,168,14,17,7,4,5,9,16,10,9,7,5,15,13,6,6,8,12,5
E00016599,355,34,32,19,13,14,24,43,33,35,25,31,18,10,4,5,6,2,7
E00016601,361,21,43,37,15,20,23,25,27,32,26,25,23,12,5,9,6,8,4
E00016607,196,7,6,16,6,8,6,16,17,14,25,9,14,9,7,13,9,7,7
E00016590,406,33,31,16,8,11,33,43,55,40,25,26,19,16,8,12,14,11,5
E00016591,349,23,22,23,20,9,28,31,23,29,31,21,26,18,15,9,12,7,2
E00016603,512,34,30,36,27,18,28,40,34,42,49,40,36,28,31,17,17,3,2
E00016606,466,45,49,29,15,8,24,27,60,39,46,21,28,23,22,12,9,5,4
E00016610,358,45,23,26,15,6,16,35,48,29,37,21,17,12,10,3,7,5,3
E00016635,564,40,23,11,11,35,91,71,57,67,56,29,19,17,12,6,12,4,3
E00016640,342,21,22,18,7,13,23,24,22,20,18,15,16,29,14,16,19,14,31
E00016641,461,27,34,37,30,37,49,37,28,40,40,27,13,29,10,8,4,5,6
E00016642,475,32,29,27,19,23,54,42,42,31,36,27,20,32,18,14,13,9,7
E00016643,338,11,8,16,14,15,21,29,21,17,17,19,12,36,42,23,14,11,12
E00016630,388,22,16,13,4,22,59,41,35,43,34,26,21,16,11,11,7,4,3
E00016647,337,17,26,23,23,28,46,25,19,39,30,14,15,14,6,4,5,1,2
E00016648,294,30,10,9,6,16,49,40,25,30,17,8,15,17,7,7,3,1,4
E00016649,256,12,15,14,5,25,30,23,18,21,10,7,15,24,7,10,3,10,7
E00016651,432,38,27,27,15,28,43,55,47,52,34,13,9,19,9,7,7,0,2
E00016629,377,20,35,17,20,12,33,35,32,35,21,27,24,20,16,10,8,6,6
E00016650,245,18,10,13,10,10,19,21,30,23,15,30,16,12,7,1,6,3,1
E00016652,262,20,20,18,22,13,16,15,20,15,10,23,13,13,8,7,6,7,16
E00016654,240,24,20,17,16,9,19,16,20,18,22,24,11,9,6,2,2,4,1
E00016657,259,17,22,15,13,12,19,24,31,18,17,25,10,17,3,6,3,6,1
E00016653,313,21,18,18,20,8,16,35,28,25,27,29,20,17,7,11,3,5,5
E00016655,367,26,21,18,21,20,32,40,41,41,29,21,31,13,8,1,3,0,1
E00016656,326,26,22,9,22,16,25,37,38,28,15,13,32,9,6,14,5,6,3
E00016662,247,24,11,9,12,9,20,17,28,29,15,20,17,16,2,5,4,8,1
E00016664,347,32,15,14,14,18,23,39,40,30,31,24,21,15,5,16,7,2,1
E00016631,326,33,11,14,12,16,21,46,39,32,23,18,15,22,0,5,2,8,9
E00016658,294,28,11,7,18,15,17,37,24,30,22,26,25,14,7,2,2,3,6
E00016659,276,24,19,8,22,11,25,31,25,26,20,15,18,10,5,6,2,7,2
E00016660,350,36,13,22,11,15,22,45,32,40,20,30,17,5,3,10,8,5,16
E00016663,347,26,15,11,11,13,36,37,32,42,12,33,25,30,9,4,3,3,5
E00016632,579,49,73,36,50,25,32,55,64,45,44,28,36,15,8,9,4,4,2
E00016666,327,19,24,11,17,16,23,29,27,34,26,17,31,19,10,13,4,4,3
E00016667,418,28,36,26,38,20,23,26,38,34,34,21,40,14,13,7,10,6,4
E00016669,280,18,18,15,44,9,11,21,29,20,20,21,21,10,4,10,3,1,5
E00016673,341,20,19,20,26,8,18,29,28,19,17,19,42,23,13,17,9,5,9
E00016633,382,14,20,16,21,30,54,43,46,28,21,24,26,11,5,8,9,3,3
E00016636,699,18,14,10,33,265,151,79,43,27,15,13,13,9,4,4,1,0,0
E00016638,2531,223,108,50,38,170,553,579,378,177,91,63,40,28,10,10,8,4,1
E00016639,1067,68,77,94,78,93,124,84,76,83,74,77,57,39,18,7,9,4,5
E00016674,441,51,19,23,15,24,53,46,38,37,38,38,15,11,11,9,5,5,3
E00174018,632,28,15,4,2,24,154,168,119,53,26,16,10,9,3,0,1,0,0
E00174019,202,14,8,5,6,3,16,27,28,30,19,11,7,4,8,8,3,3,2
E00174021,114,6,6,4,3,9,16,19,15,9,8,14,1,1,2,0,1,0,0
E00016680,247,16,5,9,10,14,44,37,29,15,22,9,12,3,2,0,4,7,9
E00016716,330,21,17,28,8,27,60,51,44,28,18,18,4,3,3,0,0,0,0
E00016717,204,18,12,14,2,15,31,38,29,10,21,9,3,2,0,0,0,0,0
E00016719,356,33,18,32,27,31,40,40,27,22,38,13,17,7,5,3,0,1,2
E00016720,300,25,16,18,13,25,51,39,36,27,18,17,8,4,2,0,0,1,0
E00016725,212,11,9,20,9,15,26,26,31,25,16,8,9,3,1,2,1,0,0
E00016678,291,18,15,17,23,26,30,17,16,17,25,22,23,13,7,12,7,0,3
E00016722,354,23,33,37,35,21,19,23,16,24,24,22,36,14,11,7,6,1,2
E00016724,296,14,14,9,7,27,29,47,38,33,21,22,18,6,5,6,0,0,0
E00016727,325,18,18,16,15,28,32,35,20,20,14,17,32,21,16,17,3,0,3
E00016706,348,14,26,8,17,28,46,30,36,32,16,29,21,18,10,5,10,2,0
E00016708,288,23,6,15,23,26,32,14,29,29,21,24,17,13,4,4,3,3,2
E00016709,378,29,22,16,22,34,58,38,27,30,19,23,18,14,6,9,7,4,2
E00016714,335,23,19,12,24,33,45,39,38,22,12,21,16,8,4,3,9,6,1
E00016715,349,19,24,14,15,34,51,37,40,30,22,14,17,12,6,6,6,2,0
E00016676,295,17,22,24,17,16,20,22,22,18,22,15,21,24,16,6,7,4,2
E00016685,308,20,23,22,14,30,23,25,17,21,20,17,25,17,9,10,8,5,2
E00016690,270,8,7,20,10,18,22,29,13,24,19,25,21,20,9,8,6,8,3
E00016691,261,14,16,13,10,19,29,30,22,19,13,20,15,24,7,3,4,3,0
E00016726,172,17,11,17,6,4,15,19,8,18,9,9,9,15,6,4,3,2,0
E00016675,137,7,10,2,6,6,14,13,21,22,13,3,8,5,1,3,2,1,0
E00016677,866,24,32,13,60,185,176,133,74,56,29,21,31,12,9,6,1,2,2
E00016683,290,15,18,12,15,26,44,40,31,43,14,13,6,7,2,3,0,1,0
E00016697,343,13,28,21,30,29,32,21,30,44,21,18,22,13,8,5,1,2,5
E00173940,325,16,22,17,22,28,58,33,20,24,16,13,14,19,8,5,2,6,2
E00173949,445,24,38,19,31,32,55,49,50,49,36,19,23,9,4,4,2,1,0
E00016684,274,13,10,21,9,20,33,31,31,27,22,10,11,8,16,2,6,2,2
E00016687,189,13,12,6,4,12,22,30,29,15,13,12,6,7,4,0,1,3,0
E00016694,396,25,37,27,27,27,37,35,35,28,38,33,22,14,4,1,3,2,1
E00016718,274,17,22,19,14,15,13,26,21,14,20,10,20,12,12,16,11,8,4
E00016721,228,9,14,14,14,16,18,21,14,20,16,17,17,9,15,2,1,11,0
E00016723,249,11,13,19,7,15,19,28,18,24,18,18,13,17,10,10,6,2,1
E00016688,267,10,13,28,20,20,19,26,17,21,19,10,13,13,20,10,7,0,1
E00016695,253,12,9,12,15,23,14,25,17,13,17,21,20,10,11,13,13,1,7
E00016705,311,13,11,10,7,31,46,58,35,31,19,16,19,8,3,1,2,0,1
E00016710,356,21,15,30,23,38,32,45,28,31,27,24,13,13,6,5,4,0,1
E00016712,371,13,10,11,34,98,61,43,21,16,15,14,17,6,6,3,1,0,2
E00016682,183,11,6,4,4,13,28,40,23,20,11,10,6,4,2,1,0,0,0
E00016686,346,15,26,21,23,41,33,26,31,24,26,18,21,18,7,2,11,2,1
E00016699,292,9,24,22,10,14,24,35,33,28,18,18,14,19,9,4,6,2,3
E00016702,402,28,15,7,11,11,44,77,61,26,25,20,19,24,16,6,7,1,4
E00016707,551,29,20,14,17,32,73,112,76,53,43,20,17,17,11,5,8,1,3
E00016711,452,18,28,25,10,32,51,73,61,41,31,28,18,17,11,4,2,2,0
E00016679,241,10,12,10,10,18,16,20,20,18,12,13,19,17,8,12,12,10,4
E00016689,261,11,16,14,5,24,29,25,25,25,14,9,19,12,9,8,3,5,8
E00016693,335,13,16,25,19,32,25,30,21,32,11,23,25,20,8,4,6,10,15
E00016701,411,28,31,30,36,45,30,32,36,31,17,28,26,13,10,9,5,0,4
E00173939,720,49,74,50,39,62,47,73,80,57,45,34,39,27,11,15,5,8,5
E00016750,271,23,15,9,2,7,16,36,44,25,17,20,19,13,10,4,2,7,2
E00016752,336,19,25,22,13,6,15,18,29,27,26,23,22,21,16,8,17,12,17
E00016753,329,26,15,19,19,8,16,29,36,31,26,24,23,28,16,8,1,4,0
E00016758,309,15,18,15,20,15,28,24,24,21,25,30,21,18,10,3,8,5,9
E00016763,317,21,23,17,9,8,23,33,32,29,33,21,20,15,12,9,4,0,8
E00016738,431,24,24,29,16,12,30,36,34,33,52,27,28,16,18,12,13,19,8
E00016739,357,27,29,30,20,17,12,26,28,21,47,31,23,16,4,8,4,9,5
E00016740,313,13,23,16,13,20,31,20,25,30,27,24,21,16,11,10,3,4,6
E00016749,346,31,24,24,8,13,23,43,40,28,37,25,16,15,10,6,1,1,1
E00016755,492,31,33,38,30,23,30,35,45,31,59,51,27,10,15,16,7,7,4
E00016728,259,13,24,14,15,11,23,19,21,19,24,16,12,8,9,12,8,7,4
E00016764,250,10,22,13,16,24,29,24,20,17,22,11,14,3,10,7,7,0,1
E00016766,380,19,29,33,27,23,33,25,25,16,25,34,21,10,18,20,8,3,11
E00016768,314,31,40,19,14,19,15,35,34,22,26,23,12,3,7,8,1,3,2
E00016772,349,23,21,25,23,27,21,23,34,20,27,21,26,12,16,12,5,2,11
E00016737,287,8,19,14,10,15,21,53,19,28,17,15,29,17,14,1,5,1,1
E00016748,271,8,15,19,8,8,20,51,22,24,20,17,27,6,9,9,5,1,2
E00016756,303,12,29,29,22,26,22,32,15,25,23,16,22,5,4,9,1,3,8
E00016760,367,23,25,20,5,16,39,109,40,29,14,11,14,6,8,5,1,2,0
E00173704,375,20,16,15,10,17,44,80,58,39,13,19,14,11,8,3,1,2,5
E00173705,115,4,5,7,2,4,12,19,17,19,7,9,2,5,0,1,2,0,0
E00173707,5,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
E00016729,306,29,17,9,11,17,15,22,28,23,23,18,20,17,17,19,11,3,7
E00016730,331,19,29,26,11,9,24,19,24,34,26,17,28,15,16,10,9,10,5
E00016759,324,25,29,24,10,13,16,19,20,28,27,14,25,15,13,14,21,2,9
E00016761,328,29,34,16,9,14,12,13,34,29,25,23,17,21,13,17,5,9,8
E00016762,431,29,51,41,19,27,21,26,36,34,27,32,34,12,13,5,9,10,5
E00016765,264,16,15,10,7,13,23,35,30,25,22,19,11,10,12,8,4,4,0
E00016767,252,19,13,13,6,10,13,31,21,20,15,28,12,10,15,10,7,5,4
E00016770,146,10,5,3,4,4,11,25,24,15,12,11,8,5,6,0,3,0,0
E00016771,346,21,29,15,18,29,12,32,35,31,31,27,22,7,9,12,7,9,0
E00016774,393,27,37,28,17,21,13,27,35,40,37,29,22,19,14,9,12,5,1
E00016777,354,24,27,26,15,17,15,23,35,26,28,21,21,18,15,13,9,14,7
E00016731,314,34,22,13,12,13,17,35,44,35,24,15,19,12,8,6,5,0,0
E00016769,346,42,29,38,20,13,21,23,34,25,32,22,19,8,7,3,7,1,2
E00016773,248,29,19,22,10,11,14,23,26,32,16,16,14,6,3,0,2,1,4
E00016775,256,18,23,21,23,16,12,16,27,21,19,15,20,10,7,1,2,2,3
E00016776,353,20,14,20,16,13,26,35,41,23,25,16,36,24,20,2,16,1,5
E00016745,441,38,45,27,22,15,25,47,46,54,38,23,30,14,5,5,1,0,6
E00016746,385,36,24,26,11,12,28,37,51,37,24,21,25,21,7,12,6,2,5
E00016751,349,20,24,23,16,16,23,33,39,40,31,19,16,24,8,8,6,1,2
E00016754,309,32,25,14,10,10,12,34,41,29,24,18,10,15,8,13,7,3,4
E00016757,344,33,38,30,7,4,13,25,48,38,44,16,15,16,5,5,4,1,2
E00016732,351,15,24,13,7,15,52,49,45,30,33,21,15,9,11,4,2,4,2
E00016735,415,32,34,22,9,21,46,49,43,42,31,24,23,11,9,2,7,8,2
E00016741,273,17,20,7,5,12,21,39,30,18,32,13,13,10,15,6,5,6,4
E00016742,354,20,28,15,5,13,46,58,50,32,24,15,15,6,9,8,5,2,3
