OA11CD,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+
E00016754,166,17,16,8,5,7,3,20,20,14,15,10,6,6,2,9,6,1,1
E00016757,168,16,20,19,1,1,7,9,21,15,26,9,9,7,2,3,2,0,1
E00016732,166,10,6,6,3,6,26,23,23,18,13,8,7,6,4,4,0,1,2
E00016735,204,13,13,10,6,12,23,27,21,27,16,12,11,5,3,0,2,1,2
E00016741,134,10,8,1,3,8,13,20,17,11,13,8,5,4,7,2,1,1,2
E00016742,183,11,13,5,3,5,26,26,26,22,12,9,10,3,5,1,2,1,3
E00016733,161,12,21,4,10,5,7,20,19,19,5,9,8,5,4,9,1,2,1
E00016734,137,11,6,9,7,11,10,13,20,11,6,8,6,8,1,3,4,3,0
E00016743,143,18,7,9,4,3,22,13,25,14,4,6,5,5,3,0,2,3,0
E00016744,166,9,8,8,9,15,13,12,11,18,13,9,8,15,6,9,1,2,0
E00016747,150,11,11,4,7,4,7,15,23,18,11,7,6,7,3,6,4,5,1
E00016779,157,20,5,2,15,19,9,24,12,10,12,7,11,7,1,0,0,3,0
E00016789,225,27,18,11,6,10,9,15,12,27,17,14,21,10,6,4,5,11,2
E00016797,215,14,12,9,18,8,15,12,16,23,24,16,19,10,3,6,2,4,4
E00016798,291,69,21,12,4,11,18,39,22,19,23,17,15,6,5,4,2,1,3
E00016821,722,167,34,20,24,22,46,132,85,71,37,18,27,10,10,6,5,3,5
E00016780,278,13,8,9,18,20,31,22,24,18,22,24,22,14,9,4,5,10,5
E00016782,237,20,8,6,20,9,21,18,22,22,22,13,24,6,7,8,4,5,2
E00016790,124,16,7,1,5,7,11,12,17,15,11,7,6,5,3,0,1,0,0
E00016792,326,45,18,24,28,21,31,31,31,26,23,17,14,7,5,5,0,0,0
E00016795,158,9,6,5,9,16,17,9,11,11,12,13,13,5,5,3,3,8,3
E00016796,254,20,23,28,27,11,18,13,15,22,16,22,15,11,5,4,1,0,3
E00016799,203,19,15,18,8,5,7,10,30,16,17,10,19,7,13,3,2,2,2
E00016804,191,19,11,15,17,8,9,11,23,15,8,13,9,8,4,10,2,4,5
E00016805,225,15,18,16,19,10,11,20,25,21,10,16,22,9,5,4,2,2,0
E00016806,136,9,6,11,5,8,5,5,17,8,9,17,11,9,7,6,1,2,0
E00016781,105,4,9,4,4,12,6,11,9,14,3,8,6,6,1,4,1,1,2
E00016793,73,4,2,4,6,6,9,7,7,7,3,2,9,6,1,0,0,0,0
E00016794,103,10,8,5,6,4,2,9,6,7,10,11,12,8,0,1,0,1,3
E00016801,132,13,9,5,9,7,9,18,12,11,13,4,7,6,2,3,2,2,0
E00016803,121,9,8,9,7,4,6,19,20,9,4,10,6,2,2,1,3,2,0
E00016808,104,6,11,9,6,8,6,9,7,16,8,5,6,0,0,2,0,0,5
E00016783,183,23,9,10,7,11,21,11,17,13,10,16,16,4,8,2,0,2,3
E00016802,230,51,19,13,11,11,22,10,18,15,16,10,12,13,5,3,1,0,0
E00016807,219,40,13,16,9,9,25,12,15,17,16,13,8,11,3,4,4,1,3
E00016809,181,22,10,6,3,15,13,6,18,10,15,19,16,8,9,2,6,1,2
E00016810,284,45,12,7,12,19,40,15,27,22,20,23,15,14,8,2,3,0,0
E00016784,152,7,5,7,6,20,11,11,8,10,18,17,11,7,4,3,0,1,6
E00016811,198,9,16,10,7,11,15,16,25,21,12,19,17,10,3,2,1,3,1
E00016812,154,7,6,8,5,16,12,11,16,13,9,12,22,7,3,1,1,2,3
E00016816,165,10,8,12,3,11,20,12,19,12,15,10,18,4,6,2,1,2,0
E00016817,154,20,9,9,3,16,5,9,12,11,14,14,11,9,1,4,2,3,2
E00016813,133,11,6,6,6,6,11,14,17,7,8,9,11,9,6,3,1,1,1
E00016814,140,9,5,9,12,7,9,11,18,10,17,8,9,7,2,2,2,2,1
E00016815,167,12,16,10,9,7,15,15,18,18,13,5,8,7,3,4,4,3,0
E00016818,125,14,10,6,8,3,9,14,14,9,6,10,8,5,4,2,3,0,0
E00016819,145,10,8,3,10,9,14,18,13,11,11,11,9,10,1,0,3,2,2
E00016785,152,12,5,6,7,15,8,15,14,21,6,10,9,9,8,2,2,2,1
E00016786,141,12,6,11,8,7,9,9,17,15,10,9,11,8,6,2,1,0,0
E00016787,328,39,24,23,8,8,16,20,56,36,24,26,24,12,6,3,1,1,1
E00016822,157,10,7,10,7,8,15,13,18,12,20,12,11,6,4,3,0,1,0
E00016824,140,11,5,7,2,3,11,9,24,17,10,7,18,2,4,4,2,3,1
E00016778,158,16,13,15,2,12,12,12,10,20,18,9,8,4,1,3,1,2,0
E00016788,136,9,7,14,5,5,10,14,11,12,13,12,7,3,4,2,3,2,3
E00016791,163,17,10,18,4,4,9,19,20,21,10,8,6,6,4,1,3,3,0
E00016800,143,13,10,17,5,8,5,10,21,13,10,12,6,4,1,3,3,2,0
E00016820,162,22,17,10,3,3,6,21,21,19,8,12,9,4,4,2,1,0,0
E00016823,136,13,8,17,1,2,11,13,7,11,13,11,11,8,1,4,4,1,0
E00016843,149,17,10,10,3,7,16,9,11,19,7,11,8,4,8,5,1,3,0
E00016863,173,18,9,4,6,13,8,13,17,16,11,17,11,11,4,3,1,3,8
E00016868,138,9,5,10,8,9,13,12,13,9,7,8,5,13,9,3,2,3,0
E00016870,131,6,9,9,1,6,10,7,12,12,14,10,17,7,4,4,2,1,0
E00016871,153,15,13,5,8,14,5,10,12,10,8,12,12,10,8,3,3,4,1
E00016848,148,15,7,11,3,13,15,6,7,17,9,5,8,11,4,4,6,4,3
E00016859,210,12,16,8,3,16,27,12,13,30,13,6,10,14,7,6,7,5,5
E00016861,313,14,18,13,6,31,67,30,23,39,27,11,11,12,3,3,2,3,0
E00016862,173,12,9,3,1,15,25,16,20,23,7,8,8,9,5,0,4,3,5
E00016866,239,13,11,12,6,30,40,12,16,31,18,6,12,8,6,6,5,7,0
E00016829,129,12,5,5,3,5,9,13,21,9,16,7,11,4,5,2,1,0,1
E00016851,163,9,9,8,5,3,7,9,26,12,18,13,13,9,4,5,5,4,4
E00016860,185,12,3,9,7,7,17,21,34,23,13,12,9,7,3,3,3,0,2
E00016864,163,11,14,4,5,6,11,23,16,17,11,13,18,7,2,4,0,1,0
E00016867,114,4,7,5,4,2,10,12,14,7,7,9,7,8,4,6,4,3,1
E00016869,104,5,3,3,6,2,4,8,7,10,6,6,10,2,6,9,6,4,7
E00016830,181,10,18,9,7,6,15,12,17,17,17,16,4,9,10,4,7,0,3
E00016839,138,13,12,7,5,4,4,10,15,29,14,4,7,4,1,4,2,2,1
E00016845,138,5,6,5,10,6,13,15,11,11,19,12,8,8,2,3,1,1,2
E00016872,178,11,16,13,7,14,7,11,15,24,19,16,5,6,6,6,0,0,2
E00016873,174,12,18,19,8,14,10,15,16,17,12,10,6,7,3,4,3,0,0
E00016838,128,16,13,18,5,5,4,7,8,11,8,10,8,2,3,4,4,2,0
E00016840,176,15,17,13,11,11,7,7,11,14,8,16,11,11,8,6,5,4,1
E00016847,121,17,15,14,7,9,5,6,4,10,6,9,8,5,2,0,3,1,0
E00016852,106,6,4,7,7,6,7,5,13,9,11,7,4,7,5,5,2,0,1
E00016858,103,14,14,11,10,6,3,6,5,3,6,6,2,5,2,5,2,3,0
E00016874,107,10,4,4,6,4,6,6,16,5,7,6,5,1,3,11,5,4,4
E00016826,186,5,8,14,18,12,15,21,14,17,10,14,12,7,6,3,3,1,6
E00016831,136,7,9,4,14,6,9,14,19,10,11,8,9,5,2,3,3,1,2
E00016832,97,5,8,6,1,3,6,7,5,8,8,6,7,7,5,2,3,5,5
E00016833,176,9,10,6,9,6,15,15,16,14,15,11,16,8,9,8,6,1,2
E00016875,127,8,7,3,12,13,6,12,11,11,4,13,13,3,5,4,2,0,0
E00016828,126,14,3,4,7,3,6,10,28,11,8,14,5,2,5,1,2,3,0
E00016850,145,8,4,10,7,10,7,11,20,13,6,10,9,15,9,2,2,2,0
E00016854,150,16,8,9,6,2,3,17,21,10,11,14,7,11,1,6,2,3,3
E00016855,103,8,4,2,4,1,6,12,20,12,7,12,4,3,4,1,2,1,0
E00016857,137,8,0,9,8,5,8,13,22,12,10,11,8,5,7,6,2,2,1
E00016878,166,7,6,13,12,10,8,13,20,18,7,13,8,6,11,6,2,2,4
E00016835,148,14,9,6,4,7,8,9,20,19,12,5,12,6,10,2,2,2,1
E00016837,153,22,16,8,2,3,6,16,20,20,12,9,5,3,6,2,2,0,1
E00016846,172,15,10,4,9,4,16,20,17,29,9,9,11,3,8,4,1,3,0
E00016849,133,6,10,8,4,4,15,7,20,21,6,5,9,6,9,1,0,1,1
E00016865,209,17,18,14,13,9,27,16,22,25,10,7,5,6,11,5,2,1,1
E00016827,174,15,10,14,0,5,10,22,15,16,21,20,7,5,3,2,1,2,6
E00016834,236,18,21,21,9,11,30,25,14,20,20,17,7,8,4,4,5,2,0
E00016842,152,22,27,18,3,6,9,15,10,8,5,10,7,6,2,3,1,0,0
E00016856,190,12,13,11,3,2,18,29,29,22,14,15,7,6,2,2,1,0,4
E00016876,128,11,5,7,4,5,10,17,10,11,5,14,1,2,5,7,7,1,6
E00016877,95,8,8,8,2,1,5,6,11,11,6,11,4,5,4,3,2,0,0
E00016825,121,8,9,8,10,7,13,4,10,14,10,9,14,1,1,0,0,0,3
E00016836,136,4,13,10,10,2,9,5,8,18,6,6,8,3,6,17,3,4,4
E00016841,138,12,10,8,8,12,11,8,6,8,15,8,14,8,7,1,0,1,1
E00016844,119,11,3,3,5,5,8,6,7,7,19,11,7,9,9,5,0,0,4
E00016853,166,12,19,9,11,8,13,8,12,14,11,17,9,6,5,8,1,2,1
E00016905,136,12,7,10,8,8,10,10,11,8,10,16,12,8,3,2,1,0,0
E00016907,175,15,8,18,14,11,8,22,12,12,11,10,16,12,2,2,2,0,0
E00016908,90,1,5,6,8,9,1,10,4,4,5,7,5,8,3,4,2,4,4
E00016910,204,14,12,19,21,14,5,24,12,7,17,18,14,12,4,5,1,3,2
E00016912,129,3,14,13,8,9,6,9,7,8,12,13,9,10,4,2,1,0,1
E00016909,226,30,22,27,6,11,7,32,19,11,15,15,16,4,6,1,3,0,1
E00016911,156,10,12,14,11,10,7,27,10,14,11,8,8,3,3,2,3,3,0
E00016913,239,23,28,14,8,22,12,44,13,9,17,12,14,6,7,1,4,1,4
E00016914,144,21,14,7,4,9,9,22,12,11,9,10,9,2,3,0,1,1,0
E00016881,184,10,9,10,5,11,17,24,20,17,15,6,8,11,10,2,3,5,1
E00016915,173,14,8,9,4,7,15,27,19,10,22,11,9,7,6,4,1,0,0
E00016916,180,9,18,13,11,20,12,12,18,15,7,12,6,14,4,2,2,2,3
E00016920,148,5,11,17,6,7,11,10,12,11,8,7,6,13,7,8,6,2,1
E00173950,242,22,10,9,9,26,29,29,18,21,27,10,11,8,6,5,0,2,0
E00173951,101,5,6,5,5,12,6,9,11,9,6,5,5,5,0,3,5,4,0
E00016921,151,5,15,10,7,11,19,20,10,7,12,8,5,6,6,4,6,0,0
E00016922,168,8,5,5,6,16,28,26,9,8,12,7,6,8,7,9,4,4,0
E00016923,216,5,11,13,8,15,48,39,11,11,16,8,10,6,8,2,4,0,1
E00016925,230,10,9,7,7,12,55,39,16,12,15,13,7,10,1,10,5,2,0
E00016926,160,11,14,9,6,11,28,20,6,6,10,11,7,5,5,8,0,2,1
E00016917,263,8,7,9,8,59,36,31,28,12,20,10,13,6,5,9,2,0,0
E00016918,196,3,11,4,1,26,57,41,18,12,9,4,3,3,1,2,0,0,1
E00016919,172,12,5,8,6,35,20,21,15,10,7,9,8,3,5,3,2,1,2
E00016924,190,11,4,8,5,22,25,24,24,19,10,6,9,7,5,4,1,4,2
E00016927,166,3,8,6,6,13,29,27,13,15,7,8,10,8,6,3,1,2,1
E00016879,211,16,8,15,7,14,23,25,17,14,9,16,11,11,10,5,5,0,5
E00016884,168,10,9,14,12,17,11,17,12,11,11,10,11,9,4,1,6,2,1
E00016886,209,18,11,9,5,9,25,45,16,12,22,11,8,9,4,2,0,3,0
E00016893,156,3,8,9,4,13,17,27,15,13,10,5,9,7,8,1,3,1,3
E00016896,151,15,7,6,2,5,18,30,13,12,13,13,7,5,1,2,0,1,1
E00016898,153,13,12,6,0,5,14,29,23,8,9,10,12,3,6,1,0,2,0
E00016900,183,21,9,7,2,6,13,36,25,12,17,8,8,7,5,0,1,1,5
E00016901,109,9,7,5,6,4,11,22,11,8,9,6,3,1,1,3,1,1,1
E00016904,153,12,8,9,3,5,13,33,13,8,17,11,6,6,5,1,2,1,0
E00016906,152,12,13,8,3,4,9,18,21,9,15,16,10,8,3,2,0,0,1
E00016885,154,8,4,6,8,8,21,21,10,20,9,7,11,6,3,3,3,4,2
E00016887,132,8,7,9,7,4,15,15,4,13,9,9,6,4,8,11,2,0,1
E00016889,180,9,8,12,7,5,31,9,11,24,16,11,12,4,6,6,2,2,5
E00016890,161,7,8,13,12,4,18,25,10,14,13,11,4,5,7,5,2,1,2
E00016895,163,13,5,4,8,12,23,18,11,16,15,6,9,9,3,7,3,1,0
E00016883,184,6,12,5,13,11,24,30,20,17,11,12,7,5,4,3,3,1,0
E00016888,147,5,7,7,9,4,9,13,11,11,11,16,20,5,5,5,3,2,4
E00016891,209,9,10,6,6,16,26,26,19,34,10,10,14,10,2,2,4,2,3
E00016892,151,7,8,7,5,11,17,18,16,15,10,11,14,3,4,3,2,0,0
E00016894,128,7,7,7,6,9,11,21,11,10,7,13,7,5,4,2,0,1,0
E00016880,272,15,17,23,9,30,21,43,22,24,18,13,9,6,8,7,7,0,0
E00016897,281,11,13,9,6,13,34,68,26,26,30,7,15,7,4,4,2,3,3
E00016899,134,8,7,6,2,3,11,23,16,15,12,5,6,6,1,8,4,0,1
E00016902,178,13,9,9,5,12,21,34,15,18,9,6,10,3,4,1,2,5,2
E00016903,188,12,10,2,4,17,23,43,24,17,7,11,2,5,3,5,2,1,0
E00016930,287,18,18,22,13,27,16,17,24,23,17,19,24,23,8,4,6,6,2
E00016946,245,20,14,24,13,20,8,18,24,11,13,21,19,15,10,4,1,3,7
E00016952,136,10,7,13,7,8,5,7,12,10,8,6,8,15,10,3,4,0,3
E00016964,151,8,11,15,12,7,9,8,10,12,14,8,9,7,4,4,7,1,5
E00016948,185,21,22,21,20,9,3,13,14,13,14,7,15,3,3,1,1,5,0
E00016949,186,19,26,24,15,7,8,11,9,18,18,7,9,4,4,3,1,2,1
E00016951,148,14,18,22,7,8,7,10,5,9,7,6,16,10,4,2,1,0,2
E00016955,174,17,23,20,17,5,4,11,9,11,15,8,6,9,5,5,3,4,2
E00016956,138,6,12,17,14,6,7,12,8,10,10,4,10,7,7,2,0,0,6
E00016950,156,9,8,7,14,11,4,18,10,13,14,13,8,5,4,5,4,4,5
E00016967,217,13,19,16,11,14,11,22,22,15,12,22,11,10,10,5,1,1,2
E00016968,143,3,17,15,6,8,6,6,18,14,8,8,13,7,8,2,1,2,1
E00016969,156,11,14,14,14,7,6,8,10,16,7,9,11,6,17,2,0,0,4
E00016971,149,8,11,10,17,7,6,8,14,13,4,22,10,5,5,7,2,0,0
E00016929,179,14,11,20,16,6,10,12,19,14,12,7,12,5,6,1,3,10,1
E00016931,137,17,11,17,5,7,6,7,19,13,15,5,8,4,2,1,0,0,0
E00016932,200,14,17,23,17,17,18,15,7,14,19,12,5,10,3,2,4,3,0
E00016954,158,8,26,20,13,12,8,9,20,7,10,7,8,7,1,0,2,0,0
E00016961,133,12,13,16,7,5,4,7,11,15,12,7,6,6,5,2,1,3,1
E00016928,204,10,8,17,21,17,13,19,15,18,12,18,10,14,7,3,0,0,2
E00016947,79,3,2,5,4,5,5,4,7,7,7,6,4,4,2,8,0,0,6
E00016958,168,7,10,15,10,13,16,4,11,12,13,23,11,9,7,3,1,0,3
E00016963,152,9,11,10,11,9,11,9,14,7,8,17,6,8,7,7,1,0,7
E00016933,260,20,27,23,21,11,15,18,18,17,15,23,15,12,14,2,2,3,4
E00016953,108,6,14,11,7,5,8,4,3,5,5,10,8,2,8,1,2,5,4
E00016957,125,9,9,8,17,7,6,7,7,7,7,12,8,7,3,3,6,0,2
E00016960,111,11,6,6,6,2,5,5,8,6,7,8,6,6,7,7,4,7,4
E00016966,107,4,8,13,8,7,5,7,7,6,6,15,9,3,2,3,1,0,3
E00016937,227,21,17,12,13,11,12,9,12,16,20,14,16,14,6,16,7,3,8
E00016959,169,4,11,8,7,11,6,13,6,15,17,13,12,11,6,8,4,6,11
E00016962,222,15,21,25,11,14,15,10,9,18,17,21,14,10,12,1,5,1,3
E00016965,205,18,16,13,12,7,14,20,23,17,11,18,17,7,1,6,2,2,1
E00016970,365,30,40,30,27,18,31,29,37,18,31,27,18,15,4,5,3,1,1
E00016934,198,12,9,7,17,14,10,12,21,19,8,11,21,13,4,8,6,4,2
E00016935,222,16,12,23,21,11,7,15,19,16,8,14,21,16,3,10,7,3,0
E00016936,159,7,14,10,17,12,9,6,12,13,9,11,13,13,5,4,2,2,0
E00016938,148,4,10,17,13,7,8,7,12,9,15,10,11,7,3,5,6,1,3
E00016939,160,8,12,14,16,6,9,10,11,19,8,8,18,10,5,4,0,1,1
E00016940,183,7,12,17,18,11,11,11,21,18,17,10,7,8,2,5,3,1,4
E00016941,209,15,13,17,18,8,17,13,19,19,7,16,14,14,6,6,1,2,4
E00016942,178,12,15,14,17,11,18,16,19,7,12,9,15,3,2,5,0,1,2
E00016943,139,16,5,14,6,7,11,14,27,8,5,6,6,6,5,3,0,0,0
E00016944,199,15,10,23,12,16,11,13,25,13,15,13,11,9,2,7,0,3,1
E00016945,130,12,6,10,10,9,7,13,16,14,9,6,10,6,1,0,0,0,1
E00016356,172,17,12,20,15,7,10,11,9,13,17,12,8,6,2,7,0,5,1
E00016387,158,9,13,20,12,9,8,11,9,7,13,12,10,7,4,3,3,7,1
E00016393,142,8,12,17,12,6,6,7,6,8,13,10,3,8,6,1,4,12,3
E00165790,159,11,16,16,11,5,7,15,12,14,15,7,6,3,1,6,2,11,1
E00016362,239,17,23,32,16,10,11,14,36,15,13,23,8,4,7,5,2,1,2
E00016364,172,18,11,22,12,5,5,9,27,9,14,10,10,5,10,2,0,1,2
E00016365,121,13,8,12,3,4,4,7,19,10,6,7,4,6,7,4,3,0,4
E00016394,179,18,11,25,12,10,9,7,18,11,16,10,12,6,4,2,3,2,3
E00165789,131,5,2,9,9,8,6,6,12,11,12,10,5,11,9,7,3,3,3
E00016696,124,2,8,6,8,9,9,17,12,12,11,8,9,6,5,1,1,0,0
E00016698,248,19,11,4,9,16,43,46,23,15,12,18,15,8,4,1,4,0,0
E00016703,149,18,13,12,9,9,15,14,6,7,15,12,5,6,3,0,2,2,1
E00016713,263,15,11,18,6,12,26,32,28,28,30,19,18,10,9,0,0,0,1
E00165804,178,14,9,8,7,6,22,43,21,15,6,8,6,7,5,0,0,1,0
E00016668,126,6,5,5,5,3,6,10,17,13,12,11,13,6,4,2,3,4,1
E00016670,151,5,7,9,19,8,10,15,11,15,12,10,13,8,0,2,4,2,1
E00016671,73,2,5,0,6,2,5,6,7,6,5,7,12,4,1,2,0,1,2
E00016672,191,16,12,4,8,7,14,29,12,20,10,9,15,10,10,7,2,5,1
E00173708,114,7,6,2,1,3,9,18,32,15,8,4,3,2,1,1,1,0,1
E00173710,265,17,17,12,23,7,20,48,31,18,22,14,24,3,4,1,3,1,0
E00016661,181,3,6,9,6,8,9,21,26,18,19,9,10,12,3,3,10,7,2
E00173936,132,7,12,9,10,16,14,9,5,13,10,9,10,2,1,0,4,1,0
E00173937,119,15,5,2,0,0,12,36,22,13,6,1,1,2,0,0,4,0,0
E00173938,215,15,8,6,3,9,21,58,35,28,13,11,2,5,0,1,0,0,0
E00174035,142,21,5,2,1,0,16,39,31,17,5,3,2,0,0,0,0,0,0
E00016212,154,11,13,8,8,10,19,29,9,8,7,10,7,5,7,0,1,1,1
E00016249,112,3,12,4,5,4,9,15,4,6,3,14,5,5,6,5,8,2,2
E00016254,131,8,8,6,3,7,13,18,13,6,9,11,13,6,4,1,2,2,1
E00173952,118,10,8,13,2,9,8,12,4,8,10,7,7,8,4,0,2,5,1
E00174016,105,13,2,5,5,7,3,9,7,6,8,10,8,4,1,0,6,11,0
E00174022,103,6,8,4,0,3,7,17,13,7,10,8,5,4,5,2,3,1,0
E00174008,161,7,3,0,2,5,19,28,50,23,10,5,2,0,0,7,0,0,0
E00174010,165,5,1,1,1,20,28,38,34,14,6,6,3,1,0,1,0,6,0
E00174013,164,4,3,0,3,7,38,33,35,14,12,7,6,0,1,0,0,0,1
E00174015,195,11,7,3,7,26,20,29,39,19,6,7,13,1,3,0,0,3,1
E00174025,154,3,4,0,1,11,20,30,34,32,11,3,4,0,0,0,1,0,0
E00174027,127,9,1,3,0,2,20,26,27,19,8,7,2,0,0,1,0,2,0
E00016628,193,13,12,7,7,5,18,35,25,12,21,4,9,7,9,7,1,1,0
E00016637,365,17,11,11,5,13,82,86,44,23,21,16,7,11,6,4,1,3,4
E00174024,228,7,16,9,2,8,36,56,30,18,15,10,7,8,3,3,0,0,0
E00174029,133,4,3,0,1,6,20,29,18,10,8,8,8,6,8,2,1,1,0
E00174030,108,7,5,2,1,3,10,23,13,11,6,9,7,4,3,2,0,2,0
E00016644,314,37,53,37,16,11,19,31,27,22,12,18,13,10,3,3,0,0,2
E00016645,176,17,6,11,9,10,8,31,11,9,8,12,13,5,12,9,1,1,3
E00016646,178,14,15,11,3,6,16,23,18,16,9,17,8,8,4,5,2,1,2
