"date","geography","geography code","Rural Urban","Occupancy Rating: All categories: Occupancy rating bedrooms; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +2 or more; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of +1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of 0; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -1; measures: Value","Occupancy Rating: Occupancy rating (bedrooms) of -2 or less; measures: Value"
"2011","E00176306","E00176306","Total",144,1,28,100,15,0
"2011","E00008829","E00008829","Total",154,16,34,75,24,5
"2011","E00008833","E00008833","Total",164,9,32,98,22,3
"2011","E00008846","E00008846","Total",56,6,11,26,10,3
"2011","E00008849","E00008849","Total",126,17,18,70,15,6
"2011","E00008854","E00008854","Total",134,15,25,68,23,3
"2011","E00008866","E00008866","Total",156,6,24,96,27,3
"2011","E00008871","E00008871","Total",171,11,31,96,29,4
"2011","E00008877","E00008877","Total",148,10,42,69,22,5
"2011","E00008879","E00008879","Total",187,5,60,107,14,1
"2011","E00008888","E00008888","Total",249,9,34,177,24,5
"2011","E00008905","E00008905","Total",210,26,73,93,17,1
"2011","E00008887","E00008887","Total",126,1,29,73,17,6
"2011","E00008893","E00008893","Total",102,8,17,63,12,2
"2011","E00008894","E00008894","Total",120,17,22,58,21,2
"2011","E00008895","E00008895","Total",131,8,19,77,22,5
"2011","E00008899","E00008899","Total",131,8,23,79,21,0
"2011","E00008901","E00008901","Total",121,17,26,52,17,9
"2011","E00008885","E00008885","Total",125,13,23,74,13,2
"2011","E00008886","E00008886","Total",102,2,23,61,13,3
"2011","E00008889","E00008889","Total",208,27,57,96,25,3
"2011","E00008890","E00008890","Total",120,9,28,56,24,3
"2011","E00008892","E00008892","Total",111,9,30,58,12,2
"2011","E00176243","E00176243","Total",173,2,61,101,9,0
"2011","E00176244","E00176244","Total",111,0,46,55,9,1
"2011","E00176245","E00176245","Total",103,9,33,50,10,1
"2011","E00008864","E00008864","Total",169,16,38,88,21,6
"2011","E00008875","E00008875","Total",131,10,28,59,30,4
"2011","E00008891","E00008891","Total",152,7,27,89,24,5
"2011","E00008896","E00008896","Total",136,3,23,84,23,3
"2011","E00008903","E00008903","Total",139,7,29,74,24,5
"2011","E00008904","E00008904","Total",136,13,27,80,14,2
"2011","E00008853","E00008853","Total",111,2,23,64,19,3
"2011","E00008856","E00008856","Total",120,17,25,57,20,1
"2011","E00008857","E00008857","Total",199,11,34,120,25,9
"2011","E00008858","E00008858","Total",135,18,30,73,13,1
"2011","E00008859","E00008859","Total",120,12,28,48,26,6
"2011","E00176264","E00176264","Total",123,1,31,75,13,3
"2011","E00176309","E00176309","Total",110,3,28,68,9,2
"2011","E00176310","E00176310","Total",125,6,39,68,11,1
"2011","E00008878","E00008878","Total",178,10,47,101,17,3
"2011","E00008880","E00008880","Total",137,1,32,78,19,7
"2011","E00008881","E00008881","Total",114,10,30,55,14,5
"2011","E00008882","E00008882","Total",173,20,38,91,22,2
"2011","E00008883","E00008883","Total",163,3,38,95,24,3
"2011","E00008884","E00008884","Total",151,3,22,112,12,2
"2011","E00008867","E00008867","Total",162,24,33,74,25,6
"2011","E00008868","E00008868","Total",120,2,19,84,14,1
"2011","E00008869","E00008869","Total",128,12,27,58,20,11
"2011","E00008870","E00008870","Total",123,11,35,49,24,4
"2011","E00008897","E00008897","Total",141,6,28,79,24,4
"2011","E00008898","E00008898","Total",123,12,31,60,19,1
"2011","E00008861","E00008861","Total",201,3,42,117,32,7
"2011","E00176255","E00176255","Total",64,0,16,43,5,0
"2011","E00176261","E00176261","Total",121,5,31,69,16,0
"2011","E00176278","E00176278","Total",126,6,28,76,14,2
"2011","E00176305","E00176305","Total",131,8,17,89,15,2
"2011","E00176307","E00176307","Total",121,7,28,72,13,1
"2011","E00008834","E00008834","Total",204,6,54,127,16,1
"2011","E00176260","E00176260","Total",105,4,28,64,9,0
"2011","E00176275","E00176275","Total",112,7,28,66,11,0
"2011","E00176276","E00176276","Total",120,13,16,75,13,3
"2011","E00176308","E00176308","Total",122,4,19,83,13,3
"2011","E00176311","E00176311","Total",98,2,16,71,8,1
"2011","E00176312","E00176312","Total",101,6,25,65,3,2
"2011","E00008865","E00008865","Total",112,20,19,54,16,3
"2011","E00008900","E00008900","Total",166,7,39,94,23,3
"2011","E00008902","E00008902","Total",97,20,35,31,9,2
"2011","E00176263","E00176263","Total",76,3,10,58,4,1
"2011","E00176281","E00176281","Total",109,7,14,72,16,0
"2011","E00176283","E00176283","Total",131,8,33,74,13,3
"2011","E00176329","E00176329","Total",98,2,6,72,15,3
"2011","E00008872","E00008872","Total",151,11,23,95,22,0
"2011","E00008874","E00008874","Total",200,10,63,106,21,0
"2011","E00176282","E00176282","Total",150,15,46,69,16,4
"2011","E00008941","E00008941","Total",144,29,25,67,19,4
"2011","E00008947","E00008947","Total",138,28,20,66,20,4
"2011","E00008948","E00008948","Total",126,17,15,73,16,5
"2011","E00008960","E00008960","Total",152,13,26,74,35,4
"2011","E00008963","E00008963","Total",134,37,25,52,16,4
"2011","E00009082","E00009082","Total",134,11,21,73,22,7
"2011","E00009083","E00009083","Total",151,18,24,83,19,7
"2011","E00009103","E00009103","Total",175,20,44,92,17,2
"2011","E00009106","E00009106","Total",231,17,48,137,26,3
"2011","E00009107","E00009107","Total",140,10,29,68,30,3
"2011","E00008959","E00008959","Total",146,8,39,78,18,3
"2011","E00176246","E00176246","Total",106,14,22,59,10,1
"2011","E00176292","E00176292","Total",103,8,17,64,11,3
"2011","E00176295","E00176295","Total",125,2,31,67,24,1
"2011","E00008962","E00008962","Total",198,12,48,116,21,1
"2011","E00008965","E00008965","Total",119,25,19,46,26,3
"2011","E00176254","E00176254","Total",135,7,24,91,12,1
"2011","E00176318","E00176318","Total",124,16,34,56,15,3
"2011","E00008961","E00008961","Total",166,7,32,99,23,5
"2011","E00176273","E00176273","Total",229,15,35,136,38,5
"2011","E00176294","E00176294","Total",137,3,24,87,22,1
"2011","E00008580","E00008580","Total",190,26,59,79,22,4
"2011","E00008583","E00008583","Total",182,8,40,103,27,4
"2011","E00008602","E00008602","Total",127,6,30,73,14,4
"2011","E00008606","E00008606","Total",137,11,32,75,13,6
"2011","E00008608","E00008608","Total",224,8,43,131,37,5
"2011","E00008597","E00008597","Total",173,27,29,78,35,4
"2011","E00008599","E00008599","Total",162,21,32,71,27,11
"2011","E00008601","E00008601","Total",127,8,26,62,27,4
"2011","E00008603","E00008603","Total",165,11,36,86,29,3
"2011","E00009084","E00009084","Total",159,10,29,94,20,6
"2011","E00009109","E00009109","Total",108,10,22,45,26,5
"2011","E00009110","E00009110","Total",141,11,22,79,25,4
"2011","E00009111","E00009111","Total",147,18,20,67,32,10
"2011","E00009112","E00009112","Total",151,22,23,84,16,6
"2011","E00009101","E00009101","Total",139,21,26,75,15,2
"2011","E00009102","E00009102","Total",155,13,24,87,27,4
"2011","E00009104","E00009104","Total",144,10,21,83,26,4
"2011","E00009105","E00009105","Total",115,7,22,65,17,4
"2011","E00176284","E00176284","Total",69,29,13,14,8,5
"2011","E00176293","E00176293","Total",94,18,10,47,17,2
"2011","E00009359","E00009359","Total",101,0,2,84,13,2
"2011","E00009365","E00009365","Total",157,18,36,67,30,6
"2011","E00009367","E00009367","Total",155,7,18,115,14,1
"2011","E00009372","E00009372","Total",125,23,37,57,7,1
"2011","E00009375","E00009375","Total",123,19,45,46,13,0
"2011","E00009379","E00009379","Total",189,1,7,153,17,11
"2011","E00009384","E00009384","Total",116,6,36,55,18,1
"2011","E00009360","E00009360","Total",141,23,40,57,17,4
"2011","E00009376","E00009376","Total",144,15,58,53,16,2
"2011","E00009378","E00009378","Total",151,28,52,44,21,6
"2011","E00009380","E00009380","Total",132,11,41,54,19,7
"2011","E00009381","E00009381","Total",98,9,27,51,8,3
"2011","E00009363","E00009363","Total",113,12,34,45,19,3
"2011","E00009382","E00009382","Total",87,1,14,59,12,1
"2011","E00009383","E00009383","Total",159,4,24,108,21,2
"2011","E00167291","E00167291","Total",131,1,4,112,14,0
"2011","E00167292","E00167292","Total",131,0,3,123,5,0
"2011","E00167293","E00167293","Total",56,1,6,25,20,4
"2011","E00167294","E00167294","Total",46,7,15,18,6,0
"2011","E00167295","E00167295","Total",111,13,43,36,15,4
"2011","E00009366","E00009366","Total",81,7,15,52,2,5
"2011","E00009368","E00009368","Total",144,19,30,76,15,4
"2011","E00009369","E00009369","Total",144,23,28,76,14,3
"2011","E00009370","E00009370","Total",234,22,52,134,21,5
"2011","E00009361","E00009361","Total",119,16,31,36,33,3
"2011","E00009362","E00009362","Total",130,27,40,41,19,3
"2011","E00009373","E00009373","Total",141,7,53,52,22,7
"2011","E00009374","E00009374","Total",113,19,33,38,16,7
"2011","E00009377","E00009377","Total",102,8,38,44,10,2
"2011","E00009799","E00009799","Total",169,15,33,72,45,4
"2011","E00009801","E00009801","Total",151,10,33,75,27,6
"2011","E00009806","E00009806","Total",127,21,35,52,15,4
"2011","E00009812","E00009812","Total",109,14,17,54,20,4
"2011","E00009819","E00009819","Total",118,22,48,37,10,1
"2011","E00009800","E00009800","Total",151,15,33,67,30,6
"2011","E00009808","E00009808","Total",101,11,25,50,11,4
"2011","E00009826","E00009826","Total",113,9,24,54,22,4
"2011","E00009829","E00009829","Total",116,10,17,50,35,4
"2011","E00009831","E00009831","Total",124,9,39,55,18,3
"2011","E00009797","E00009797","Total",124,6,41,56,15,6
"2011","E00009798","E00009798","Total",109,8,32,47,18,4
"2011","E00009827","E00009827","Total",136,21,31,51,27,6
"2011","E00009828","E00009828","Total",120,13,19,65,20,3
"2011","E00009830","E00009830","Total",125,17,17,63,24,4
"2011","E00009802","E00009802","Total",129,10,30,63,19,7
"2011","E00009805","E00009805","Total",129,18,27,55,24,5
"2011","E00009807","E00009807","Total",142,12,39,55,30,6
"2011","E00009811","E00009811","Total",140,19,37,47,31,6
"2011","E00009795","E00009795","Total",135,4,22,85,18,6
"2011","E00009814","E00009814","Total",132,40,48,36,7,1
"2011","E00009815","E00009815","Total",124,30,22,51,17,4
"2011","E00009820","E00009820","Total",114,42,47,22,2,1
"2011","E00009822","E00009822","Total",144,6,34,79,23,2
"2011","E00009794","E00009794","Total",134,12,34,69,14,5
"2011","E00009809","E00009809","Total",106,24,30,34,16,2
"2011","E00009816","E00009816","Total",121,44,36,29,8,4
"2011","E00009821","E00009821","Total",130,62,27,33,5,3
"2011","E00009825","E00009825","Total",112,5,21,68,16,2
"2011","E00009796","E00009796","Total",125,39,41,31,10,4
"2011","E00009803","E00009803","Total",164,35,49,62,12,6
"2011","E00009804","E00009804","Total",182,27,39,83,31,2
"2011","E00009810","E00009810","Total",117,35,36,32,12,2
"2011","E00009813","E00009813","Total",116,14,47,42,11,2
"2011","E00009817","E00009817","Total",146,16,43,59,24,4
"2011","E00009818","E00009818","Total",130,12,54,44,18,2
"2011","E00009823","E00009823","Total",163,31,26,72,26,8
"2011","E00009824","E00009824","Total",195,22,33,103,34,3
"2011","E00009723","E00009723","Total",143,5,16,103,17,2
"2011","E00009729","E00009729","Total",135,6,15,85,23,6
"2011","E00009736","E00009736","Total",110,22,24,47,14,3
"2011","E00009744","E00009744","Total",142,21,34,70,15,2
"2011","E00009749","E00009749","Total",104,9,15,67,10,3
"2011","E00167281","E00167281","Total",160,22,37,91,7,3
"2011","E00167282","E00167282","Total",111,5,31,62,11,2
"2011","E00009738","E00009738","Total",174,1,27,131,14,1
"2011","E00009739","E00009739","Total",75,2,21,42,7,3
"2011","E00009740","E00009740","Total",172,0,21,121,26,4
"2011","E00009746","E00009746","Total",201,2,18,154,25,2
"2011","E00167283","E00167283","Total",138,11,28,62,34,3
"2011","E00167284","E00167284","Total",109,1,19,54,27,8
"2011","E00009732","E00009732","Total",173,12,38,99,21,3
"2011","E00009737","E00009737","Total",120,23,24,53,17,3
"2011","E00009741","E00009741","Total",144,18,32,72,20,2
"2011","E00009742","E00009742","Total",109,15,26,55,11,2
"2011","E00009743","E00009743","Total",103,36,24,34,6,3
"2011","E00009745","E00009745","Total",105,27,12,51,14,1
"2011","E00009730","E00009730","Total",117,17,37,45,16,2
"2011","E00009733","E00009733","Total",117,17,25,61,13,1
"2011","E00009734","E00009734","Total",134,18,23,63,23,7
"2011","E00009735","E00009735","Total",99,20,26,45,7,1
"2011","E00009747","E00009747","Total",121,19,23,61,12,6
"2011","E00009751","E00009751","Total",114,14,12,71,14,3
"2011","E00009275","E00009275","Total",115,10,24,66,14,1
"2011","E00009279","E00009279","Total",133,5,34,67,26,1
"2011","E00009293","E00009293","Total",127,10,30,69,13,5
"2011","E00009294","E00009294","Total",151,9,28,91,19,4
"2011","E00009295","E00009295","Total",177,7,31,111,26,2
"2011","E00009309","E00009309","Total",127,14,26,69,11,7
"2011","E00009724","E00009724","Total",136,19,21,79,15,2
"2011","E00009725","E00009725","Total",160,12,34,90,23,1
"2011","E00009726","E00009726","Total",159,4,31,99,20,5
"2011","E00009727","E00009727","Total",116,7,17,66,15,11
"2011","E00009728","E00009728","Total",169,11,27,96,28,7
"2011","E00009718","E00009718","Total",174,41,27,70,31,5
"2011","E00009720","E00009720","Total",133,14,17,72,24,6
"2011","E00009722","E00009722","Total",147,11,17,93,18,8
"2011","E00009750","E00009750","Total",106,1,11,70,14,10
"2011","E00009753","E00009753","Total",157,12,29,85,25,6
"2011","E00009721","E00009721","Total",180,14,44,95,26,1
"2011","E00009748","E00009748","Total",121,14,16,59,24,8
"2011","E00009752","E00009752","Total",151,20,39,73,17,2
"2011","E00009754","E00009754","Total",112,14,23,63,10,2
"2011","E00009755","E00009755","Total",132,4,29,74,23,2
"2011","E00009756","E00009756","Total",169,33,31,87,13,5
"2011","E00009273","E00009273","Total",149,27,36,68,12,6
"2011","E00009285","E00009285","Total",131,13,50,56,11,1
"2011","E00009297","E00009297","Total",161,19,49,77,15,1
"2011","E00009298","E00009298","Total",149,15,13,100,17,4
"2011","E00009313","E00009313","Total",142,4,41,73,15,9
"2011","E00009271","E00009271","Total",126,5,29,77,13,2
"2011","E00009276","E00009276","Total",163,11,28,92,24,8
"2011","E00009280","E00009280","Total",117,14,17,63,21,2
"2011","E00009282","E00009282","Total",135,9,26,80,18,2
"2011","E00009284","E00009284","Total",105,0,10,75,13,7
"2011","E00009296","E00009296","Total",149,9,27,83,18,12
"2011","E00009274","E00009274","Total",133,10,22,87,10,4
"2011","E00009277","E00009277","Total",133,13,30,72,15,3
"2011","E00009278","E00009278","Total",162,12,26,99,20,5
"2011","E00009281","E00009281","Total",125,12,26,65,19,3
"2011","E00009283","E00009283","Total",101,22,35,30,11,3
"2011","E00009272","E00009272","Total",110,36,27,39,7,1
"2011","E00009287","E00009287","Total",134,31,37,59,6,1
"2011","E00009303","E00009303","Total",147,22,26,80,16,3
"2011","E00009306","E00009306","Total",139,17,17,81,21,3
"2011","E00009307","E00009307","Total",141,28,44,57,11,1
"2011","E00009286","E00009286","Total",143,32,41,60,9,1
"2011","E00009288","E00009288","Total",163,6,19,123,10,5
"2011","E00009289","E00009289","Total",114,26,29,46,11,2
"2011","E00009299","E00009299","Total",116,24,20,61,9,2
"2011","E00009300","E00009300","Total",106,14,14,60,16,2
"2011","E00009302","E00009302","Total",119,8,19,83,7,2
"2011","E00009229","E00009229","Total",140,7,28,84,20,1
"2011","E00009239","E00009239","Total",150,10,43,77,20,0
"2011","E00009243","E00009243","Total",81,5,21,46,8,1
"2011","E00009245","E00009245","Total",88,3,13,61,9,2
"2011","E00009258","E00009258","Total",151,18,28,94,8,3
"2011","E00009263","E00009263","Total",136,6,30,86,10,4
"2011","E00009268","E00009268","Total",84,3,19,52,9,1
"2011","E00009270","E00009270","Total",126,3,31,83,7,2
"2011","E00009230","E00009230","Total",184,44,38,86,15,1
"2011","E00009240","E00009240","Total",107,29,32,36,10,0
"2011","E00009247","E00009247","Total",148,11,21,102,13,1
"2011","E00009253","E00009253","Total",133,22,27,69,14,1
"2011","E00009269","E00009269","Total",123,30,26,60,5,2
"2011","E00009228","E00009228","Total",151,19,34,79,15,4
"2011","E00009234","E00009234","Total",129,9,38,64,15,3
"2011","E00009235","E00009235","Total",98,9,12,67,8,2
"2011","E00009236","E00009236","Total",112,16,25,67,4,0
"2011","E00009238","E00009238","Total",129,7,21,73,24,4
"2011","E00009266","E00009266","Total",112,9,30,62,9,2
"2011","E00009267","E00009267","Total",156,1,31,112,10,2
"2011","E00009227","E00009227","Total",128,4,24,68,28,4
"2011","E00009259","E00009259","Total",91,9,25,40,14,3
"2011","E00009260","E00009260","Total",97,9,20,50,15,3
"2011","E00009261","E00009261","Total",113,9,21,67,14,2
"2011","E00009262","E00009262","Total",119,1,23,67,26,2
"2011","E00009264","E00009264","Total",103,1,20,62,18,2
"2011","E00009265","E00009265","Total",82,5,12,49,13,3
"2011","E00009308","E00009308","Total",121,3,17,81,20,0
"2011","E00009310","E00009310","Total",110,15,52,42,1,0
"2011","E00009311","E00009311","Total",130,35,58,29,5,3
"2011","E00009312","E00009312","Total",116,8,25,59,22,2
"2011","E00009314","E00009314","Total",130,4,27,69,27,3
"2011","E00167285","E00167285","Total",143,2,20,104,17,0
"2011","E00167286","E00167286","Total",180,2,55,105,16,2
"2011","E00167287","E00167287","Total",117,8,28,62,18,1
"2011","E00167288","E00167288","Total",93,1,25,60,6,1
"2011","E00009291","E00009291","Total",126,16,44,50,16,0
"2011","E00009292","E00009292","Total",146,32,36,57,16,5
"2011","E00009301","E00009301","Total",141,30,41,51,9,10
"2011","E00009304","E00009304","Total",138,21,25,66,14,12
"2011","E00009305","E00009305","Total",100,42,26,27,4,1
"2011","E00009675","E00009675","Total",128,23,29,54,6,16
"2011","E00009676","E00009676","Total",132,79,26,21,6,0
"2011","E00009677","E00009677","Total",93,47,9,33,4,0
"2011","E00009678","E00009678","Total",96,65,17,12,2,0
"2011","E00009680","E00009680","Total",108,69,12,23,4,0
"2011","E00009645","E00009645","Total",125,62,27,31,4,1
"2011","E00009660","E00009660","Total",123,3,42,66,11,1
"2011","E00009664","E00009664","Total",79,7,13,57,2,0
"2011","E00009674","E00009674","Total",108,32,22,40,12,2
"2011","E00009681","E00009681","Total",107,7,9,86,4,1
"2011","E00167289","E00167289","Total",82,19,30,25,3,5
"2011","E00167290","E00167290","Total",113,20,35,48,6,4
"2011","E00167296","E00167296","Total",105,7,19,59,17,3
"2011","E00009459","E00009459","Total",115,8,29,62,11,5
"2011","E00009471","E00009471","Total",116,19,19,56,18,4
"2011","E00009472","E00009472","Total",127,24,45,45,12,1
"2011","E00009475","E00009475","Total",113,13,33,50,9,8
"2011","E00009478","E00009478","Total",102,20,28,47,7,0
"2011","E00009479","E00009479","Total",101,16,39,36,10,0
"2011","E00009468","E00009468","Total",111,15,24,53,16,3
"2011","E00009469","E00009469","Total",112,2,6,95,8,1
"2011","E00009470","E00009470","Total",120,14,24,62,7,13
"2011","E00009473","E00009473","Total",99,14,24,40,14,7
"2011","E00009474","E00009474","Total",99,13,23,55,6,2
