OA11CD,No cars or vans,One car or van,Two cars or vans,Three cars or vans,Four cars or vans
E00016259,40.0,42.30769230769231,15.384615384615385,1.5384615384615385,0.7692307692307693
E00016298,18.705035971223023,50.35971223021583,23.741007194244606,4.316546762589928,2.8776978417266186
E00016299,30.434782608695652,49.27536231884058,18.115942028985508,1.4492753623188406,0.7246376811594203
E00016274,40.51724137931034,44.827586206896555,12.931034482758621,1.7241379310344827,0.0
E00016276,55.333333333333336,39.333333333333336,4.0,0.6666666666666666,0.6666666666666666
E00016277,39.516129032258064,44.354838709677416,10.483870967741936,4.032258064516129,1.6129032258064515
E00016278,35.57692307692308,42.30769230769231,16.346153846153847,4.8076923076923075,0.9615384615384616
E00016285,38.18181818181818,41.81818181818182,18.181818181818183,1.8181818181818181,0.0
E00016256,33.88429752066116,46.28099173553719,18.181818181818183,1.6528925619834711,0.0
E00016284,28.07017543859649,38.59649122807018,23.68421052631579,7.017543859649122,2.6315789473684212
E00016286,27.205882352941178,50.0,19.11764705882353,2.9411764705882355,0.7352941176470589
E00016296,36.666666666666664,46.666666666666664,11.666666666666666,4.166666666666667,0.8333333333333334
E00016297,42.7536231884058,39.130434782608695,14.492753623188406,2.898550724637681,0.7246376811594203
E00016275,48.42767295597484,39.62264150943396,8.176100628930818,1.8867924528301887,1.8867924528301887
E00016279,33.035714285714285,45.535714285714285,14.285714285714286,6.25,0.8928571428571429
E00016280,27.45098039215686,50.98039215686274,19.607843137254903,1.9607843137254901,0.0
E00016283,27.40740740740741,59.25925925925926,8.88888888888889,2.962962962962963,1.4814814814814814
E00016287,33.898305084745765,43.220338983050844,20.338983050847457,2.542372881355932,0.0
E00016513,37.404580152671755,45.80152671755725,11.450381679389313,4.580152671755725,0.7633587786259542
E00016514,57.6,34.4,8.0,0.0,0.0
E00016515,42.63565891472868,35.65891472868217,16.27906976744186,0.0,5.426356589147287
E00016516,45.945945945945944,44.14414414414414,7.207207207207207,1.8018018018018018,0.9009009009009009
E00016519,33.92857142857143,44.642857142857146,15.178571428571429,5.357142857142857,0.8928571428571429
E00016521,51.908396946564885,41.221374045801525,6.106870229007634,0.7633587786259542,0.0
E00016493,39.75155279503105,53.41614906832298,6.832298136645963,0.0,0.0
E00016499,26.050420168067227,44.53781512605042,21.008403361344538,6.722689075630252,1.680672268907563
E00016502,31.77570093457944,47.66355140186916,18.69158878504673,0.0,1.8691588785046729
E00016503,42.20183486238532,50.45871559633027,7.339449541284404,0.0,0.0
E00016507,32.03883495145631,51.45631067961165,14.563106796116505,1.941747572815534,0.0
E00016540,24.369747899159663,48.739495798319325,22.689075630252102,3.361344537815126,0.8403361344537815
E00016498,26.87224669603524,48.01762114537445,21.145374449339208,2.643171806167401,1.3215859030837005
E00016500,53.54330708661417,33.85826771653543,7.874015748031496,3.1496062992125986,1.5748031496062993
E00016505,54.48717948717949,35.8974358974359,8.974358974358974,0.6410256410256411,0.0
E00016541,16.05839416058394,49.63503649635037,24.087591240875913,7.299270072992701,2.9197080291970803
E00016494,35.8974358974359,45.51282051282051,16.025641025641026,2.5641025641025643,0.0
E00016495,36.69724770642202,53.211009174311926,10.091743119266056,0.0,0.0
E00016501,18.120805369127517,46.308724832214764,26.174496644295303,8.724832214765101,0.6711409395973155
E00016508,22.302158273381295,48.92086330935252,22.302158273381295,6.474820143884892,0.0
E00016511,23.2,45.6,23.2,7.2,0.8
E00016504,5.217391304347826,46.95652173913044,34.78260869565217,6.086956521739131,6.956521739130435
E00016506,8.270676691729323,56.390977443609025,29.32330827067669,6.015037593984962,0.0
E00016509,17.72151898734177,44.30379746835443,25.31645569620253,9.49367088607595,3.1645569620253164
E00016510,14.018691588785046,48.598130841121495,29.906542056074766,3.7383177570093458,3.7383177570093458
E00016512,23.387096774193548,42.74193548387097,25.806451612903224,5.645161290322581,2.4193548387096775
E00016750,39.6551724137931,45.689655172413794,14.655172413793103,0.0,0.0
E00016752,26.153846153846153,49.23076923076923,17.692307692307693,5.384615384615385,1.5384615384615385
E00016753,37.03703703703704,48.148148148148145,13.88888888888889,0.9259259259259259,0.0
E00016758,56.737588652482266,36.170212765957444,5.673758865248227,1.4184397163120568,0.0
E00016763,37.121212121212125,46.21212121212121,14.393939393939394,2.272727272727273,0.0
E00016738,46.51162790697674,40.116279069767444,9.30232558139535,2.3255813953488373,1.744186046511628
E00016739,35.294117647058826,50.42016806722689,11.764705882352942,2.5210084033613445,0.0
E00016740,37.142857142857146,54.285714285714285,7.142857142857143,1.4285714285714286,0.0
E00016749,36.22047244094488,51.181102362204726,11.023622047244094,1.5748031496062993,0.0
E00016755,53.40909090909091,31.818181818181817,13.068181818181818,1.7045454545454546,0.0
E00016745,33.125,56.25,9.375,1.25,0.0
