"date","geography","geography code","Rural Urban","Central Heating: All categories: Type of central heating in household; measures: Value","Central Heating: Does not have central heating; measures: Value","Central Heating: Does have central heating; measures: Value","Central Heating: Occupancy rating (rooms) of -1 or less; measures: Value","Central Heating: Occupancy rating (bedrooms) of -1 or less; measures: Value","Central Heating: Average household size; measures: Value","Central Heating: Average number of rooms per household; measures: Value","Central Heating: Average number of bedrooms per household; measures: Value"
"2011","E00022647","E00022647","Total",107,4,103,7,4,2.3,5.0,2.7
"2011","E00022673","E00022673","Total",130,2,128,14,1,2.5,5.6,3.1
"2011","E00022643","E00022643","Total",148,6,142,55,18,2.2,4.0,2.1
"2011","E00022646","E00022646","Total",133,3,130,14,8,2.5,5.3,2.9
"2011","E00022655","E00022655","Total",134,2,132,7,5,2.7,5.9,3.2
"2011","E00022656","E00022656","Total",133,3,130,22,7,2.4,5.0,2.7
"2011","E00022659","E00022659","Total",122,4,118,9,2,2.6,6.6,3.6
"2011","E00022628","E00022628","Total",106,3,103,12,9,3.1,5.7,3.1
"2011","E00022650","E00022650","Total",117,2,115,3,1,2.9,6.8,4.1
"2011","E00022662","E00022662","Total",119,6,113,13,8,2.5,5.4,2.7
"2011","E00022663","E00022663","Total",126,11,115,24,13,2.4,5.1,2.7
"2011","E00022664","E00022664","Total",98,5,93,11,6,2.5,5.6,2.9
"2011","E00023161","E00023161","Total",113,1,112,4,4,3.2,6.3,3.7
"2011","E00023163","E00023163","Total",109,4,105,4,2,2.8,6.2,3.5
"2011","E00023166","E00023166","Total",107,0,107,1,1,3.0,6.6,3.8
"2011","E00023169","E00023169","Total",126,9,117,16,9,2.4,5.1,2.6
"2011","E00023170","E00023170","Total",135,1,134,17,4,2.7,5.6,3.0
"2011","E00023173","E00023173","Total",145,5,140,9,6,2.5,5.4,2.9
"2011","E00023174","E00023174","Total",127,4,123,25,4,2.3,4.6,2.5
"2011","E00023178","E00023178","Total",138,3,135,10,3,2.5,5.7,3.1
"2011","E00023180","E00023180","Total",120,5,115,2,0,2.5,5.6,3.2
"2011","E00023181","E00023181","Total",116,6,110,5,3,2.7,5.7,3.3
"2011","E00023338","E00023338","Total",140,2,138,10,4,3.2,6.7,3.8
"2011","E00023344","E00023344","Total",196,4,192,21,11,2.7,6.2,3.3
"2011","E00023355","E00023355","Total",131,2,129,15,8,2.2,4.4,2.3
"2011","E00023356","E00023356","Total",142,0,142,42,16,2.3,4.4,2.4
"2011","E00022488","E00022488","Total",181,2,179,30,8,2.5,5.0,2.9
"2011","E00022492","E00022492","Total",131,2,129,29,18,2.4,4.5,2.5
"2011","E00022493","E00022493","Total",153,2,151,13,5,2.2,5.1,2.7
"2011","E00022522","E00022522","Total",127,1,126,17,7,2.4,5.1,2.8
"2011","E00022529","E00022529","Total",150,3,147,14,8,2.4,5.3,2.8
"2011","E00022495","E00022495","Total",144,0,144,19,10,1.8,3.4,1.4
"2011","E00022496","E00022496","Total",234,8,226,68,21,1.9,3.4,1.8
"2011","E00022499","E00022499","Total",172,3,169,47,17,2.3,4.3,2.2
"2011","E00022500","E00022500","Total",164,2,162,35,8,2.2,4.2,2.1
"2011","E00022502","E00022502","Total",204,7,197,99,18,2.0,3.1,1.7
"2011","E00022512","E00022512","Total",125,5,120,32,8,2.1,4.0,2.3
"2011","E00022515","E00022515","Total",121,1,120,16,6,1.6,3.6,1.7
"2011","E00022517","E00022517","Total",163,9,154,44,11,2.2,4.3,2.5
"2011","E00022519","E00022519","Total",163,2,161,72,17,1.6,2.9,1.4
"2011","E00022521","E00022521","Total",118,0,118,8,4,2.0,4.3,2.2
"2011","E00022530","E00022530","Total",134,3,131,37,22,2.4,4.3,2.3
"2011","E00022863","E00022863","Total",116,5,111,10,7,3.0,5.9,3.4
"2011","E00022867","E00022867","Total",118,1,117,6,3,2.6,5.8,3.1
"2011","E00022868","E00022868","Total",141,1,140,21,13,2.6,5.3,2.9
"2011","E00022903","E00022903","Total",106,3,103,11,3,2.3,5.6,2.7
"2011","E00022905","E00022905","Total",137,2,135,10,6,2.7,5.8,3.3
"2011","E00022862","E00022862","Total",136,2,134,23,6,2.5,5.4,2.8
"2011","E00022864","E00022864","Total",128,2,126,13,9,2.6,5.4,3.1
"2011","E00022865","E00022865","Total",138,4,134,10,7,2.6,5.4,3.0
"2011","E00022866","E00022866","Total",94,1,93,25,9,2.1,3.8,1.9
"2011","E00022904","E00022904","Total",110,0,110,9,1,2.7,5.8,3.3
"2011","E00023324","E00023324","Total",206,1,205,40,23,2.8,4.6,2.6
"2011","E00023337","E00023337","Total",146,4,142,45,26,2.7,4.4,2.5
"2011","E00170910","E00170910","Total",145,1,144,35,6,2.0,4.0,2.2
"2011","E00170911","E00170911","Total",136,2,134,29,13,2.6,4.5,2.6
"2011","E00170912","E00170912","Total",148,1,147,79,8,2.0,3.0,1.8
"2011","E00170913","E00170913","Total",130,0,130,95,12,1.7,2.6,1.3
"2011","E00023339","E00023339","Total",146,2,144,33,21,2.8,4.4,2.5
"2011","E00023340","E00023340","Total",131,1,130,44,38,2.5,3.9,1.9
"2011","E00023342","E00023342","Total",137,1,136,37,20,2.5,4.0,2.1
"2011","E00023343","E00023343","Total",128,0,128,30,18,3.1,5.1,2.9
"2011","E00023347","E00023347","Total",137,3,134,44,18,2.1,3.7,1.9
"2011","E00023341","E00023341","Total",124,1,123,25,12,2.3,4.8,2.6
"2011","E00023349","E00023349","Total",119,5,114,22,10,2.1,4.0,2.1
"2011","E00023350","E00023350","Total",127,4,123,28,16,3.1,5.0,2.9
"2011","E00023351","E00023351","Total",137,3,134,40,17,2.1,3.7,1.9
"2011","E00023358","E00023358","Total",136,18,118,38,10,1.8,3.8,1.8
"2011","E00023345","E00023345","Total",133,8,125,40,25,2.5,4.1,2.3
"2011","E00023346","E00023346","Total",118,1,117,25,16,2.7,4.3,2.4
"2011","E00023348","E00023348","Total",125,3,122,32,21,2.9,4.5,2.6
"2011","E00023352","E00023352","Total",115,3,112,28,16,2.5,4.1,2.2
"2011","E00023353","E00023353","Total",132,0,132,17,14,2.4,4.6,2.5
"2011","E00023005","E00023005","Total",206,7,199,54,27,2.7,4.5,2.6
"2011","E00023007","E00023007","Total",125,3,122,11,6,2.9,7.3,3.8
"2011","E00023010","E00023010","Total",115,2,113,31,16,3.1,4.7,2.8
"2011","E00023013","E00023013","Total",158,4,154,34,12,1.8,4.1,1.8
"2011","E00170905","E00170905","Total",72,0,72,23,8,3.0,4.7,2.8
"2011","E00170906","E00170906","Total",61,0,61,19,13,3.1,5.0,3.1
"2011","E00023015","E00023015","Total",133,3,130,40,20,3.3,4.9,3.1
"2011","E00023019","E00023019","Total",159,1,158,63,29,2.9,4.2,2.4
"2011","E00023020","E00023020","Total",143,2,141,57,43,2.2,3.5,1.7
"2011","E00023022","E00023022","Total",146,3,143,36,17,1.8,3.4,1.6
"2011","E00023025","E00023025","Total",164,0,164,45,16,2.5,4.2,2.4
"2011","E00023016","E00023016","Total",127,2,125,36,16,2.1,4.1,2.1
"2011","E00023018","E00023018","Total",131,6,125,29,16,3.4,5.4,3.5
"2011","E00023023","E00023023","Total",145,2,143,39,30,2.6,4.2,2.3
"2011","E00023024","E00023024","Total",105,2,103,18,12,2.6,4.6,2.6
"2011","E00023028","E00023028","Total",143,4,139,33,16,2.3,3.8,2.1
"2011","E00023001","E00023001","Total",153,5,148,31,18,2.6,4.6,2.6
"2011","E00023027","E00023027","Total",101,4,97,20,5,2.1,4.8,2.6
"2011","E00023029","E00023029","Total",107,5,102,14,7,2.4,4.7,2.4
"2011","E00023030","E00023030","Total",133,17,116,45,7,2.1,4.2,2.2
"2011","E00023031","E00023031","Total",137,4,133,27,18,2.7,4.7,2.8
"2011","E00022583","E00022583","Total",149,0,149,43,25,3.6,5.0,3.1
"2011","E00022622","E00022622","Total",115,1,114,40,26,4.0,5.2,3.3
"2011","E00022624","E00022624","Total",117,3,114,9,2,1.9,4.1,1.9
"2011","E00022625","E00022625","Total",142,2,140,23,16,2.2,3.9,2.0
"2011","E00022586","E00022586","Total",105,4,101,16,4,2.1,4.3,2.2
"2011","E00022587","E00022587","Total",109,2,107,8,5,2.2,4.8,2.6
"2011","E00022588","E00022588","Total",90,2,88,8,5,2.2,4.5,2.3
"2011","E00022589","E00022589","Total",215,8,207,83,25,2.0,3.4,1.8
"2011","E00022623","E00022623","Total",164,4,160,31,9,2.2,4.3,2.3
"2011","E00170916","E00170916","Total",130,1,129,38,15,2.0,3.8,1.9
"2011","E00170923","E00170923","Total",138,7,131,60,4,1.7,3.1,1.8
"2011","E00022582","E00022582","Total",139,7,132,7,10,2.7,5.7,3.1
"2011","E00022585","E00022585","Total",132,9,123,4,4,2.8,6.0,3.3
"2011","E00022591","E00022591","Total",139,2,137,6,5,2.3,5.1,2.7
"2011","E00022592","E00022592","Total",131,5,126,12,11,2.8,5.6,3.1
"2011","E00023285","E00023285","Total",134,6,128,31,13,2.0,3.7,1.8
"2011","E00023289","E00023289","Total",152,7,145,29,13,2.1,4.1,2.2
"2011","E00023308","E00023308","Total",123,3,120,20,12,2.3,4.9,2.5
"2011","E00023312","E00023312","Total",124,1,123,26,14,1.9,3.6,1.8
"2011","E00023290","E00023290","Total",133,1,132,12,7,2.6,5.2,3.0
"2011","E00023292","E00023292","Total",121,5,116,7,7,2.7,5.4,3.1
"2011","E00023298","E00023298","Total",141,6,135,22,16,2.4,4.4,2.4
"2011","E00023300","E00023300","Total",115,3,112,13,8,2.5,5.2,2.9
"2011","E00023301","E00023301","Total",114,2,112,10,6,2.7,5.6,3.1
"2011","E00023140","E00023140","Total",128,5,123,15,5,2.4,4.7,2.5
"2011","E00023159","E00023159","Total",142,10,132,23,15,1.5,3.0,1.1
"2011","E00023160","E00023160","Total",152,4,148,33,14,2.0,4.0,2.1
"2011","E00023162","E00023162","Total",162,4,158,14,8,2.4,4.6,2.5
"2011","E00023164","E00023164","Total",128,4,124,21,12,2.5,4.7,2.5
"2011","E00023165","E00023165","Total",140,3,137,20,13,2.2,4.1,2.0
"2011","E00023141","E00023141","Total",133,8,125,14,6,2.4,4.6,2.4
"2011","E00023167","E00023167","Total",133,6,127,10,3,2.2,4.4,2.2
"2011","E00023168","E00023168","Total",115,5,110,15,2,2.0,4.1,2.1
"2011","E00023171","E00023171","Total",171,2,169,31,12,2.3,4.3,2.3
"2011","E00023172","E00023172","Total",126,3,123,3,0,2.1,4.7,2.5
"2011","E00023176","E00023176","Total",118,5,113,12,6,2.2,4.4,2.4
"2011","E00023175","E00023175","Total",147,0,147,32,22,1.8,3.6,1.6
"2011","E00023177","E00023177","Total",133,4,129,10,3,2.5,5.0,2.7
"2011","E00023179","E00023179","Total",124,2,122,10,6,2.5,5.2,2.8
"2011","E00023184","E00023184","Total",122,5,117,7,4,2.7,5.9,3.3
"2011","E00023185","E00023185","Total",134,3,131,12,7,1.9,3.9,1.8
"2011","E00023188","E00023188","Total",119,4,115,4,2,2.7,5.7,3.3
"2011","E00023142","E00023142","Total",137,0,137,13,11,2.4,4.9,2.6
"2011","E00023145","E00023145","Total",109,2,107,14,8,2.2,4.3,2.1
"2011","E00023147","E00023147","Total",158,3,155,27,7,2.2,4.4,2.3
"2011","E00023182","E00023182","Total",140,2,138,10,11,2.0,4.4,2.3
"2011","E00023183","E00023183","Total",158,5,153,26,11,2.2,4.4,2.3
"2011","E00023186","E00023186","Total",116,4,112,8,3,2.0,4.2,2.2
"2011","E00023143","E00023143","Total",94,2,92,1,3,2.8,5.9,3.4
"2011","E00023144","E00023144","Total",126,3,123,8,4,2.7,5.8,3.2
"2011","E00023146","E00023146","Total",118,2,116,5,5,2.7,6.1,3.5
"2011","E00023148","E00023148","Total",115,2,113,7,3,2.4,5.2,2.9
"2011","E00023187","E00023187","Total",122,3,119,3,2,2.6,6.2,3.5
"2011","E00022490","E00022490","Total",157,3,154,31,11,2.2,4.2,2.1
"2011","E00022494","E00022494","Total",167,7,160,24,10,2.3,5.0,2.6
"2011","E00022497","E00022497","Total",170,1,169,28,11,2.4,4.6,2.6
"2011","E00022498","E00022498","Total",147,7,140,27,8,2.0,4.1,2.1
"2011","E00022501","E00022501","Total",105,4,101,11,5,2.4,5.1,2.8
"2011","E00022489","E00022489","Total",99,6,93,28,6,2.6,4.6,2.6
"2011","E00022503","E00022503","Total",128,1,127,16,5,2.4,4.9,2.6
"2011","E00022504","E00022504","Total",111,3,108,12,8,2.5,5.2,2.8
"2011","E00022505","E00022505","Total",147,4,143,31,10,2.0,4.3,2.3
"2011","E00022506","E00022506","Total",137,3,134,26,11,2.0,3.9,2.0
"2011","E00022520","E00022520","Total",132,4,128,10,4,2.1,4.7,2.5
"2011","E00022523","E00022523","Total",129,2,127,22,15,2.9,5.6,3.3
"2011","E00022526","E00022526","Total",145,2,143,18,8,2.5,5.3,2.9
"2011","E00022528","E00022528","Total",144,2,142,11,6,2.4,4.8,2.7
"2011","E00022531","E00022531","Total",128,2,126,13,9,2.3,4.5,2.3
"2011","E00022536","E00022536","Total",130,9,121,14,6,2.2,4.6,2.4
"2011","E00022537","E00022537","Total",146,10,136,17,8,2.3,4.8,2.4
"2011","E00022577","E00022577","Total",142,8,134,27,15,2.2,4.1,2.1
"2011","E00022579","E00022579","Total",193,9,184,30,15,2.3,4.5,2.3
"2011","E00170956","E00170956","Total",162,26,136,21,10,1.8,3.7,1.8
"2011","E00170963","E00170963","Total",115,6,109,8,6,2.0,4.4,2.1
"2011","E00170965","E00170965","Total",123,22,101,32,10,1.7,3.2,1.4
"2011","E00022538","E00022538","Total",129,2,127,26,11,2.3,4.4,2.3
"2011","E00022539","E00022539","Total",125,6,119,12,7,2.5,5.4,2.9
"2011","E00022543","E00022543","Total",147,4,143,27,15,2.4,4.7,2.5
"2011","E00022545","E00022545","Total",113,3,110,28,5,1.9,4.1,2.1
"2011","E00022549","E00022549","Total",138,6,132,22,13,2.4,4.7,2.4
"2011","E00022550","E00022550","Total",125,2,123,21,7,2.1,4.6,2.4
"2011","E00022551","E00022551","Total",117,4,113,27,2,1.3,3.1,1.3
"2011","E00022553","E00022553","Total",134,6,128,25,10,1.9,4.3,2.1
"2011","E00022556","E00022556","Total",150,6,144,35,10,2.0,3.8,1.8
"2011","E00022561","E00022561","Total",110,3,107,20,4,1.9,4.4,2.0
"2011","E00022562","E00022562","Total",148,11,137,44,14,1.9,4.0,1.9
"2011","E00022871","E00022871","Total",182,6,176,18,9,2.4,5.4,2.8
"2011","E00022872","E00022872","Total",129,7,122,31,10,2.6,5.4,3.0
"2011","E00022873","E00022873","Total",80,0,80,5,3,3.2,6.7,3.8
"2011","E00022874","E00022874","Total",87,2,85,8,3,1.9,3.6,1.7
"2011","E00022875","E00022875","Total",159,5,154,24,10,2.5,5.5,2.9
"2011","E00022906","E00022906","Total",80,0,80,18,12,2.4,5.0,2.6
"2011","E00022869","E00022869","Total",101,3,98,19,3,2.0,4.2,2.3
"2011","E00022876","E00022876","Total",95,6,89,16,4,2.0,4.4,2.3
"2011","E00022881","E00022881","Total",114,7,107,13,8,2.4,5.0,2.6
"2011","E00170954","E00170954","Total",159,2,157,49,15,2.2,4.2,2.3
"2011","E00170971","E00170971","Total",125,1,124,69,4,1.4,2.7,1.4
"2011","E00171037","E00171037","Total",108,0,108,39,5,1.6,3.1,1.5
"2011","E00171040","E00171040","Total",148,1,147,63,6,1.3,2.7,1.1
"2011","E00022878","E00022878","Total",91,4,87,17,8,2.0,3.8,1.9
"2011","E00022879","E00022879","Total",110,2,108,16,7,2.3,4.6,2.5
"2011","E00022880","E00022880","Total",95,1,94,9,2,2.7,6.3,3.5
"2011","E00022885","E00022885","Total",116,1,115,10,9,2.5,5.7,3.1
"2011","E00022887","E00022887","Total",115,1,114,14,5,2.5,5.4,3.1
"2011","E00022888","E00022888","Total",113,1,112,15,8,2.1,4.4,2.3
"2011","E00022889","E00022889","Total",98,3,95,4,1,2.8,6.9,3.9
"2011","E00022890","E00022890","Total",145,2,143,62,19,2.1,3.8,2.0
"2011","E00022892","E00022892","Total",116,1,115,33,14,2.6,5.1,2.7
"2011","E00022893","E00022893","Total",162,2,160,39,7,2.1,4.7,2.4
"2011","E00022896","E00022896","Total",151,3,148,18,7,2.5,4.9,2.7
"2011","E00023293","E00023293","Total",124,3,121,3,2,3.1,7.4,4.2
"2011","E00023295","E00023295","Total",112,3,109,4,2,3.0,7.5,4.3
"2011","E00023297","E00023297","Total",106,0,106,2,2,3.2,8.5,4.8
"2011","E00023299","E00023299","Total",127,1,126,1,1,2.6,6.9,3.7
"2011","E00023277","E00023277","Total",136,8,128,28,8,2.3,5.0,2.5
"2011","E00023296","E00023296","Total",125,6,119,23,7,2.3,4.7,2.5
"2011","E00023302","E00023302","Total",161,5,156,16,6,2.7,6.4,3.5
"2011","E00023303","E00023303","Total",139,7,132,31,7,1.9,4.1,1.8
"2011","E00023304","E00023304","Total",163,3,160,11,4,2.3,5.1,2.6
"2011","E00023320","E00023320","Total",102,5,97,4,2,3.0,6.5,3.6
"2011","E00023327","E00023327","Total",112,3,109,3,0,2.9,6.4,3.8
"2011","E00023329","E00023329","Total",120,1,119,11,6,2.4,5.3,2.9
"2011","E00023359","E00023359","Total",133,2,131,17,9,2.3,4.6,2.6
"2011","E00023361","E00023361","Total",126,0,126,18,10,2.5,4.5,2.5
"2011","E00023321","E00023321","Total",140,13,127,31,10,1.6,3.3,1.4
"2011","E00023331","E00023331","Total",119,5,114,22,13,2.4,4.9,2.8
"2011","E00023360","E00023360","Total",145,0,145,20,6,1.9,4.3,2.2
"2011","E00023362","E00023362","Total",152,4,148,23,10,2.2,4.3,2.4
"2011","E00023365","E00023365","Total",141,0,141,42,24,2.4,3.9,2.1
"2011","E00023354","E00023354","Total",152,3,149,25,10,2.4,4.2,2.3
"2011","E00023357","E00023357","Total",154,2,152,21,9,2.3,4.4,2.3
"2011","E00023363","E00023363","Total",135,2,133,26,9,2.4,4.2,2.2
"2011","E00023364","E00023364","Total",132,1,131,39,11,2.0,3.8,2.0
"2011","E00023366","E00023366","Total",118,3,115,24,14,2.6,5.0,2.8
"2011","E00023323","E00023323","Total",137,1,136,12,9,2.2,5.2,2.7
"2011","E00023325","E00023325","Total",122,9,113,15,6,2.5,5.4,3.0
"2011","E00023328","E00023328","Total",120,4,116,32,11,2.0,3.6,1.9
"2011","E00023332","E00023332","Total",133,2,131,24,13,2.6,4.3,2.4
"2011","E00023333","E00023333","Total",138,2,136,19,7,1.9,4.2,2.2
"2011","E00023322","E00023322","Total",103,0,103,11,6,2.8,5.7,3.3
"2011","E00023326","E00023326","Total",110,0,110,13,9,2.3,5.3,2.8
"2011","E00023330","E00023330","Total",121,2,119,35,21,2.5,4.0,2.1
"2011","E00023334","E00023334","Total",133,2,131,20,11,2.4,4.4,2.5
"2011","E00023335","E00023335","Total",135,1,134,20,12,2.3,4.3,2.4
"2011","E00022563","E00022563","Total",128,3,125,15,9,2.4,4.9,2.5
"2011","E00022568","E00022568","Total",110,2,108,45,18,2.3,3.8,2.0
"2011","E00022569","E00022569","Total",151,2,149,39,14,2.1,4.0,2.0
"2011","E00022570","E00022570","Total",88,2,86,5,6,2.8,6.1,3.3
"2011","E00022571","E00022571","Total",138,6,132,37,14,2.0,4.4,2.3
"2011","E00022572","E00022572","Total",101,1,100,6,6,2.6,5.5,2.9
"2011","E00022533","E00022533","Total",135,4,131,23,5,2.1,5.2,2.6
"2011","E00022552","E00022552","Total",113,2,111,15,4,3.1,6.6,3.8
"2011","E00022557","E00022557","Total",131,15,116,53,21,2.1,4.1,2.2
"2011","E00022558","E00022558","Total",130,3,127,26,10,2.3,4.6,2.4
"2011","E00022559","E00022559","Total",116,4,112,20,9,2.4,5.4,2.9
"2011","E00022877","E00022877","Total",129,1,128,28,14,2.1,3.9,1.9
"2011","E00022882","E00022882","Total",109,4,105,13,8,2.6,5.6,3.1
"2011","E00022884","E00022884","Total",95,3,92,15,5,2.4,4.9,2.7
"2011","E00022886","E00022886","Total",128,3,125,30,14,2.4,4.8,2.4
"2011","E00022891","E00022891","Total",90,1,89,4,4,2.8,6.8,3.7
"2011","E00022894","E00022894","Total",214,11,203,65,24,1.9,3.7,1.9
"2011","E00022895","E00022895","Total",75,2,73,14,9,2.9,5.3,2.9
"2011","E00022897","E00022897","Total",86,6,80,41,13,1.8,3.0,1.5
"2011","E00170957","E00170957","Total",89,2,87,34,7,2.1,3.6,2.0
"2011","E00170959","E00170959","Total",127,2,125,29,10,2.2,4.3,2.2
"2011","E00170967","E00170967","Total",103,4,99,11,5,1.6,3.4,1.5
"2011","E00171038","E00171038","Total",244,2,242,105,13,1.4,2.9,1.3
"2011","E00171065","E00171065","Total",116,4,112,18,7,2.3,5.5,2.9
"2011","E00022532","E00022532","Total",86,1,85,8,2,2.4,5.5,2.9
"2011","E00022573","E00022573","Total",101,7,94,31,5,2.1,4.4,2.2
"2011","E00022574","E00022574","Total",159,4,155,33,19,2.7,5.4,3.0
"2011","E00022575","E00022575","Total",142,4,138,21,11,2.9,5.6,3.1
"2011","E00022576","E00022576","Total",138,10,128,26,18,2.4,4.4,2.4
"2011","E00022540","E00022540","Total",136,7,129,23,11,1.9,4.1,2.0
"2011","E00022541","E00022541","Total",172,8,164,52,24,2.5,4.3,2.4
"2011","E00022542","E00022542","Total",127,2,125,24,11,2.7,5.1,2.9
"2011","E00022546","E00022546","Total",131,2,129,7,5,2.9,6.3,3.4
"2011","E00022547","E00022547","Total",125,9,116,49,11,2.1,4.2,2.3
"2011","E00022534","E00022534","Total",109,4,105,25,7,2.1,4.3,2.2
"2011","E00022535","E00022535","Total",130,5,125,42,12,2.1,4.4,2.3
"2011","E00022544","E00022544","Total",158,5,153,52,7,2.1,3.9,2.1
"2011","E00022548","E00022548","Total",103,2,101,21,6,2.3,4.7,2.5
"2011","E00022554","E00022554","Total",103,16,87,39,13,2.0,3.8,2.0
"2011","E00022555","E00022555","Total",112,3,109,18,8,2.1,4.6,2.3
"2011","E00022560","E00022560","Total",121,3,118,13,5,2.6,5.4,2.8
"2011","E00022564","E00022564","Total",121,8,113,27,8,2.3,5.1,2.7
"2011","E00022565","E00022565","Total",120,24,96,44,10,1.8,3.6,1.7
"2011","E00022566","E00022566","Total",120,15,105,24,7,2.3,5.4,2.9
"2011","E00022567","E00022567","Total",130,19,111,33,14,2.6,5.4,2.9
"2011","E00022599","E00022599","Total",108,1,107,4,1,2.8,6.0,3.4
"2011","E00022601","E00022601","Total",127,5,122,14,7,2.1,4.5,2.4
"2011","E00022603","E00022603","Total",126,4,122,10,6,2.8,5.5,3.0
"2011","E00022604","E00022604","Total",139,5,134,17,7,2.4,4.6,2.4
"2011","E00022605","E00022605","Total",114,4,110,2,3,2.2,5.2,2.8
"2011","E00022598","E00022598","Total",128,1,127,31,24,2.6,4.3,2.3
"2011","E00022606","E00022606","Total",139,0,139,26,16,2.6,4.6,2.5
"2011","E00022611","E00022611","Total",141,7,134,29,19,2.3,4.2,2.2
"2011","E00170925","E00170925","Total",115,1,114,69,10,1.7,2.8,1.7
"2011","E00170926","E00170926","Total",135,0,135,101,8,1.3,2.3,1.5
"2011","E00170928","E00170928","Total",104,2,102,72,9,1.4,2.4,1.7
"2011","E00170929","E00170929","Total",209,1,208,164,10,1.4,2.2,1.6
"2011","E00022580","E00022580","Total",136,1,135,23,14,2.7,4.8,2.5
"2011","E00022597","E00022597","Total",112,2,110,32,18,2.4,4.2,2.2
"2011","E00022607","E00022607","Total",142,8,134,24,9,1.7,3.6,1.7
"2011","E00022608","E00022608","Total",96,0,96,31,22,2.3,4.1,2.1
"2011","E00022609","E00022609","Total",133,5,128,13,4,2.4,4.9,2.6
"2011","E00022610","E00022610","Total",125,8,117,11,10,2.4,5.1,2.8
"2011","E00022590","E00022590","Total",92,3,89,6,5,2.3,4.8,2.5
"2011","E00022593","E00022593","Total",144,5,139,7,3,2.2,5.0,2.6
"2011","E00022594","E00022594","Total",141,6,135,10,6,2.2,4.5,2.3
"2011","E00022595","E00022595","Total",125,1,124,3,2,2.2,4.6,2.4
"2011","E00022596","E00022596","Total",143,4,139,22,10,2.0,3.9,1.9
"2011","E00022600","E00022600","Total",139,4,135,36,10,2.1,4.1,2.1
"2011","E00022773","E00022773","Total",114,2,112,7,5,2.5,5.1,2.7
"2011","E00022774","E00022774","Total",116,2,114,15,10,2.4,4.9,2.5
"2011","E00022803","E00022803","Total",169,4,165,29,14,2.1,4.3,2.3
"2011","E00022804","E00022804","Total",120,1,119,15,7,2.2,4.6,2.4
"2011","E00022806","E00022806","Total",125,4,121,30,21,2.5,4.2,2.1
"2011","E00023236","E00023236","Total",125,5,120,18,13,3.4,6.0,3.5
"2011","E00023258","E00023258","Total",151,1,150,37,15,2.6,4.7,2.7
"2011","E00023262","E00023262","Total",139,7,132,19,15,3.0,5.5,3.2
"2011","E00023267","E00023267","Total",155,10,145,29,10,2.4,4.6,2.4
"2011","E00023235","E00023235","Total",122,3,119,17,9,2.6,4.7,2.6
"2011","E00023237","E00023237","Total",135,4,131,26,18,3.4,5.1,2.9
"2011","E00023260","E00023260","Total",158,6,152,62,40,3.5,4.7,2.7
"2011","E00023264","E00023264","Total",143,1,142,20,14,3.2,5.7,3.2
"2011","E00023254","E00023254","Total",134,2,132,17,8,3.0,5.8,3.3
"2011","E00023255","E00023255","Total",133,0,133,16,7,2.5,5.2,2.8
"2011","E00023256","E00023256","Total",132,3,129,15,11,2.9,5.8,3.2
"2011","E00023257","E00023257","Total",128,5,123,9,12,3.4,6.1,3.5
"2011","E00022800","E00022800","Total",102,6,96,16,11,2.7,4.7,2.5
"2011","E00022801","E00022801","Total",90,4,86,15,11,2.6,4.5,2.3
"2011","E00022802","E00022802","Total",109,5,104,19,15,2.2,4.1,2.0
"2011","E00170931","E00170931","Total",135,1,134,12,11,3.0,5.6,3.0
"2011","E00170932","E00170932","Total",143,6,137,15,14,2.9,5.8,3.0
"2011","E00170934","E00170934","Total",70,5,65,12,8,2.2,4.3,2.1
"2011","E00022777","E00022777","Total",134,3,131,26,22,2.4,4.2,2.1
"2011","E00022778","E00022778","Total",115,0,115,13,10,2.3,4.3,2.3
"2011","E00022783","E00022783","Total",88,2,86,12,13,2.8,5.1,2.9
"2011","E00022807","E00022807","Total",111,0,111,19,12,2.6,4.7,2.6
"2011","E00022809","E00022809","Total",121,5,116,21,17,2.4,4.2,2.2
"2011","E00023240","E00023240","Total",178,4,174,40,26,2.9,4.8,2.7
"2011","E00023261","E00023261","Total",122,3,119,12,14,3.7,6.3,3.7
"2011","E00023269","E00023269","Total",144,3,141,25,20,3.2,5.3,3.0
"2011","E00023270","E00023270","Total",188,2,186,52,32,2.9,4.8,2.7
"2011","E00023238","E00023238","Total",157,6,151,74,26,2.5,4.0,2.2
"2011","E00023263","E00023263","Total",131,4,127,25,14,2.3,4.4,2.4
"2011","E00023268","E00023268","Total",128,4,124,21,14,2.2,4.1,2.1
"2011","E00023271","E00023271","Total",140,1,139,69,10,2.0,3.5,1.8
"2011","E00023275","E00023275","Total",121,5,116,41,28,2.9,4.3,2.4
"2011","E00023234","E00023234","Total",130,2,128,26,11,2.2,4.4,2.4
"2011","E00023239","E00023239","Total",143,4,139,38,28,2.3,4.0,1.9
"2011","E00023245","E00023245","Total",152,3,149,49,32,2.9,4.5,2.3
"2011","E00023272","E00023272","Total",150,1,149,27,16,2.5,4.6,2.4
"2011","E00023274","E00023274","Total",155,6,149,26,23,2.2,3.9,1.9
"2011","E00023276","E00023276","Total",125,2,123,27,16,2.3,4.2,2.0
"2011","E00023241","E00023241","Total",107,3,104,19,12,2.4,4.4,2.4
"2011","E00023246","E00023246","Total",130,7,123,28,10,2.3,4.3,2.3
"2011","E00023259","E00023259","Total",140,4,136,39,17,1.9,3.6,1.7
