"date","geography","geography code","Rural Urban","Central Heating: All categories: Type of central heating in household; measures: Value","Central Heating: Does not have central heating; measures: Value","Central Heating: Does have central heating; measures: Value","Central Heating: Occupancy rating (rooms) of -1 or less; measures: Value","Central Heating: Occupancy rating (bedrooms) of -1 or less; measures: Value","Central Heating: Average household size; measures: Value","Central Heating: Average number of rooms per household; measures: Value","Central Heating: Average number of bedrooms per household; measures: Value"
"2011","E00009695","E00009695","Total",114,1,113,19,7,2.5,4.5,2.5
"2011","E00009697","E00009697","Total",115,2,113,23,15,2.2,4.1,2.1
"2011","E00009868","E00009868","Total",114,2,112,28,19,2.2,4.0,2.0
"2011","E00009869","E00009869","Total",178,8,170,82,31,2.1,3.4,1.7
"2011","E00009870","E00009870","Total",137,1,136,51,29,2.0,3.5,1.7
"2011","E00009879","E00009879","Total",120,2,118,33,16,2.3,4.2,2.2
"2011","E00009902","E00009902","Total",157,7,150,45,23,2.4,4.3,2.4
"2011","E00009903","E00009903","Total",151,14,137,44,29,2.2,3.9,1.8
"2011","E00009871","E00009871","Total",163,1,162,66,31,2.5,3.8,2.0
"2011","E00009874","E00009874","Total",117,1,116,36,30,2.8,4.4,2.3
"2011","E00009882","E00009882","Total",101,1,100,36,28,2.7,4.2,2.1
"2011","E00009884","E00009884","Total",162,4,158,62,35,2.6,4.1,2.2
"2011","E00009885","E00009885","Total",117,3,114,50,37,2.4,3.7,1.7
"2011","E00009888","E00009888","Total",124,3,121,59,22,2.3,3.6,2.0
"2011","E00009867","E00009867","Total",232,7,225,96,46,2.2,3.7,2.0
"2011","E00009876","E00009876","Total",184,8,176,83,31,2.1,3.6,1.8
"2011","E00009880","E00009880","Total",119,4,115,25,18,2.4,4.5,2.3
"2011","E00009892","E00009892","Total",118,4,114,18,18,2.4,4.8,2.3
"2011","E00009894","E00009894","Total",134,2,132,37,26,2.4,4.3,2.1
"2011","E00009901","E00009901","Total",172,9,163,63,33,2.4,4.0,2.1
"2011","E00009893","E00009893","Total",166,4,162,36,18,2.3,4.4,2.3
"2011","E00009895","E00009895","Total",148,8,140,68,25,2.0,3.5,1.8
"2011","E00009898","E00009898","Total",134,7,127,46,23,2.1,3.5,1.7
"2011","E00009899","E00009899","Total",145,5,140,40,17,2.3,3.9,2.0
"2011","E00009900","E00009900","Total",183,5,178,86,35,2.2,3.7,1.9
"2011","E00010216","E00010216","Total",142,8,134,49,31,2.5,3.8,2.0
"2011","E00010233","E00010233","Total",122,7,115,35,24,2.9,4.5,2.5
"2011","E00010248","E00010248","Total",134,6,128,36,29,2.6,4.3,2.2
"2011","E00010249","E00010249","Total",142,6,136,39,20,2.5,4.4,2.3
"2011","E00010250","E00010250","Total",97,8,89,27,19,2.2,3.8,1.9
"2011","E00010214","E00010214","Total",149,20,129,73,27,2.2,3.3,1.8
"2011","E00010217","E00010217","Total",176,0,176,60,40,2.9,4.2,2.3
"2011","E00010220","E00010220","Total",119,6,113,48,30,2.6,4.1,2.2
"2011","E00010221","E00010221","Total",119,5,114,40,23,2.5,3.8,2.1
"2011","E00010245","E00010245","Total",134,2,132,63,34,2.2,3.7,1.9
"2011","E00010223","E00010223","Total",123,5,118,51,33,2.7,3.8,2.0
"2011","E00010224","E00010224","Total",130,2,128,50,37,2.1,3.5,1.5
"2011","E00010228","E00010228","Total",111,4,107,45,36,2.4,3.6,1.7
"2011","E00010229","E00010229","Total",116,1,115,48,30,2.9,4.0,2.1
"2011","E00010231","E00010231","Total",159,3,156,65,59,2.5,3.8,1.8
"2011","E00010234","E00010234","Total",125,4,121,38,26,2.8,4.4,2.3
"2011","E00010237","E00010237","Total",134,7,127,45,21,2.8,4.3,2.4
"2011","E00010239","E00010239","Total",117,5,112,25,13,2.8,4.7,2.5
"2011","E00010240","E00010240","Total",116,3,113,39,19,2.9,4.4,2.5
"2011","E00010242","E00010242","Total",119,7,112,52,29,2.4,3.8,2.0
"2011","E00010243","E00010243","Total",129,9,120,29,20,2.9,4.7,2.5
"2011","E00009840","E00009840","Total",133,2,131,10,4,2.6,5.4,2.6
"2011","E00009843","E00009843","Total",139,3,136,13,11,2.8,6.5,3.2
"2011","E00009863","E00009863","Total",130,1,129,11,7,2.6,5.8,3.2
"2011","E00009864","E00009864","Total",118,0,118,19,9,2.8,5.3,2.8
"2011","E00009865","E00009865","Total",121,2,119,26,17,3.0,4.9,2.8
"2011","E00009872","E00009872","Total",146,1,145,50,39,2.9,4.2,2.2
"2011","E00009877","E00009877","Total",211,10,201,65,42,2.9,4.4,2.4
"2011","E00009878","E00009878","Total",98,0,98,34,25,2.3,3.8,1.9
"2011","E00009881","E00009881","Total",121,6,115,44,31,2.5,3.9,2.0
"2011","E00009905","E00009905","Total",152,3,149,46,33,2.7,4.5,2.5
"2011","E00009873","E00009873","Total",140,3,137,33,19,2.4,4.8,2.5
"2011","E00009883","E00009883","Total",150,4,146,37,12,1.9,4.0,2.0
"2011","E00009886","E00009886","Total",104,5,99,31,21,2.2,3.8,1.7
"2011","E00009887","E00009887","Total",119,5,114,40,27,2.3,3.9,2.1
"2011","E00009889","E00009889","Total",113,3,110,14,2,2.5,5.2,2.8
"2011","E00009890","E00009890","Total",123,2,121,50,17,2.1,3.8,1.9
"2011","E00009875","E00009875","Total",157,5,152,22,8,1.9,4.6,2.3
"2011","E00009896","E00009896","Total",143,10,133,48,30,2.2,3.7,1.9
"2011","E00009897","E00009897","Total",117,0,117,3,3,2.8,6.1,3.4
"2011","E00009904","E00009904","Total",134,0,134,17,13,2.8,5.7,3.2
"2011","E00170302","E00170302","Total",126,5,121,61,31,2.2,3.3,1.7
"2011","E00170303","E00170303","Total",136,4,132,8,3,2.8,5.8,3.2
"2011","E00170304","E00170304","Total",130,9,121,72,16,2.1,3.1,1.7
"2011","E00010511","E00010511","Total",130,0,130,23,12,3.0,5.0,2.8
"2011","E00010512","E00010512","Total",144,7,137,37,31,2.9,4.9,2.8
"2011","E00010515","E00010515","Total",131,2,129,21,17,3.0,5.3,3.0
"2011","E00010516","E00010516","Total",126,4,122,24,22,3.2,5.0,2.8
"2011","E00010519","E00010519","Total",116,3,113,27,15,2.7,5.1,2.8
"2011","E00010520","E00010520","Total",131,5,126,39,23,2.7,4.4,2.4
"2011","E00010521","E00010521","Total",141,2,139,40,33,2.8,4.4,2.3
"2011","E00010524","E00010524","Total",131,4,127,30,29,2.7,4.5,2.4
"2011","E00010527","E00010527","Total",126,5,121,33,25,2.9,4.5,2.5
"2011","E00010498","E00010498","Total",143,8,135,42,38,2.9,5.0,2.3
"2011","E00010526","E00010526","Total",149,3,146,46,34,2.9,4.7,2.6
"2011","E00010529","E00010529","Total",140,7,133,42,28,2.8,4.4,2.3
"2011","E00010530","E00010530","Total",151,4,147,30,26,2.7,4.5,2.3
"2011","E00010497","E00010497","Total",122,2,120,40,29,2.9,4.5,2.2
"2011","E00010504","E00010504","Total",123,3,120,41,35,2.6,4.2,2.2
"2011","E00010505","E00010505","Total",107,4,103,28,24,2.9,4.3,2.3
"2011","E00010507","E00010507","Total",134,7,127,39,38,2.8,4.5,2.3
"2011","E00010510","E00010510","Total",106,4,102,35,38,3.1,4.4,2.3
"2011","E00010513","E00010513","Total",130,0,130,34,21,2.7,4.4,2.4
"2011","E00010514","E00010514","Total",123,0,123,21,16,2.9,5.1,2.9
"2011","E00010517","E00010517","Total",110,0,110,56,43,3.3,4.3,2.4
"2011","E00010523","E00010523","Total",137,2,135,25,19,2.5,4.8,2.5
"2011","E00010525","E00010525","Total",135,4,131,39,27,2.8,4.6,2.5
"2011","E00010495","E00010495","Total",121,7,114,32,23,2.7,4.4,2.4
"2011","E00010501","E00010501","Total",148,8,140,54,33,2.5,4.2,2.1
"2011","E00010518","E00010518","Total",107,1,106,41,22,3.3,4.7,2.8
"2011","E00010522","E00010522","Total",201,8,193,99,60,2.1,3.3,1.5
"2011","E00010528","E00010528","Total",112,12,100,54,39,2.0,3.1,1.3
"2011","E00010496","E00010496","Total",139,4,135,47,35,2.9,4.4,2.3
"2011","E00010499","E00010499","Total",141,3,138,31,24,2.9,4.5,2.4
"2011","E00010500","E00010500","Total",124,2,122,28,29,3.0,5.0,2.5
"2011","E00010508","E00010508","Total",137,2,135,30,31,2.7,4.5,2.3
"2011","E00010494","E00010494","Total",124,1,123,50,43,2.9,4.2,2.1
"2011","E00010502","E00010502","Total",120,3,117,36,24,2.4,4.3,2.3
"2011","E00010503","E00010503","Total",112,4,108,30,16,3.0,4.5,2.6
"2011","E00010506","E00010506","Total",112,2,110,25,23,2.7,4.5,2.2
"2011","E00010509","E00010509","Total",136,5,131,31,27,2.6,4.4,2.2
"2011","E00010531","E00010531","Total",129,4,125,36,12,2.0,4.0,2.0
"2011","E00010560","E00010560","Total",112,6,106,34,11,2.0,3.8,1.9
"2011","E00010561","E00010561","Total",110,3,107,33,11,2.5,4.4,2.4
"2011","E00010565","E00010565","Total",123,1,122,26,18,2.4,4.4,2.2
"2011","E00010567","E00010567","Total",130,3,127,18,10,2.4,5.0,2.6
"2011","E00010536","E00010536","Total",119,6,113,26,22,2.5,4.4,2.2
"2011","E00010537","E00010537","Total",132,2,130,35,29,2.8,4.6,2.4
"2011","E00010538","E00010538","Total",127,4,123,22,13,2.8,5.0,2.7
"2011","E00010539","E00010539","Total",176,10,166,67,37,2.9,4.3,2.4
"2011","E00010540","E00010540","Total",144,4,140,35,20,2.7,4.8,2.6
"2011","E00010535","E00010535","Total",149,3,146,51,28,2.5,4.2,2.2
"2011","E00010541","E00010541","Total",142,6,136,53,26,2.5,4.2,2.2
"2011","E00010542","E00010542","Total",155,5,150,71,23,2.2,3.9,2.1
"2011","E00010543","E00010543","Total",139,5,134,33,26,3.1,5.4,2.8
"2011","E00010546","E00010546","Total",167,5,162,61,40,2.2,3.6,1.7
"2011","E00010532","E00010532","Total",153,1,152,56,30,2.3,3.8,1.9
"2011","E00010548","E00010548","Total",157,2,155,55,28,2.2,3.6,1.9
"2011","E00010549","E00010549","Total",148,0,148,51,23,2.5,4.1,2.3
"2011","E00010564","E00010564","Total",129,3,126,63,26,2.6,3.7,2.2
"2011","E00010566","E00010566","Total",137,5,132,82,41,2.3,2.9,1.6
"2011","E00010568","E00010568","Total",137,8,129,49,29,2.5,4.5,2.5
"2011","E00010550","E00010550","Total",146,3,143,58,43,3.0,4.2,2.2
"2011","E00010552","E00010552","Total",143,2,141,54,35,3.1,4.2,2.3
"2011","E00010554","E00010554","Total",128,3,125,52,37,2.4,3.7,1.8
"2011","E00010558","E00010558","Total",243,1,242,95,57,2.3,3.6,1.7
"2011","E00010563","E00010563","Total",153,2,151,50,26,2.5,4.2,2.4
"2011","E00010533","E00010533","Total",174,5,169,36,26,2.8,4.8,2.7
"2011","E00010551","E00010551","Total",157,8,149,50,40,2.9,4.7,2.6
"2011","E00010559","E00010559","Total",217,3,214,89,71,2.8,4.0,2.0
"2011","E00010562","E00010562","Total",132,2,130,55,33,2.9,4.2,2.4
"2011","E00010545","E00010545","Total",167,4,163,40,30,2.8,4.8,2.6
"2011","E00010547","E00010547","Total",144,0,144,27,15,2.9,5.4,3.0
"2011","E00010553","E00010553","Total",183,7,176,76,50,3.1,4.5,2.6
"2011","E00010555","E00010555","Total",152,8,144,31,21,2.6,4.6,2.4
"2011","E00010534","E00010534","Total",114,1,113,28,19,2.9,4.9,2.8
"2011","E00010544","E00010544","Total",129,2,127,26,24,3.0,5.2,2.9
"2011","E00010556","E00010556","Total",156,7,149,33,23,2.7,4.8,2.7
"2011","E00010557","E00010557","Total",102,3,99,23,20,2.9,4.8,2.7
"2011","E00009844","E00009844","Total",137,0,137,7,6,2.8,6.3,3.4
"2011","E00009846","E00009846","Total",134,4,130,11,5,3.0,6.5,3.5
"2011","E00009850","E00009850","Total",129,3,126,9,6,2.3,5.2,2.8
"2011","E00009855","E00009855","Total",155,6,149,33,13,2.3,4.6,2.4
"2011","E00009866","E00009866","Total",136,6,130,7,5,2.7,6.5,3.5
"2011","E00009835","E00009835","Total",134,4,130,13,10,2.6,5.7,3.0
"2011","E00009842","E00009842","Total",123,4,119,14,11,2.4,4.7,2.5
"2011","E00009845","E00009845","Total",127,4,123,18,12,2.4,4.9,2.6
"2011","E00009853","E00009853","Total",118,1,117,20,6,2.3,4.8,2.6
"2011","E00009856","E00009856","Total",165,3,162,44,22,2.3,4.3,2.3
"2011","E00009837","E00009837","Total",105,2,103,19,12,2.1,4.1,2.0
"2011","E00009838","E00009838","Total",142,5,137,2,3,2.5,5.4,2.9
"2011","E00009839","E00009839","Total",143,2,141,6,2,2.2,4.9,2.4
"2011","E00009841","E00009841","Total",128,2,126,1,3,2.9,6.1,3.2
"2011","E00009847","E00009847","Total",139,0,139,14,9,2.7,5.7,2.9
"2011","E00009849","E00009849","Total",136,0,136,19,9,2.5,5.3,2.8
"2011","E00009851","E00009851","Total",144,0,144,8,7,3.0,7.0,3.9
"2011","E00009852","E00009852","Total",132,5,127,15,8,2.9,6.5,3.7
"2011","E00009857","E00009857","Total",123,3,120,9,5,2.8,7.1,3.9
"2011","E00010182","E00010182","Total",140,0,140,32,27,2.8,5.0,2.6
"2011","E00010183","E00010183","Total",139,2,137,36,29,2.5,4.4,2.3
"2011","E00010185","E00010185","Total",140,4,136,35,29,2.8,4.7,2.6
"2011","E00010212","E00010212","Total",133,7,126,26,16,3.1,5.3,3.0
"2011","E00010184","E00010184","Total",139,9,130,50,32,2.7,4.4,2.5
"2011","E00010199","E00010199","Total",111,4,107,26,18,2.7,5.1,2.7
"2011","E00010201","E00010201","Total",140,2,138,24,27,2.8,5.0,2.7
"2011","E00010202","E00010202","Total",128,1,127,50,35,2.9,4.5,2.5
"2011","E00010210","E00010210","Total",127,2,125,25,16,2.6,4.7,2.5
"2011","E00010177","E00010177","Total",131,4,127,43,32,2.3,3.6,1.8
"2011","E00010196","E00010196","Total",127,9,118,56,32,2.3,3.6,1.9
"2011","E00010197","E00010197","Total",133,9,124,37,21,2.3,4.1,2.1
"2011","E00010198","E00010198","Total",113,7,106,27,27,2.6,4.4,2.2
"2011","E00010206","E00010206","Total",127,12,115,26,29,2.3,4.3,1.9
"2011","E00010207","E00010207","Total",128,4,124,35,29,2.5,4.3,2.1
"2011","E00010200","E00010200","Total",158,4,154,68,42,2.8,3.9,2.2
"2011","E00010205","E00010205","Total",152,3,149,52,36,2.7,4.1,2.1
"2011","E00010208","E00010208","Total",129,2,127,31,24,2.4,4.3,2.1
"2011","E00010209","E00010209","Total",145,7,138,36,33,2.6,4.5,2.2
"2011","E00010211","E00010211","Total",125,4,121,27,26,3.0,5.0,2.6
"2011","E00009932","E00009932","Total",130,4,126,40,24,2.6,4.8,2.3
"2011","E00009933","E00009933","Total",110,0,110,29,18,2.4,4.3,2.3
"2011","E00009934","E00009934","Total",149,3,146,49,28,2.5,4.2,2.2
"2011","E00009937","E00009937","Total",123,6,117,41,23,2.4,4.2,2.2
"2011","E00009942","E00009942","Total",123,7,116,38,24,2.8,4.5,2.4
"2011","E00009929","E00009929","Total",114,2,112,45,23,2.8,4.3,2.4
"2011","E00009930","E00009930","Total",131,1,130,43,26,2.8,4.3,2.3
"2011","E00009931","E00009931","Total",120,3,117,48,23,2.1,3.4,1.7
"2011","E00009935","E00009935","Total",119,4,115,31,30,2.7,4.3,2.2
"2011","E00009938","E00009938","Total",121,1,120,40,20,2.7,4.1,2.3
"2011","E00009907","E00009907","Total",184,1,183,61,44,2.3,3.6,1.7
"2011","E00009908","E00009908","Total",163,6,157,80,21,1.9,3.4,1.7
"2011","E00009927","E00009927","Total",198,3,195,75,43,2.5,4.1,2.2
"2011","E00009928","E00009928","Total",161,2,159,42,27,2.4,4.1,2.2
"2011","E00009936","E00009936","Total",113,3,110,28,13,2.1,3.6,1.7
"2011","E00009915","E00009915","Total",214,6,208,98,47,2.5,4.0,2.4
"2011","E00009924","E00009924","Total",177,3,174,90,50,2.2,3.3,1.6
"2011","E00009939","E00009939","Total",182,8,174,69,31,2.3,3.8,2.0
"2011","E00009940","E00009940","Total",152,2,150,60,47,3.1,4.5,2.4
"2011","E00009944","E00009944","Total",121,3,118,34,28,3.1,4.7,2.7
"2011","E00010423","E00010423","Total",138,2,136,44,32,2.9,4.5,2.3
"2011","E00010424","E00010424","Total",147,4,143,70,47,2.6,3.9,2.1
"2011","E00010426","E00010426","Total",115,10,105,50,36,2.4,3.4,1.6
"2011","E00010428","E00010428","Total",183,9,174,71,33,2.1,3.3,1.7
"2011","E00010429","E00010429","Total",146,12,134,48,25,2.6,4.2,2.2
"2011","E00010433","E00010433","Total",120,0,120,44,29,2.2,3.8,1.9
"2011","E00010432","E00010432","Total",160,3,157,63,45,2.6,4.2,2.2
"2011","E00010436","E00010436","Total",174,9,165,62,44,3.7,4.3,2.3
"2011","E00010444","E00010444","Total",107,3,104,41,32,2.6,3.9,2.0
"2011","E00010446","E00010446","Total",116,1,115,23,15,3.0,4.3,2.2
"2011","E00010449","E00010449","Total",129,1,128,30,23,3.0,4.1,2.2
"2011","E00010438","E00010438","Total",135,0,135,44,36,2.9,4.4,2.4
"2011","E00010442","E00010442","Total",141,4,137,34,26,3.1,4.9,2.6
"2011","E00010443","E00010443","Total",132,4,128,31,24,3.0,4.7,2.5
"2011","E00010445","E00010445","Total",131,3,128,25,17,3.0,5.0,2.8
"2011","E00010451","E00010451","Total",105,0,105,33,23,2.7,4.2,2.2
"2011","E00010452","E00010452","Total",128,2,126,38,29,3.6,4.2,2.3
"2011","E00010453","E00010453","Total",111,1,110,30,19,2.8,4.5,2.7
"2011","E00010454","E00010454","Total",116,0,116,35,26,2.8,4.6,2.7
"2011","E00010455","E00010455","Total",155,5,150,86,27,2.5,3.7,2.2
"2011","E00010458","E00010458","Total",126,1,125,52,39,2.9,4.0,2.0
"2011","E00010465","E00010465","Total",133,0,133,42,35,2.8,4.1,2.2
"2011","E00010467","E00010467","Total",159,0,159,58,47,2.7,4.1,2.1
"2011","E00010469","E00010469","Total",150,0,150,53,44,2.3,3.6,1.7
"2011","E00010477","E00010477","Total",116,4,112,62,26,2.8,4.0,2.1
"2011","E00010478","E00010478","Total",121,3,118,33,31,2.7,4.3,2.2
"2011","E00010483","E00010483","Total",122,5,117,46,16,2.5,4.2,2.4
"2011","E00010485","E00010485","Total",115,2,113,17,8,3.0,5.6,3.1
"2011","E00010492","E00010492","Total",131,7,124,37,27,2.3,4.1,2.2
"2011","E00010456","E00010456","Total",173,6,167,48,27,2.6,4.8,2.6
"2011","E00010464","E00010464","Total",135,3,132,43,34,3.0,4.7,2.5
"2011","E00010466","E00010466","Total",120,3,117,23,19,2.5,5.1,2.6
"2011","E00010471","E00010471","Total",125,7,118,35,28,2.5,4.6,2.3
"2011","E00010476","E00010476","Total",135,4,131,25,16,2.8,5.2,2.8
"2011","E00010468","E00010468","Total",238,3,235,99,79,2.2,3.3,1.4
"2011","E00010470","E00010470","Total",111,1,110,44,38,3.2,4.4,2.4
"2011","E00010472","E00010472","Total",88,1,87,46,38,2.9,3.6,1.8
"2011","E00010473","E00010473","Total",102,0,102,33,20,1.5,2.9,1.1
"2011","E00010475","E00010475","Total",105,1,104,40,39,2.3,3.6,1.6
"2011","E00009833","E00009833","Total",116,5,111,13,4,2.6,6.1,3.1
"2011","E00009854","E00009854","Total",122,3,119,9,4,2.5,6.3,3.5
"2011","E00009860","E00009860","Total",136,0,136,14,6,2.7,6.0,3.2
"2011","E00009861","E00009861","Total",115,5,110,17,5,2.6,5.7,3.0
"2011","E00009862","E00009862","Total",144,1,143,23,10,2.3,5.2,2.7
"2011","E00009832","E00009832","Total",125,2,123,14,6,2.5,5.3,2.8
"2011","E00009834","E00009834","Total",132,6,126,29,18,2.2,4.7,2.2
"2011","E00009836","E00009836","Total",119,3,116,20,13,2.3,5.0,2.5
"2011","E00009848","E00009848","Total",148,5,143,45,19,2.2,4.7,2.5
"2011","E00009858","E00009858","Total",116,1,115,19,7,2.3,4.5,2.2
"2011","E00009859","E00009859","Total",138,4,134,44,11,2.6,5.2,2.7
"2011","E00009989","E00009989","Total",101,22,79,13,4,2.0,4.6,2.3
"2011","E00009992","E00009992","Total",147,2,145,14,4,2.8,6.2,3.4
"2011","E00010002","E00010002","Total",106,1,105,10,2,2.3,4.9,2.5
"2011","E00010023","E00010023","Total",114,4,110,19,9,1.9,3.6,1.7
"2011","E00010024","E00010024","Total",121,2,119,5,4,2.9,6.1,3.4
"2011","E00010025","E00010025","Total",109,17,92,15,9,1.9,3.6,1.7
"2011","E00009995","E00009995","Total",129,8,121,20,11,2.3,4.7,2.4
"2011","E00009997","E00009997","Total",174,16,158,46,26,2.0,3.8,1.9
"2011","E00009998","E00009998","Total",165,15,150,68,11,2.2,4.6,2.4
"2011","E00010001","E00010001","Total",136,7,129,20,9,2.3,5.2,2.7
"2011","E00010026","E00010026","Total",126,9,117,16,8,2.0,4.2,2.0
"2011","E00010422","E00010422","Total",122,3,119,44,31,4.4,4.3,2.2
"2011","E00010425","E00010425","Total",129,2,127,38,31,2.6,4.2,2.3
"2011","E00010427","E00010427","Total",131,2,129,51,27,2.7,4.1,2.1
"2011","E00010430","E00010430","Total",137,3,134,32,18,2.5,4.6,2.5
"2011","E00010439","E00010439","Total",76,2,74,22,16,2.8,4.2,2.2
"2011","E00010431","E00010431","Total",126,5,121,45,32,2.8,4.2,2.1
"2011","E00010435","E00010435","Total",136,5,131,37,26,2.5,4.2,2.1
"2011","E00010437","E00010437","Total",132,1,131,38,29,3.3,4.4,2.4
"2011","E00010440","E00010440","Total",124,2,122,34,22,3.1,4.7,2.5
"2011","E00010441","E00010441","Total",121,4,117,33,29,3.2,4.9,2.7
"2011","E00010416","E00010416","Total",146,24,122,45,28,1.9,3.4,1.5
"2011","E00010417","E00010417","Total",127,0,127,38,27,2.8,4.3,2.5
"2011","E00010418","E00010418","Total",140,21,119,50,30,2.3,3.6,1.8
"2011","E00010419","E00010419","Total",138,13,125,42,24,2.2,3.7,1.8
"2011","E00010420","E00010420","Total",135,4,131,39,29,2.7,4.2,2.3
"2011","E00010421","E00010421","Total",161,2,159,58,42,2.5,3.8,1.9
"2011","E00010434","E00010434","Total",104,30,74,31,15,1.7,3.2,1.4
"2011","E00010415","E00010415","Total",118,0,118,40,24,3.4,4.6,2.7
"2011","E00010447","E00010447","Total",122,0,122,32,23,3.2,5.3,3.0
"2011","E00010448","E00010448","Total",129,3,126,34,22,3.1,5.3,3.0
"2011","E00010450","E00010450","Total",141,7,134,46,31,2.9,4.2,2.4
"2011","E00010176","E00010176","Total",143,5,138,46,35,2.2,3.8,1.8
"2011","E00010179","E00010179","Total",129,3,126,42,31,2.2,3.7,1.7
"2011","E00010181","E00010181","Total",145,1,144,48,29,2.1,3.7,1.8
"2011","E00010186","E00010186","Total",142,3,139,70,31,2.0,3.5,1.6
"2011","E00010203","E00010203","Total",152,5,147,44,30,3.0,4.7,2.6
"2011","E00010175","E00010175","Total",210,12,198,87,42,1.9,3.1,1.5
"2011","E00010178","E00010178","Total",139,1,138,70,32,2.1,3.4,1.8
"2011","E00010180","E00010180","Total",156,4,152,68,17,2.1,3.7,2.1
"2011","E00010204","E00010204","Total",235,2,233,109,50,2.4,3.6,2.0
"2011","E00010187","E00010187","Total",185,4,181,54,25,2.5,4.3,2.4
"2011","E00010189","E00010189","Total",140,3,137,26,25,2.6,4.8,2.5
"2011","E00010192","E00010192","Total",191,4,187,92,49,2.5,3.8,2.0
"2011","E00010193","E00010193","Total",142,2,140,36,15,2.4,4.8,2.5
"2011","E00010188","E00010188","Total",151,3,148,70,24,2.2,3.9,2.2
"2011","E00010190","E00010190","Total",134,0,134,60,29,2.5,4.1,2.4
"2011","E00010191","E00010191","Total",146,3,143,48,29,2.3,4.2,2.5
"2011","E00010194","E00010194","Total",210,15,195,104,53,2.6,3.8,2.3
"2011","E00010195","E00010195","Total",123,4,119,24,15,2.9,5.3,3.0
"2011","E00009996","E00009996","Total",147,10,137,75,9,1.7,3.0,1.7
"2011","E00009999","E00009999","Total",110,7,103,44,10,2.3,3.9,2.2
"2011","E00010000","E00010000","Total",92,9,83,41,8,1.8,3.3,1.8
"2011","E00010004","E00010004","Total",170,28,142,74,13,1.8,3.3,1.6
"2011","E00010005","E00010005","Total",126,2,124,7,9,2.6,5.5,3.0
"2011","E00010007","E00010007","Total",121,5,116,17,11,2.5,4.8,2.6
"2011","E00009991","E00009991","Total",112,0,112,10,1,2.5,5.6,3.0
"2011","E00009993","E00009993","Total",99,1,98,4,3,3.2,8.2,4.4
"2011","E00009994","E00009994","Total",122,0,122,3,1,3.1,8.1,4.4
"2011","E00010003","E00010003","Total",101,2,99,24,6,1.8,3.7,1.7
"2011","E00010009","E00010009","Total",136,3,133,26,9,2.1,4.6,2.3
"2011","E00010010","E00010010","Total",102,2,100,9,4,2.5,6.0,3.2
"2011","E00009990","E00009990","Total",103,2,101,4,3,2.2,5.3,2.7
"2011","E00010006","E00010006","Total",120,1,119,13,2,2.7,5.8,3.3
"2011","E00010008","E00010008","Total",139,1,138,4,2,3.1,7.6,4.3
"2011","E00010011","E00010011","Total",119,1,118,4,2,2.5,6.2,3.3
"2011","E00010012","E00010012","Total",128,3,125,6,3,3.1,7.5,4.0
"2011","E00009988","E00009988","Total",137,5,132,14,10,2.6,5.5,2.9
"2011","E00010019","E00010019","Total",119,4,115,6,5,2.5,5.3,2.8
"2011","E00010021","E00010021","Total",93,0,93,14,8,2.5,5.1,2.7
"2011","E00010022","E00010022","Total",129,2,127,16,13,2.7,5.2,2.8
"2011","E00170306","E00170306","Total",114,0,114,27,17,2.7,4.0,2.1
"2011","E00170309","E00170309","Total",109,1,108,15,11,3.2,5.5,3.0
"2011","E00170310","E00170310","Total",90,0,90,6,5,3.0,5.7,3.1
"2011","E00170311","E00170311","Total",107,0,107,39,8,2.4,3.7,2.2
"2011","E00009910","E00009910","Total",145,6,139,41,28,3.2,4.8,2.7
"2011","E00009914","E00009914","Total",127,2,125,38,24,2.5,4.3,2.3
"2011","E00009920","E00009920","Total",131,4,127,42,24,3.2,4.5,2.5
"2011","E00009941","E00009941","Total",117,5,112,29,18,3.1,4.8,2.7
"2011","E00009943","E00009943","Total",153,2,151,35,23,2.8,4.8,2.5
"2011","E00009909","E00009909","Total",158,6,152,31,29,2.6,4.7,2.5
"2011","E00009913","E00009913","Total",158,3,155,51,41,2.9,4.7,2.8
"2011","E00009922","E00009922","Total",136,5,131,52,37,3.2,4.6,2.8
"2011","E00009926","E00009926","Total",149,4,145,45,35,3.0,4.7,2.7
"2011","E00009906","E00009906","Total",126,2,124,39,27,2.8,4.4,2.2
"2011","E00009912","E00009912","Total",100,3,97,29,22,2.5,4.3,2.2
"2011","E00009919","E00009919","Total",144,6,138,35,24,2.9,4.8,2.7
"2011","E00009921","E00009921","Total",145,6,139,39,24,2.7,4.5,2.6
"2011","E00009923","E00009923","Total",161,11,150,37,20,2.3,4.2,2.2
"2011","E00009911","E00009911","Total",109,1,108,14,14,2.9,5.6,3.0
"2011","E00009916","E00009916","Total",133,5,128,25,23,2.9,4.9,2.5
"2011","E00009917","E00009917","Total",126,1,125,46,28,2.5,4.0,2.0
"2011","E00009918","E00009918","Total",112,1,111,18,10,2.8,5.0,2.7
"2011","E00009925","E00009925","Total",132,2,130,35,20,2.5,4.3,2.3
"2011","E00010457","E00010457","Total",113,4,109,22,15,2.6,4.8,2.6
"2011","E00010474","E00010474","Total",128,1,127,24,18,2.9,5.3,2.9
"2011","E00010480","E00010480","Total",146,5,141,39,25,2.6,4.6,2.5
"2011","E00010482","E00010482","Total",156,3,153,31,19,2.6,5.1,2.8
"2011","E00010461","E00010461","Total",161,1,160,72,24,2.0,3.3,1.7
"2011","E00010479","E00010479","Total",120,3,117,19,13,3.2,5.4,3.2
