OA11CD,No central heating,Central heating,-1 or less (rooms),-1 or less (bedrooms),Average household size,Average no of rooms,Average no of bedrooms
E00016393,1.694915254237288,98.30508474576271,19,13,2.6,4.6,2.4
E00165790,1.8518518518518519,98.14814814814815,19,19,2.4,4.4,2.2
E00016361,2.8846153846153846,97.11538461538461,9,6,2.1,4.7,2.3
E00016363,4.316546762589928,95.68345323741008,17,12,2.3,4.7,2.5
E00016366,1.0101010101010102,98.98989898989899,8,5,2.8,6.2,3.2
E00016367,0.0,100.0,6,3,2.0,4.8,2.4
E00016368,0.0,100.0,4,2,2.9,6.1,3.4
E00016353,2.5641025641025643,97.43589743589743,19,18,2.7,4.6,2.3
E00016360,2.0618556701030926,97.9381443298969,51,20,2.2,4.0,2.2
E00016380,1.0,99.0,21,14,2.4,4.4,2.4
E00016389,3.6363636363636362,96.36363636363636,17,15,2.7,4.6,2.4
E00016390,4.705882352941177,95.29411764705883,13,10,2.7,5.0,2.7
E00016392,0.8403361344537815,99.15966386554622,14,11,2.3,4.2,2.0
E00016359,0.8333333333333334,99.16666666666667,14,11,2.6,5.0,2.6
E00016384,3.3057851239669422,96.69421487603306,18,13,2.7,5.4,2.9
E00016385,0.5649717514124294,99.43502824858757,34,23,2.1,4.4,2.0
E00016386,1.3793103448275863,98.62068965517241,47,12,1.5,3.1,1.3
E00016388,3.787878787878788,96.21212121212122,16,8,2.4,5.2,2.8
E00016346,4.716981132075472,95.28301886792453,20,11,2.4,4.6,2.4
E00016354,8.653846153846153,91.34615384615384,36,11,2.1,3.8,2.0
E00016357,4.580152671755725,95.41984732824427,39,17,2.4,4.2,2.4
E00016358,5.737704918032787,94.26229508196721,27,17,2.1,4.1,2.1
E00016391,3.389830508474576,96.61016949152543,9,5,2.6,5.6,3.0
E00016362,3.816793893129771,96.18320610687023,21,15,2.5,4.8,2.5
E00016364,3.9682539682539684,96.03174603174604,22,19,2.2,4.3,2.2
E00016365,1.834862385321101,98.1651376146789,13,8,2.0,4.1,2.0
E00016394,0.8333333333333334,99.16666666666667,16,10,2.5,5.0,2.9
E00165789,2.5316455696202533,97.46835443037975,43,16,1.8,3.3,1.6
E00016678,1.9047619047619047,98.0952380952381,32,24,2.6,4.1,2.1
E00016722,0.6666666666666666,99.33333333333333,42,37,2.7,4.0,2.0
E00016724,13.636363636363637,86.36363636363636,44,25,2.6,4.1,2.3
E00016727,0.9090909090909091,99.0909090909091,28,17,3.0,4.7,2.8
E00016676,1.0416666666666667,98.95833333333333,23,12,2.7,4.8,2.6
E00016685,3.1496062992125986,96.85039370078741,51,23,2.5,3.9,2.2
E00016690,1.5625,98.4375,28,19,2.3,4.0,2.1
E00016691,0.0,100.0,24,18,2.7,4.4,2.4
E00016726,0.0,100.0,33,22,1.8,3.3,1.5
E00016688,0.0,100.0,19,16,2.8,4.8,3.0
E00016695,2.7777777777777777,97.22222222222223,30,14,2.8,4.6,2.6
E00016705,6.451612903225806,93.54838709677419,63,15,2.0,3.2,1.7
E00016710,1.6129032258064515,98.38709677419355,49,28,2.4,3.8,2.1
E00016712,1.0309278350515463,98.96907216494846,44,21,2.3,3.8,2.2
E00016682,27.131782945736433,72.86821705426357,58,16,1.9,3.1,1.6
E00016686,0.7518796992481203,99.24812030075188,42,29,2.6,4.4,2.5
E00016699,5.555555555555555,94.44444444444444,47,24,2.4,3.6,1.9
E00016702,4.838709677419355,95.16129032258064,98,18,1.6,3.6,2.1
E00016707,9.836065573770492,90.1639344262295,71,33,2.4,3.8,2.0
E00016711,13.698630136986301,86.3013698630137,61,23,1.8,3.3,1.6
E00016696,0.9615384615384616,99.03846153846153,35,19,2.3,3.8,2.1
E00016698,2.5,97.5,47,31,2.0,3.6,1.8
E00016703,1.7857142857142858,98.21428571428571,38,15,2.4,3.9,2.1
E00016713,1.7937219730941705,98.20627802690584,108,34,1.8,3.0,1.4
E00165804,1.7857142857142858,98.21428571428571,27,12,2.0,3.9,2.0
