OA11CD,Full-time,Part-time,Self-employed,Working student,Unemployed,Inactive
E00173943,45.16129032258065,10.483870967741936,4.838709677419355,4.435483870967742,8.46774193548387,26.612903225806452
E00173946,63.14102564102564,4.166666666666667,10.256410256410257,2.5641025641025643,3.2051282051282053,16.666666666666668
E00016397,60.143198090692124,5.4892601431980905,9.54653937947494,3.818615751789976,4.05727923627685,16.94510739856802
E00016433,47.47899159663866,6.302521008403361,7.563025210084033,5.46218487394958,4.201680672268908,28.991596638655462
E00016436,46.753246753246756,12.987012987012987,3.2467532467532467,4.545454545454546,9.090909090909092,23.376623376623378
E00016440,28.444444444444443,11.11111111111111,4.888888888888889,6.666666666666667,14.666666666666666,34.22222222222222
E00016441,39.76608187134503,11.11111111111111,5.2631578947368425,5.847953216374269,10.818713450292398,27.19298245614035
E00016412,41.843971631205676,10.99290780141844,10.28368794326241,6.028368794326241,7.801418439716312,23.04964539007092
E00016414,29.88929889298893,10.70110701107011,6.273062730627307,10.33210332103321,6.273062730627307,36.53136531365314
E00016418,36.85897435897436,12.5,9.935897435897436,6.730769230769231,6.089743589743589,27.884615384615383
E00016422,26.00896860986547,14.798206278026905,6.726457399103139,2.242152466367713,8.071748878923767,42.152466367713004
E00016402,33.0,13.5,6.0,5.0,7.0,35.5
E00016407,46.51162790697674,7.441860465116279,11.162790697674419,2.7906976744186047,11.162790697674419,20.930232558139537
E00016409,40.55118110236221,11.811023622047244,7.480314960629921,3.543307086614173,10.62992125984252,25.984251968503937
E00016411,48.797250859106526,11.34020618556701,9.278350515463918,3.7800687285223367,5.841924398625429,20.962199312714777
E00016413,29.22374429223744,10.502283105022832,7.762557077625571,5.0228310502283104,8.67579908675799,38.81278538812786
