OA11CD,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E00016591,20.0,33.93939393939394,14.545454545454545,9.696969696969697,4.848484848484849,4.242424242424242,7.878787878787879,2.4242424242424243,2.4242424242424243
E00016603,13.909774436090226,40.6015037593985,17.669172932330827,9.022556390977444,6.015037593984962,4.511278195488722,1.5037593984962405,3.007518796992481,3.7593984962406015
E00016606,9.70464135021097,40.08438818565401,22.78481012658228,8.860759493670885,2.9535864978902953,4.641350210970464,4.641350210970464,2.9535864978902953,3.3755274261603376
E00016610,10.989010989010989,23.076923076923077,29.12087912087912,13.736263736263735,6.593406593406593,5.4945054945054945,3.8461538461538463,1.6483516483516483,5.4945054945054945
E00016653,10.857142857142858,29.142857142857142,24.0,9.142857142857142,4.0,5.142857142857143,4.0,4.571428571428571,9.142857142857142
E00016655,7.428571428571429,21.714285714285715,16.571428571428573,17.142857142857142,5.714285714285714,10.285714285714286,8.571428571428571,1.1428571428571428,11.428571428571429
E00016656,6.593406593406593,19.23076923076923,17.582417582417584,16.483516483516482,9.340659340659341,6.593406593406593,9.340659340659341,0.5494505494505495,14.285714285714286
E00016662,10.126582278481013,29.746835443037973,24.68354430379747,10.759493670886076,5.69620253164557,5.063291139240507,8.860759493670885,3.1645569620253164,1.8987341772151898
E00016664,10.762331838565023,30.94170403587444,18.385650224215247,17.48878923766816,5.829596412556054,5.381165919282512,5.829596412556054,1.345291479820628,4.0358744394618835
E00016631,10.795454545454545,25.0,22.727272727272727,8.522727272727273,5.681818181818182,5.681818181818182,5.681818181818182,2.272727272727273,13.636363636363637
E00016658,9.649122807017545,15.789473684210526,14.035087719298245,13.157894736842104,9.649122807017545,15.789473684210526,7.017543859649122,6.140350877192983,8.771929824561404
E00016659,7.317073170731708,30.89430894308943,17.073170731707318,10.56910569105691,4.065040650406504,8.130081300813009,4.878048780487805,6.504065040650406,10.56910569105691
E00016660,8.045977011494253,20.689655172413794,20.114942528735632,14.942528735632184,8.045977011494253,9.195402298850574,6.896551724137931,4.022988505747127,8.045977011494253
E00016663,8.108108108108109,22.7027027027027,16.216216216216218,12.972972972972974,9.18918918918919,8.108108108108109,8.64864864864865,2.7027027027027026,11.35135135135135
E00016632,12.903225806451612,17.419354838709676,26.451612903225808,12.258064516129032,8.387096774193548,6.451612903225806,6.451612903225806,2.5806451612903225,7.096774193548387
E00016666,10.0,20.0,16.0,9.333333333333334,10.666666666666666,10.666666666666666,8.0,6.0,9.333333333333334
E00016667,8.49056603773585,29.245283018867923,13.679245283018869,10.849056603773585,7.0754716981132075,8.49056603773585,8.962264150943396,2.830188679245283,10.377358490566039
