,2011 super output area - lower layer,LSOA11CD,January 2016,February 2016,March 2016,April 2016,May 2016,June 2016,July 2016,August 2016,September 2016,October 2016,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,December 2017,January 2018,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021
78,Lewisham 018D,E01003325,25,30,25,25,25,25,25,25,30,25,25,25,25,25,25,30,30,30,25,25,25,25,25,25,25,30,30,35,35,30,30,30,35,35,35,30,35,40,45,45,45,50,55,50,45,45,45,40,45,50,45,60,80,85,80,90,90,85,90,80,70,80,75,80,75,70,75,70,65
79,Lewisham 019A,E01003226,15,15,15,20,15,15,15,10,10,10,15,10,15,15,15,10,15,10,10,10,10,10,10,15,15,15,15,10,15,10,10,10,10,10,10,10,5,10,15,15,15,15,15,15,15,25,20,20,20,20,20,35,50,50,50,60,60,55,60,60,55,55,60,55,55,45,45,40,40
80,Lewisham 019B,E01003227,15,15,20,20,15,15,10,10,10,15,15,15,10,10,15,15,10,10,10,10,15,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,20,20,20,15,20,15,25,35,40,40,45,40,40,45,45,40,40,45,45,35,35,35,35,30
81,Lewisham 019C,E01003228,10,10,10,10,15,15,15,15,15,15,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,15,10,10,10,15,15,15,15,15,15,15,25,45,40,40,45,45,50,45,45,40,40,45,40,40,40,30,40,40
82,Lewisham 019D,E01003229,25,25,25,25,30,30,20,20,20,25,25,20,25,25,25,20,20,20,20,20,20,25,20,20,25,25,25,30,30,25,25,25,25,25,30,35,40,40,35,35,35,35,40,40,35,35,35,45,40,40,35,55,80,85,80,90,80,80,80,80,75,85,90,85,90,85,85,70,75
83,Lewisham 019E,E01003230,25,25,25,20,20,15,20,20,15,15,15,10,15,15,15,15,15,15,15,15,15,20,20,20,20,20,25,25,30,25,25,20,25,20,20,25,25,25,30,25,20,25,25,30,25,25,20,20,25,20,20,40,70,65,70,70,75,70,70,70,70,70,70,65,60,60,55,55,50
84,Lewisham 020A,E01003317,15,10,20,15,15,15,20,15,20,20,20,20,20,15,15,20,20,20,20,20,25,30,25,20,20,20,15,15,15,15,10,15,20,20,20,25,25,25,25,25,30,35,35,30,35,35,35,30,25,30,35,60,85,90,95,90,95,80,75,75,70,75,70,75,70,60,65,55,50
85,Lewisham 020B,E01003318,45,45,50,45,45,45,50,45,45,40,40,35,35,40,40,40,40,35,35,35,45,40,35,45,40,35,40,50,40,35,35,40,40,45,40,50,45,50,60,60,65,75,70,70,65,60,60,70,60,70,70,85,115,110,115,125,120,115,130,130,135,135,130,130,135,120,130,140,130
86,Lewisham 020C,E01003321,30,30,25,25,35,30,35,30,30,30,25,25,30,35,35,40,45,45,45,35,35,40,35,35,35,45,45,50,45,40,35,35,40,40,40,35,35,40,40,45,45,45,35,40,40,40,35,40,35,40,50,70,80,80,80,85,90,95,105,100,95,100,95,95,100,95,90,85,85
87,Lewisham 020D,E01003322,20,15,20,20,15,20,20,25,20,20,20,15,15,15,15,20,20,20,20,20,15,20,20,20,20,20,15,15,15,15,15,15,15,15,15,20,20,20,25,25,20,25,20,25,25,25,20,25,25,25,25,40,70,75,70,65,70,70,70,70,65,80,75,75,70,65,65,50,60
88,Lewisham 020E,E01003324,30,35,30,35,35,35,35,35,35,35,35,35,35,35,35,35,30,30,25,20,25,30,30,30,30,25,25,25,20,20,20,20,25,25,20,25,30,25,30,30,35,30,25,30,30,35,35,35,35,40,40,50,85,75,85,85,90,85,85,90,85,95,95,90,95,85,85,75,70
89,Lewisham 021A,E01003254,5,5,5,5,5,5,10,5,5,5,5,10,10,10,5,10,10,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,10,10,5,5,5,5,10,10,10,10,10,10,15,25,25,25,30,25,25,30,30,25,30,30,25,25,20,25,25,20
90,Lewisham 021B,E01003255,20,20,20,15,15,15,20,25,20,20,15,15,15,15,20,20,20,20,20,25,20,20,20,20,20,20,20,15,15,15,15,15,15,20,25,25,25,30,30,40,45,45,50,55,50,55,50,55,50,55,60,85,125,115,120,125,125,120,125,125,120,120,130,125,120,105,110,110,105
91,Lewisham 021C,E01003260,20,20,20,15,15,15,15,15,15,15,15,15,15,10,10,15,15,10,10,15,10,10,10,15,15,15,15,20,20,20,20,20,15,20,20,20,20,15,20,25,25,25,25,25,30,25,20,20,20,20,25,40,50,55,45,55,50,55,60,55,60,60,65,60,55,45,45,45,40
92,Lewisham 021D,E01003261,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,5,10,10,10,10,10,10,15,10,10,10,10,10,10,10,15,10,15,15,15,20,15,20,15,15,20,30,50,40,40,45,50,45,50,50,50,50,55,55,55,50,45,40,40
93,Lewisham 021E,E01003262,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,10,10,10,15,15,15,15,15,15,10,25,50,40,45,50,50,45,40,35,35,40,40,45,45,35,35,30,30
94,Lewisham 022A,E01003217,15,15,10,10,10,10,10,10,15,10,10,10,15,15,15,15,15,15,15,15,15,15,15,10,10,15,15,15,15,15,15,15,15,15,15,15,10,15,15,20,15,15,10,15,15,10,15,15,20,20,20,25,50,45,50,50,50,50,45,45,50,45,45,45,40,40,40,40,40
95,Lewisham 022B,E01003218,5,5,5,10,10,10,10,10,10,10,10,10,5,10,10,10,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,25,40,40,40,45,45,50,50,50,55,50,50,50,45,40,40,35,30
96,Lewisham 022C,E01003220,20,20,20,15,15,15,10,10,10,15,15,15,15,15,15,15,15,15,15,20,20,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,25,25,25,25,25,30,30,30,25,30,30,30,30,30,45,65,65,65,70,70,70,75,70,70,65,65,65,55,55,55,50,50
97,Lewisham 022D,E01003222,20,20,25,20,15,15,10,15,10,20,20,15,15,15,15,20,20,15,20,15,20,15,15,15,15,15,15,15,10,15,15,15,20,15,15,15,10,15,15,15,15,15,20,20,25,25,25,25,25,40,35,45,65,65,70,70,75,75,70,70,70,85,75,80,80,70,70,55,60
98,Lewisham 022E,E01003224,35,30,30,30,25,25,25,20,20,15,15,15,20,20,20,20,20,15,20,15,15,15,15,15,15,15,15,20,15,15,15,15,20,20,15,20,15,20,20,25,20,25,25,20,20,20,20,25,30,30,30,40,65,60,65,65,70,70,65,65,60,70,65,70,75,70,70,65,70
99,Lewisham 023A,E01003263,20,20,25,25,25,25,25,25,25,20,20,20,20,20,25,25,25,20,15,15,15,20,20,20,20,20,20,20,20,20,15,20,15,15,15,15,15,20,25,25,25,25,25,20,25,20,25,20,20,20,20,35,50,50,45,50,50,55,55,60,65,60,65,65,50,55,45,50,55
100,Lewisham 023B,E01003268,20,20,25,25,25,25,25,30,30,25,25,25,20,20,20,15,15,20,20,25,20,20,20,20,20,25,20,25,25,25,20,20,20,20,20,15,20,20,20,20,20,20,20,20,20,15,15,20,15,20,20,35,50,55,55,50,55,60,55,60,50,55,55,55,55,40,45,40,45
101,Lewisham 023C,E01003269,10,10,10,10,10,10,10,10,10,10,15,15,10,15,20,15,15,15,10,5,10,10,10,5,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,15,20,20,20,25,20,20,20,20,20,30,55,50,45,50,50,40,45,40,40,40,45,45,40,40,35,30,25
102,Lewisham 023D,E01003270,15,15,10,10,10,15,15,15,15,15,15,15,10,15,10,10,10,10,10,10,5,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,10,10,15,15,15,20,20,20,15,15,15,25,40,40,35,45,45,45,45,55,50,50,55,55,45,35,35,35,30
103,Lewisham 023E,E01003271,5,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,10,10,10,10,15,10,10,20,35,35,35,40,35,35,35,35,35,40,40,35,35,30,30,25,30
104,Lewisham 024A,E01003307,10,10,15,10,10,10,10,15,15,10,10,10,10,10,10,10,15,15,15,15,10,10,10,10,5,5,5,5,10,10,10,10,10,10,10,10,10,10,15,15,10,15,15,10,10,15,10,15,15,15,15,25,45,40,40,40,40,40,45,40,40,45,45,45,45,40,40,35,35
105,Lewisham 024B,E01003308,20,20,15,20,20,15,20,20,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,10,15,20,25,20,20,25,25,25,25,25,20,25,20,20,20,35,55,50,50,50,55,50,55,55,60,60,60,60,55,55,55,50,45
106,Lewisham 024C,E01003314,10,15,15,15,10,5,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,10,10,15,15,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,15,15,15,15,20,35,40,35,35,35,30,30,35,30,30,35,35,35,30,30,35,35
107,Lewisham 024D,E01003315,15,15,15,15,15,15,10,15,10,15,15,15,20,15,15,20,20,15,15,15,15,15,15,15,20,15,15,15,15,15,20,15,15,10,15,20,15,15,15,20,20,20,20,20,20,20,20,20,20,20,15,35,45,45,45,45,45,45,45,40,45,50,50,50,50,45,45,50,45
108,Lewisham 024E,E01003316,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,10,10,10,10,10,5,5,10,10,10,10,10,10,15,15,15,15,20,20,20,15,15,15,25,45,45,45,40,50,45,45,45,45,45,45,45,45,40,40,35,30
109,Lewisham 025A,E01003216,20,20,20,15,15,10,10,15,15,15,10,10,10,15,15,20,20,25,20,20,20,20,20,25,25,25,20,20,20,20,20,20,15,20,20,15,20,20,25,25,25,25,25,20,25,30,30,30,30,30,30,50,65,65,70,65,70,70,75,70,70,70,75,70,65,65,60,50,50
110,Lewisham 025B,E01003219,10,15,15,15,15,10,10,10,15,15,15,20,20,15,15,15,15,15,15,10,15,15,15,15,15,15,15,10,10,15,10,10,10,10,10,10,10,10,10,15,15,20,15,15,15,10,15,15,15,20,15,25,60,50,50,55,55,50,55,60,50,60,60,70,70,55,55,45,45
111,Lewisham 025C,E01003221,25,25,25,25,20,25,20,25,25,30,25,30,25,25,25,30,30,30,35,30,25,30,30,35,35,35,35,35,35,25,25,25,25,25,25,30,35,35,30,35,30,30,30,30,35,35,35,30,35,30,30,55,70,75,75,75,75,85,70,75,80,85,85,85,80,75,70,75,75
112,Lewisham 025D,E01003223,15,15,15,15,10,10,10,10,10,15,10,10,10,10,10,15,10,15,15,15,10,10,10,10,5,10,10,10,5,5,5,5,5,5,5,10,10,10,10,10,10,10,15,10,20,20,25,20,25,20,20,30,55,55,55,60,60,60,65,60,55,60,65,65,60,50,50,45,40
113,Lewisham 026A,E01003346,20,25,25,20,20,20,20,20,20,25,25,25,20,25,25,25,25,25,20,25,25,25,25,25,25,25,30,25,30,30,30,30,35,35,40,45,50,50,50,55,55,50,55,60,50,55,55,55,50,55,55,70,85,85,90,95,95,95,90,90,85,95,80,85,85,90,80,75,75
114,Lewisham 026B,E01003349,15,10,10,10,10,10,10,10,5,10,10,10,10,15,15,15,15,10,10,10,5,10,10,10,10,15,15,15,20,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,25,30,60,55,55,60,65,60,60,65,60,65,65,65,65,55,55,45,50
115,Lewisham 026C,E01003351,20,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,15,15,10,15,15,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,15,15,15,15,20,25,20,30,30,30,25,40,65,60,60,65,60,55,60,65,65,70,55,55,55,60,55,55,55
116,Lewisham 026D,E01003354,20,15,20,20,20,20,20,20,15,15,15,15,20,15,15,20,20,20,20,20,20,20,20,25,25,25,25,20,20,20,20,20,25,25,20,20,20,20,20,30,25,35,40,45,40,40,35,35,35,35,40,50,80,75,80,75,80,75,85,85,85,85,85,80,80,75,75,80,75
117,Lewisham 027A,E01003309,15,15,15,20,20,20,20,20,20,20,25,25,30,25,30,30,25,25,25,35,30,25,20,20,20,20,20,20,20,20,25,25,25,25,30,25,25,25,30,25,25,30,30,30,30,35,35,30,40,40,40,50,70,70,70,65,70,70,70,80,85,85,85,85,70,70,65,65,65
118,Lewisham 027B,E01003310,10,10,15,15,15,15,15,15,15,15,20,15,15,20,25,25,25,25,25,20,20,20,25,25,25,25,25,20,25,15,20,20,15,20,20,25,25,30,25,25,25,25,25,25,25,25,25,30,25,25,30,45,70,70,70,75,80,70,70,65,65,70,70,65,65,60,60,55,50
119,Lewisham 027C,E01003311,15,15,10,10,15,10,10,10,15,10,10,10,15,20,20,20,15,20,20,20,20,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,15,20,20,15,20,20,20,20,25,25,25,25,20,20,20,35,50,50,50,60,60,55,60,55,50,55,55,50,45,45,45,45,40
120,Lewisham 027D,E01003312,15,20,20,20,15,15,15,10,10,10,5,10,10,15,15,10,10,15,15,15,15,15,15,15,20,25,25,20,15,20,20,15,20,15,15,20,20,20,25,20,25,25,25,30,25,25,25,20,15,25,30,40,65,60,65,60,60,55,55,55,55,55,60,55,50,55,45,55,45
121,Lewisham 027E,E01003313,20,25,25,25,25,20,20,25,20,20,20,25,25,20,25,20,15,20,15,20,25,25,20,20,20,20,20,20,15,20,20,20,20,20,20,20,20,20,20,25,30,25,30,30,30,30,25,25,25,25,30,40,55,65,60,60,65,60,65,65,65,70,70,70,70,55,65,65,60
122,Lewisham 028A,E01003256,35,35,35,35,40,40,40,35,45,40,40,40,45,40,40,40,45,40,40,45,50,50,50,55,50,55,50,50,55,55,50,50,45,50,50,60,75,85,85,75,75,70,70,70,70,80,75,80,85,85,85,110,130,130,130,130,135,130,135,135,135,140,135,120,125,115,110,110,105
123,Lewisham 028B,E01003257,10,15,20,15,15,10,10,10,10,10,10,15,15,10,10,15,10,15,15,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,25,40,35,40,40,40,50,50,45,40,45,50,50,45,40,45,40,40
124,Lewisham 028C,E01003258,15,20,15,20,20,20,15,15,15,20,15,15,20,15,20,20,20,25,25,20,25,25,20,20,25,25,25,25,25,25,20,25,20,25,25,20,20,20,20,20,25,25,25,30,30,30,30,35,30,35,30,50,70,60,60,60,60,55,65,70,75,70,70,70,65,60,50,45,45
125,Lewisham 028D,E01003259,25,25,20,25,25,20,20,20,20,20,20,20,25,25,20,20,20,20,20,20,20,20,20,20,25,25,25,25,25,30,25,25,25,25,25,30,25,35,30,30,35,35,30,30,20,30,30,25,25,25,25,45,65,65,65,65,65,60,65,60,60,60,60,60,50,55,60,55,50
126,Lewisham 029A,E01003193,15,15,15,15,20,20,20,20,15,20,15,15,15,15,15,15,20,20,20,15,20,20,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,25,25,25,30,25,30,25,25,25,25,30,30,25,40,65,60,60,65,65,55,60,55,60,65,65,65,60,65,65,65,65
127,Lewisham 029B,E01003194,25,25,25,25,25,30,30,25,25,25,25,25,20,25,25,25,20,20,20,15,15,15,15,15,15,20,20,20,20,20,15,15,15,20,20,25,25,25,25,25,30,30,25,25,20,15,15,15,15,15,20,30,55,60,60,60,60,60,55,55,55,60,65,65,65,55,55,55,55
128,Lewisham 029C,E01003195,15,15,15,15,15,10,10,15,10,10,15,10,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,5,5,10,15,15,10,10,10,15,15,15,15,15,15,15,15,10,20,15,10,10,15,15,20,25,40,40,50,50,45,45,45,40,40,45,45,45,45,45,50,40,35
129,Lewisham 029D,E01003196,25,25,25,30,30,30,30,25,25,25,35,30,30,35,35,35,35,30,30,35,35,30,30,30,30,35,35,35,35,45,40,40,35,30,35,40,35,35,40,45,45,50,50,50,50,50,55,55,50,50,55,70,110,105,110,100,105,95,90,95,95,100,105,100,105,100,95,95,90
130,Lewisham 029E,E01003197,20,30,30,35,40,40,40,35,40,40,35,30,35,35,40,50,45,40,40,35,30,35,35,35,40,40,45,40,35,35,35,30,30,40,40,50,45,50,55,50,55,55,55,50,45,50,60,60,65,70,75,90,120,115,120,115,120,115,115,125,115,120,120,120,105,105,105,105,100
131,Lewisham 030A,E01003347,25,25,25,25,25,25,25,25,25,25,20,20,25,30,30,35,35,35,35,30,35,30,30,30,30,30,35,45,45,35,40,35,35,40,45,50,50,50,55,60,65,60,55,55,55,55,55,65,70,70,65,85,115,110,115,110,110,105,115,115,120,120,125,125,110,115,110,110,100
132,Lewisham 030B,E01003348,15,15,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,15,15,15,15,10,15,10,15,15,15,20,20,20,20,15,10,15,15,15,15,10,15,15,15,15,15,20,20,15,20,15,15,20,20,30,55,55,55,55,60,60,60,70,70,65,65,65,60,60,60,55,55
133,Lewisham 030C,E01003350,10,15,20,20,20,20,15,15,15,20,20,20,20,20,20,20,25,20,25,25,20,25,25,20,25,25,25,20,20,20,20,15,20,25,25,25,20,30,30,30,30,35,40,40,40,35,35,35,40,45,45,55,75,75,80,80,80,80,80,90,85,90,85,85,75,75,75,70,65
134,Lewisham 030D,E01003352,20,20,20,20,25,20,20,15,20,20,25,20,20,15,15,15,15,15,20,20,20,20,25,20,25,25,25,25,20,25,25,20,20,20,25,25,25,25,25,30,25,25,25,30,25,25,30,35,35,35,40,45,75,65,65,70,70,80,75,75,65,75,85,80,75,70,70,65,65
135,Lewisham 030E,E01003353,10,10,10,15,10,10,10,10,10,10,5,10,10,10,10,15,10,10,10,10,10,10,10,10,5,5,5,5,10,10,10,10,5,10,10,10,15,20,20,15,20,20,20,15,20,20,25,25,20,20,25,35,60,60,65,65,70,65,65,70,65,70,65,70,60,55,50,50,50
136,Lewisham 031A,E01003264,15,15,15,15,15,15,15,15,15,15,10,10,10,10,15,10,5,10,10,15,10,10,10,10,10,10,15,15,15,15,15,15,10,10,15,15,15,20,20,20,15,15,15,20,20,15,15,20,20,20,20,35,50,50,55,55,50,50,45,45,45,50,55,55,55,45,45,45,50
137,Lewisham 031B,E01003265,20,25,25,25,25,20,20,20,15,20,15,15,15,20,15,15,10,15,15,15,10,15,10,10,10,10,10,15,15,15,15,20,20,15,15,15,15,20,20,20,20,20,15,20,25,25,25,25,25,25,30,45,75,60,70,70,60,55,55,60,60,75,75,75,60,60,55,60,55
138,Lewisham 031C,E01003266,30,25,25,30,30,30,30,30,30,20,20,20,20,20,15,20,20,20,25,25,20,20,25,25,20,20,20,20,25,20,20,25,25,25,25,20,25,25,30,25,30,30,30,30,30,30,30,35,30,30,25,35,55,60,50,60,60,60,65,70,65,65,70,75,65,55,60,55,50
139,Lewisham 031D,E01003267,20,20,20,15,20,20,20,20,15,15,20,20,15,15,15,15,15,15,15,15,15,15,10,10,10,15,15,20,20,20,20,15,15,20,15,15,20,20,25,25,25,25,25,30,25,30,30,35,35,35,35,50,80,80,75,75,75,80,75,70,80,85,85,80,65,60,65,60,65
140,Lewisham 033A,E01003329,15,20,20,20,20,20,20,15,10,15,15,15,10,15,15,10,15,10,15,15,15,15,15,15,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,20,20,15,15,20,20,20,20,20,40,70,65,60,65,60,60,55,50,50,60,65,60,60,50,55,50,45
141,Lewisham 033B,E01003330,20,20,20,20,25,20,20,20,20,15,15,15,15,15,20,20,20,20,25,20,15,15,15,20,20,20,20,20,20,20,20,20,25,25,25,25,30,30,25,25,25,25,25,30,25,30,30,30,25,30,30,35,55,55,50,55,55,55,55,60,65,65,75,70,75,70,65,60,50
142,Lewisham 033C,E01003331,25,25,20,25,25,25,20,20,20,20,25,20,20,20,20,20,15,15,15,20,15,20,20,20,20,20,15,20,25,20,20,20,15,15,15,20,20,20,15,15,15,10,15,20,20,20,20,20,20,20,25,35,45,45,45,50,50,45,45,45,40,50,50,45,45,40,40,40,35
143,Lewisham 033D,E01003332,10,10,10,10,10,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,15,15,15,15,20,20,25,25,25,25,25,25,20,20,20,20,15,15,15,15,30,50,45,45,45,45,45,40,45,45,50,45,45,45,40,35,40,40
144,Lewisham 033E,E01003334,20,20,25,25,25,20,20,20,20,20,20,20,20,20,25,20,20,20,15,20,20,20,20,20,20,20,15,15,20,20,20,15,10,10,10,15,15,25,20,20,30,30,25,20,25,25,25,25,25,30,25,35,60,60,55,60,65,65,70,65,70,70,65,65,65,55,60,55,50
145,Lewisham 034A,E01003189,25,30,25,30,30,25,35,25,30,30,30,25,30,35,40,40,40,35,35,40,40,45,45,40,45,50,55,55,55,55,55,55,45,50,50,60,55,55,60,55,60,65,70,65,65,65,65,70,75,70,70,80,120,125,125,130,125,130,130,125,120,120,125,125,110,110,110,105,105
146,Lewisham 034B,E01003190,30,35,30,30,25,25,25,25,25,25,25,25,30,25,20,20,20,25,25,25,20,20,25,25,30,30,30,30,25,25,25,25,25,25,25,30,25,30,25,30,25,30,25,30,35,35,35,35,30,30,35,50,75,75,75,85,90,90,85,90,90,95,90,95,95,90,90,80,80
147,Lewisham 034C,E01003191,20,20,15,20,20,15,15,15,15,10,10,15,15,20,20,25,25,25,20,20,15,20,15,20,20,25,25,25,20,15,15,15,15,15,20,20,25,25,25,25,25,25,30,30,30,25,25,30,25,30,30,45,75,75,80,85,80,80,80,80,80,85,90,80,80,70,65,65,65
148,Lewisham 034D,E01003192,30,25,25,20,20,20,20,25,20,20,20,15,20,25,25,25,30,25,20,20,20,25,20,25,25,25,30,30,30,30,30,25,30,30,30,30,30,30,35,35,35,35,35,40,45,40,35,40,40,45,55,65,95,95,90,95,95,90,95,90,90,100,95,95,95,85,85,80,75
149,Lewisham 035A,E01003326,10,10,10,10,10,15,10,15,15,10,15,15,15,20,15,20,20,15,20,20,20,20,20,15,15,15,15,20,15,15,15,15,15,20,20,20,20,25,25,25,25,30,30,30,25,30,30,30,30,40,35,45,60,65,60,70,70,65,65,65,60,65,60,60,60,55,60,55,55
150,Lewisham 035B,E01003327,15,15,15,15,20,20,20,20,20,15,20,20,20,20,15,15,15,15,15,15,15,15,15,15,15,20,20,20,15,15,20,20,20,20,20,25,20,20,20,25,25,20,25,25,20,25,20,20,20,25,25,40,65,55,55,60,55,55,65,60,60,60,55,55,55,55,55,45,45
151,Lewisham 035C,E01003328,20,25,25,25,25,25,30,25,25,25,25,25,25,25,25,25,20,25,25,20,20,20,20,25,25,25,30,25,30,30,35,35,30,35,35,30,30,30,30,25,25,20,25,25,25,25,30,30,35,30,30,45,65,60,65,65,65,65,70,65,60,65,65,65,60,50,55,55,50
152,Lewisham 035D,E01003333,15,15,20,15,15,15,15,15,15,15,10,10,10,10,10,10,10,15,10,10,5,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,20,15,15,15,15,15,15,15,15,20,20,30,45,45,45,50,50,45,50,50,50,50,50,50,45,45,45,45,45
153,Lewisham 035E,E01003335,25,25,25,20,20,25,15,20,20,25,25,20,20,25,25,25,20,20,25,25,25,25,20,15,20,20,25,25,25,25,25,25,30,20,25,30,30,25,30,30,30,35,35,35,35,35,35,35,35,40,40,55,75,75,80,80,80,80,80,75,80,80,85,80,80,75,70,65,65
154,Lewisham 037A,E01003236,10,15,20,15,10,10,15,10,10,10,10,10,15,20,15,15,20,15,10,10,10,10,10,15,10,15,15,5,5,10,10,10,10,10,10,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,15,30,70,65,70,70,65,65,65,65,60,70,75,65,60,55,60,50,45
155,Lewisham 037B,E01003237,5,10,10,10,15,15,15,15,10,10,10,10,15,10,10,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,20,20,20,20,20,20,20,20,20,20,25,25,25,25,20,20,25,25,40,60,60,65,70,70,70,70,70,65,75,75,85,85,75,65,70,65
156,Lewisham 037C,E01003238,20,15,15,15,15,15,15,15,10,5,10,10,10,10,10,15,15,10,15,10,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,55,55,50,50,50,55,60,55,60,55,55,55,55,50
157,Lewisham 037D,E01003239,15,20,15,15,10,15,15,15,15,15,10,10,15,15,10,10,10,15,15,15,15,10,15,15,15,20,20,25,20,20,15,20,15,15,20,20,20,25,20,20,20,20,25,20,20,20,25,25,25,25,30,50,70,70,75,70,70,70,70,70,65,70,75,70,65,65,55,55,65
158,Lewisham 037E,E01032564,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,15,10,10,10,10,15,15,15,15,15,10,15,20,20,15,15,20,20,15,15,10,15,15,20,40,30,35,35,35,40,40,40,35,40,45,40,40,40,35,35,35
159,Lewisham 038A,E01003235,10,15,20,15,15,15,15,15,10,10,10,5,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,15,15,15,15,15,15,15,20,15,15,15,20,20,20,20,20,20,15,15,20,20,30,45,40,45,50,50,45,45,50,50,55,50,50,50,50,50,50,45
160,Lewisham 038B,E01003240,15,15,15,15,15,15,10,15,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,10,10,10,10,10,10,10,10,10,15,15,10,15,15,15,20,20,20,20,25,25,25,15,15,20,20,25,40,65,70,65,75,80,75,80,80,75,75,70,75,75,65,65,65,55
161,Lewisham 038C,E01003241,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,25,20,25,25,25,20,25,20,20,20,20,20,20,20,20,20,15,15,15,20,20,20,20,20,20,20,20,25,25,30,30,30,30,25,30,30,35,50,55,55,60,60,55,60,60,60,65,70,70,65,55,55,50,50
162,Lewisham 038D,E01003243,10,5,10,10,15,10,15,20,20,20,20,20,20,15,15,20,20,20,20,20,15,20,20,15,15,20,15,15,15,20,20,20,20,20,20,20,25,25,25,25,25,25,25,25,25,25,20,25,20,25,25,35,65,55,60,65,65,65,65,65,55,60,60,55,55,45,40,50,50
163,Lewisham 038E,E01032565,15,20,20,20,25,25,20,15,15,15,10,15,15,15,20,15,15,20,20,20,15,15,15,15,15,20,15,15,20,15,15,15,15,15,15,15,15,20,25,20,20,20,15,20,20,25,25,20,25,25,25,35,65,60,65,60,60,60,55,55,55,55,55,50,50,45,45,45,45
164,Lewisham 039A,E01003298,20,20,20,20,25,25,25,25,30,25,25,25,20,20,20,20,15,20,15,20,15,15,20,20,15,20,20,20,25,20,25,25,20,20,20,20,20,15,20,25,25,25,20,20,20,25,30,30,30,30,25,45,65,70,70,70,70,65,70,65,65,70,70,70,70,65,65,55,55
165,Lewisham 039B,E01003300,35,40,40,35,35,30,30,30,30,30,30,25,25,25,25,25,20,25,25,25,25,20,20,20,25,25,20,20,25,25,25,30,30,25,25,25,30,30,35,35,35,30,35,35,35,35,40,35,35,35,35,50,90,80,85,80,85,85,90,90,90,95,90,95,95,80,75,75,70
